Index,Label,English,French,German,Italian,Spanish,JPN,jp_hira,Simp_Chinese,Trad_Chinese,Turkish_Current,Turkish_Manual_v6,Turkish_Manual_v7,Manual_Review_Status,Manual_Decision,Manual_Reason_TR,Manual_CrossLanguage_TR,Turkish_Manual_v8,Manual_Review_Status_v8,Manual_v8_Decision,Manual_v8_Reason_TR,Manual_v8_CrossLanguage_TR,Turkish_Manual_v9,Manual_Review_Status_v9,Manual_v9_Decision,Manual_v9_Reason_TR,Manual_v9_CrossLanguage_TR,Turkish_Manual_v10,Manual_Review_Status_v10,Manual_v10_Decision,Manual_v10_Reason_TR,Manual_v10_CrossLanguage_TR,Turkish_Manual_v11,Manual_Review_Status_v11,Manual_v11_Decision,Manual_v11_Reason_TR,Manual_v11_CrossLanguage_TR,Turkish_Manual_v12,Manual_Review_Status_v12,Manual_v12_Decision,Manual_v12_Reason_TR,Manual_v12_CrossLanguage_TR,Turkish_Manual_v13,Manual_Review_Status_v13,Manual_v13_Decision,Manual_v13_Reason_TR,Manual_v13_CrossLanguage_TR,Turkish_Manual_v14,Manual_Review_Status_v14,Manual_v14_Decision,Manual_v14_Reason_TR,Manual_v14_CrossLanguage_TR,Turkish_Manual_v15,Manual_Review_Status_v15,Manual_v15_Decision,Manual_v15_Reason_TR,Manual_v15_CrossLanguage_TR,Turkish_Manual_v16,Manual_Review_Status_v16,Manual_v16_Decision,Manual_v16_Reason_TR,Manual_v16_CrossLanguage_TR,Turkish_Manual_v17,Manual_Review_Status_v17,Manual_v17_Decision,Manual_v17_Reason_TR,Manual_v17_CrossLanguage_TR,Turkish_Manual_v18,Manual_Review_Status_v18,Manual_v18_Decision,Manual_v18_Reason_TR,Manual_v18_CrossLanguage_TR
0,BAS_HELLOBASEMENT_TIM_010,This sure is a creepy place.,Quel endroit sinistre...,Ganz schön gruselig hier.,Questo posto mi mette i brividi...,Qué inquietante.,ずいぶん薄気味悪いところだね,ずいぶんうすきみわるいところだね,真是一个阴森可怕的地方啊。,真是個陰森的地方啊,Burası bayağı ürkütücü bir yer.,Burası bayağı ürkütücü bir yer.,Burası bayağı ürkütücü bir yer.,HENÜZ MANUEL İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ MANUEL İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ MANUEL İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ MANUEL İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ MANUEL İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ MANUEL İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burası bayağı ürkütücü bir yer.,HENÜZ_MANUEL_İNCELENMEDİ,,,
1,NOMESSAGE_BAS_HELLOBASEMENT_PIKACHU_010,Yeahhh...,"NOMESSAGE_BAS_HELLOBASEMENT_PIKACHU{{CTRL:0001:0006:}}
_010","NOMESSAGE_BAS_HELLOBASEMENT_PIKACHU{{CTRL:0001:0006:}}
_010", ,Sí...,うーん,うーん,嗯。,呃,Evettt...,Evettt...,Evettt...,HENÜZ MANUEL İNCELENMEDİ,,,,Evettt...,HENÜZ MANUEL İNCELENMEDİ,,,,Evettt...,HENÜZ MANUEL İNCELENMEDİ,,,,Evettt...,HENÜZ MANUEL İNCELENMEDİ,,,,Evettt...,HENÜZ MANUEL İNCELENMEDİ,,,,Evettt...,HENÜZ MANUEL İNCELENMEDİ,,,,Evettt...,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evettt...,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evettt...,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evettt...,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evettt...,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evettt...,HENÜZ_MANUEL_İNCELENMEDİ,,,
2,BAS_HELLOBASEMENT_PIKACHU_010,"Oh, there's a door!
See if it opens.","Oh, une porte !
Essaie de l'ouvrir !","Oh, eine Tür!
Versuch sie zu öffnen.","Oh, c'è una porta!
Vediamo se si apre.","¡Hay una puerta!
Prueba a abrirla.","お！　扉があるぞ
開けてみろ","お！　とびらがあるぞ
あけてみろ","噢！这里有扇门。
你去打开看看。","喔！這裡有扇門耶
你去打開看看","Oh, burada bir kapı var!
Açılıyor mu bak.","Oh, burada bir kapı var!
Açılıyor mu bak.","Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ MANUEL İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ MANUEL İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ MANUEL İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ MANUEL İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ MANUEL İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ MANUEL İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Oh, burada bir kapı var!
Açılıyor mu bak.",HENÜZ_MANUEL_İNCELENMEDİ,,,
3,BAS_HELLOBASEMENT_TIM_015,OK.,OK.,Okay.,Ok.,Vale.,うん,うん,嗯。,嗯,Tamam.,Tamam.,Tamam.,HENÜZ MANUEL İNCELENMEDİ,,,,Tamam.,HENÜZ MANUEL İNCELENMEDİ,,,,Tamam.,HENÜZ MANUEL İNCELENMEDİ,,,,Tamam.,HENÜZ MANUEL İNCELENMEDİ,,,,Tamam.,HENÜZ MANUEL İNCELENMEDİ,,,,Tamam.,HENÜZ MANUEL İNCELENMEDİ,,,,Tamam.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Tamam.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Tamam.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Tamam.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Tamam.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Tamam.,HENÜZ_MANUEL_İNCELENMEDİ,,,
4,BAS_HELLOBASEMENT_TIM_020,Here we go!,C'est parti !,Los geht's!,"Ok, entriamo!",¡Vamos allá!,行くよ！,いくよ！,我们走！,我們走！,Başlıyoruz!,Başlıyoruz!,Başlıyoruz!,HENÜZ MANUEL İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ MANUEL İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ MANUEL İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ MANUEL İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ MANUEL İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ MANUEL İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Başlıyoruz!,HENÜZ_MANUEL_İNCELENMEDİ,,,
5,BAS_HELLOBASEMENT_PIKACHU_020,"Doesn't look like anyone is here.
So is this the room that Gengar was guarding?","Je vois personne...
Alors c'est cet endroit{{CTRL:0001:0006:}}
qu'Ectoplasma protégeait ?","Sieht aus, als wären wir alleine.
Ist das der Raum, den Gengar bewacht hat?","Sembra che non ci sia nessuno...
Quindi Gengar faceva la guardia{{CTRL:0001:0006:}}
a questa stanza?","Parece que no hay nadie.
¿Esta es la sala{{CTRL:0001:0006:}}
que protegía Gengar?","誰もいないみたいだな
ゲンガーはこの部屋を守っていたのか","だれもいないみたいだな
ゲンガーはこのへやをまもっていたのか","看起来这里一个人都没有。
耿鬼之前是在看守这个房间吗？","好像沒有人在
耿鬼之前是在看守這個房間嗎？","Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?","Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?","Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ MANUEL İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Burada kimse yok gibi.
Demek Gengar'ın koruduğu oda burası mı?",HENÜZ_MANUEL_İNCELENMEDİ,,,
6,BAS_HELLOBASEMENT_TIM_030,I wonder what this is...?,"C'est quoi, ça ?",Was ist das für ein Ding...?,Mi chiedo cosa sia tutto questo...,¿Y eso de allí?,なんだろう　この装置,なんだろう　このそうち,这是什么设备？,這是什麼裝置？,Acaba bu da ne...?,Acaba bu da ne...?,Acaba bu da ne...?,HENÜZ MANUEL İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ MANUEL İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ MANUEL İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ MANUEL İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ MANUEL İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ MANUEL İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Acaba bu da ne...?,HENÜZ_MANUEL_İNCELENMEDİ,,,
7,BAS_HELLOBASEMENT_PIKACHU_030,"Maybe it has something to do with
why Trevenant went berserk.
Let's check it out.","Peut-être que ça a un lien
avec ce qui a rendu fou Desséliande.
Allons vérifier.","Vielleicht steht es mit
Tromborks Ausraster in Zusammenhang.
Sehen wir uns das mal an.","Forse ha qualcosa a che fare
con l'incidente di Trevenant...
Diamo un'occhiata!","Tal vez esté relacionado
con el arranque de Trevenant.
Echemos un vistazo.","オーロットが暴れた原因と
関係あるかもしれないな
調べてみよう","オーロットがあばれたげんいんと
かんけいあるかもしれないな
しらべてみよう","它或许和朽木妖
发狂的原因有关。
我们来调查下看看吧。","或許跟朽木妖
發狂的原因有關
我們來調查看看吧","Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.","Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.","Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ MANUEL İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ MANUEL İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ MANUEL İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ MANUEL İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ MANUEL İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ MANUEL İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Belki de Trevenant'ın neden çılgına döndüğüyle
ilgilidir.
Hadi bakalım.",HENÜZ_MANUEL_İNCELENMEDİ,,,
8,BAS_HELLOBASEMENT_TIM_040,Yeah.,OK !,Okay.,Ok.,Vale.,うん,うん,嗯。,嗯,Evet.,Evet.,Evet.,HENÜZ MANUEL İNCELENMEDİ,,,,Evet.,HENÜZ MANUEL İNCELENMEDİ,,,,Evet.,HENÜZ MANUEL İNCELENMEDİ,,,,Evet.,HENÜZ MANUEL İNCELENMEDİ,,,,Evet.,HENÜZ MANUEL İNCELENMEDİ,,,,Evet.,HENÜZ MANUEL İNCELENMEDİ,,,,Evet.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evet.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evet.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evet.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evet.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Evet.,HENÜZ_MANUEL_İNCELENMEDİ,,,
9,BAS_RMACHINE_PIKACHU_100,"Tim! Look! We found what we've been
looking for!",Tim ! Regarde ! C'est ce qu'on cherchait !,"Hey, Tim! Schau mal, da!
Genau danach haben wir gesucht!","Guarda, Tim! Questa fiala è uguale alla nostra!
Abbiamo trovato quello che cercavamo!","¡Mira, Tim! Lo que estábamos buscando.","ティム！　見ろよ！
探してるものが あったぜ","ティム！　みろよ！
さがしてるものが あったぜ","蒂姆！快看！
找到我们要找的东西了。","提姆！你快看！
這就是我們要找的東西。","Tim! Bak! Aradığımız şeyi
bulduk!","Tim! Bak! Aradığımız şeyi
bulduk!","Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ MANUEL İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ MANUEL İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ MANUEL İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ MANUEL İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ MANUEL İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ MANUEL İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tim! Bak! Aradığımız şeyi
bulduk!",HENÜZ_MANUEL_İNCELENMEDİ,,,
