Index,Label,English,French,German,Italian,Spanish,JPN,jp_hira,Simp_Chinese,Trad_Chinese,Turkish_Current,Turkish_Manual_v6,Turkish_Manual_v7,Manual_Review_Status,Manual_Decision,Manual_Reason_TR,Manual_CrossLanguage_TR,Turkish_Manual_v8,Manual_Review_Status_v8,Manual_v8_Decision,Manual_v8_Reason_TR,Manual_v8_CrossLanguage_TR,Turkish_Manual_v9,Manual_Review_Status_v9,Manual_v9_Decision,Manual_v9_Reason_TR,Manual_v9_CrossLanguage_TR,Turkish_Manual_v10,Manual_Review_Status_v10,Manual_v10_Decision,Manual_v10_Reason_TR,Manual_v10_CrossLanguage_TR,Turkish_Manual_v11,Manual_Review_Status_v11,Manual_v11_Decision,Manual_v11_Reason_TR,Manual_v11_CrossLanguage_TR,Turkish_Manual_v12,Manual_Review_Status_v12,Manual_v12_Decision,Manual_v12_Reason_TR,Manual_v12_CrossLanguage_TR,Turkish_Manual_v13,Manual_Review_Status_v13,Manual_v13_Decision,Manual_v13_Reason_TR,Manual_v13_CrossLanguage_TR,Turkish_Manual_v14,Manual_Review_Status_v14,Manual_v14_Decision,Manual_v14_Reason_TR,Manual_v14_CrossLanguage_TR,Turkish_Manual_v15,Manual_Review_Status_v15,Manual_v15_Decision,Manual_v15_Reason_TR,Manual_v15_CrossLanguage_TR,Turkish_Manual_v16,Manual_Review_Status_v16,Manual_v16_Decision,Manual_v16_Reason_TR,Manual_v16_CrossLanguage_TR,Turkish_Manual_v17,Manual_Review_Status_v17,Manual_v17_Decision,Manual_v17_Reason_TR,Manual_v17_CrossLanguage_TR,Turkish_Manual_v18,Manual_Review_Status_v18,Manual_v18_Decision,Manual_v18_Reason_TR,Manual_v18_CrossLanguage_TR
0,NOMESSAGE_BOA_BOAT_CAMOME_110,Pokémon cry,NOMESSAGE_BOA_BOAT_CAMOME_110,NOMESSAGE_BOA_BOAT_CAMOME_110, ,Wiiing.,鳴き声,なきごえ,叫声,鳴き声,Pokémon çığlığı,Pokémon çığlığı,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,
1,BOA_BOAT_AMANDA_105,Woo-hoo!,Wouhouuu !,Yippiiiiie!,Yuhuuu!,¡Yujuuu!,ひゃっほー！,ひゃっほー！,哇哦——！,呀呼～！,Vuhuu!,Vuhuu!,Vuhuu!,HENÜZ MANUEL İNCELENMEDİ,,,,Vuhuu!,HENÜZ MANUEL İNCELENMEDİ,,,,Vuhuu!,HENÜZ MANUEL İNCELENMEDİ,,,,Vuhuu!,HENÜZ MANUEL İNCELENMEDİ,,,,Vuhuu!,HENÜZ MANUEL İNCELENMEDİ,,,,Vuhuu!,HENÜZ MANUEL İNCELENMEDİ,,,,Vuhuu!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vuhuu!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vuhuu!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vuhuu!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vuhuu!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vuhuu!,HENÜZ_MANUEL_İNCELENMEDİ,,,
2,BOA_BOAT_TIM_105,*scream*,Ouaaah !,Waaaaah!!,Aaaaaaah!!,¡Aaah!,わああ！！,わああ！！,啊啊啊啊啊啊！！,哇啊啊啊啊啊！！,*çığlık*,*çığlık*,*çığlık*,HENÜZ MANUEL İNCELENMEDİ,,,,*çığlık*,HENÜZ MANUEL İNCELENMEDİ,,,,*çığlık*,HENÜZ MANUEL İNCELENMEDİ,,,,*çığlık*,HENÜZ MANUEL İNCELENMEDİ,,,,*çığlık*,HENÜZ MANUEL İNCELENMEDİ,,,,*çığlık*,HENÜZ MANUEL İNCELENMEDİ,,,,*çığlık*,HENÜZ_MANUEL_İNCELENMEDİ,,,,*çığlık*,HENÜZ_MANUEL_İNCELENMEDİ,,,,*çığlık*,HENÜZ_MANUEL_İNCELENMEDİ,,,,*çığlık*,HENÜZ_MANUEL_İNCELENMEDİ,,,,*çığlık*,HENÜZ_MANUEL_İNCELENMEDİ,,,,*çığlık*,HENÜZ_MANUEL_İNCELENMEDİ,,,
3,BOA_BOAT_AMANDA_110,"Doesn't this feel fantastic!
This boat has four hundred horsepower,{{CTRL:0001:0006:}}
you know.","C'est agréable, non ?!
Il a 400 chevaux sous le capot,{{CTRL:0001:0006:}}
ce bateau.","Fühlt sich das nicht toll an?
Dieses Boot hat satte 400 PS, weißt du?","Non è fantastico?
Questa barca ha 400 cavalli!","¿No os parece genial?
¡Esta lancha tiene 400 caballos de potencia!","最高に　気持ちいいわね！
この船は 400馬力もあるのよ","さいこうに きもちいいわね！
このふねは 400ばりきも あるのよ","感觉太棒了呢！
这艘船有400马力哦。","真是太爽快了！
這艘船有400馬力喔！","Harika hissettirmiyor mu!
Bu teknenin dört yüz beygir gücü var,{{CTRL:0001:0006:}}
biliyor musun.","Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}","Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ MANUEL İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ MANUEL İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ MANUEL İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ MANUEL İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ MANUEL İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ MANUEL İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Harika değil mi!
Bu tekne tam dört yüz beygir gücünde.{{CTRL:0001:0006:}}",HENÜZ_MANUEL_İNCELENMEDİ,,,
4,BOA_BOAT_TIM_110,"Yeah, I can feel that.","Oui, ça se sent bien...","Ja, das merkt man...",E li sento tutti!,Se nota...,そうなんですか……,そうなんですか……,这样啊……,是這樣嗎…,"Evet, ben de hissediyorum.","Evet, ben de hissediyorum.","Evet, ben de hissediyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Evet, ben de hissediyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,
5,BOA_BOAT_PIKACHU_110,"*groan* This is what I was worried about.
Come on, Tim!
Can't you tell her to slow
it down?!","C'est bien ce qui m'inquiétait.
Hé, Tim !
Dis-lui de ralentir,
par pitié !","Genau das hatte ich befürchtet.
Komm schon, Tim...
Hab Mitleid und bitte sie,
langsamer zu machen!","Proprio di questo
avevo paura!
Tim! Non puoi dirle
di rallentare un po'?!","Esto es lo que temía.
¡Tim, hazme el favor!
¡Dile que reduzca
la velocidad!","だから 嫌だったんだ
おい！　ティム！
スピードを 落とすように
言ってくれ！","だから いやだったんだ
おい！　ティム！
スピードを おとすように
いってくれ！","所以！
我讨厌这样。
喂！蒂姆！
叫她减速！","所以我才不要坐她的船啊！
喂！提姆！
快叫她減速！
減速！","*inleme* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!","*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!","*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ MANUEL İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ MANUEL İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ MANUEL İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ MANUEL İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ MANUEL İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ MANUEL İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"*inler* Tam da bundan korkuyordum.
Hadi, Tim!
Ona biraz
yavaşlamasını söyleyemez misin?!",HENÜZ_MANUEL_İNCELENMEDİ,,,
6,BOA_BOAT_PIKACHU_120,"Pika, pika! Pika!",Pika pika ! Pika !,"Pika, pika! Pikapi!","Pika, pika! Pikapi!","¡Pika, pika! ¡Pika!",ピカピカ！　ピカピ！,ピカピカ！　ピカピ！,皮卡皮卡！皮卡皮！,皮卡皮卡！皮卡皮！,"Pika, pika! Pika!","Pika, pika! Pika!","Pika, pika! Pika!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ MANUEL İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Pika, pika! Pika!",HENÜZ_MANUEL_İNCELENMEDİ,,,
7,BOA_BOAT_AMANDA_120,It sounds like Pikachu's having a good time!,On dirait que Pikachu apprécie !,Pikachu hat wohl auch mächtig Spaß!,"Sembra che anche Pikachu{{CTRL:0001:0006:}}
si stia divertendo un sacco!",¡A Pikachu también le gusta!,あら ピカチュウも ご機嫌ね,あら ピカチュウも ごきげんね,咦，皮卡丘也很嗨啊。,哎呀 皮卡丘也很開心呢,Pikachu çok eğleniyor gibi!,Pikachu çok eğleniyor gibi!,Pikachu çok eğleniyor gibi!,HENÜZ MANUEL İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ MANUEL İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ MANUEL İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ MANUEL İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ MANUEL İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ MANUEL İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pikachu çok eğleniyor gibi!,HENÜZ_MANUEL_İNCELENMEDİ,,,
8,BOA_BOAT_TIM_120,"You know what, Amanda?
Maybe you could slow this down a little bit?","Euh, Amanda ?
Vous pourriez peut-être ralentir un peu ?","Ähm, Amanda?
Könntest du etwas... weniger rasen?","Ehi, Amanda!
Non è che potresti{{CTRL:0001:0006:}}
rallentare un pochino...?","Eh, Amanda...
¿Qué tal si reduces la velocidad?","ア アマンダさん！
あの 少し スピードを抑えても……","ア アマンダさん！
あの すこし スピードを おさえても……","阿，阿曼达！
能不能稍微减点速……","亞、亞曼達！
那個 妳可以不用開那麼快…","Biliyor musun Amanda?
Biraz yavaşlayabilir misin?","Amanda...
Biraz yavaşlayabilir misin?","Amanda...
Biraz yavaşlayabilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Amanda...
Biraz yavaşlayabilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,
9,BOA_BOAT_AMANDA_130,"Whattaya mean?
You want to get to the island quickly,{{CTRL:0001:0006:}}
don't you?
Not a problem! Let's go!","Pour quoi faire ?
Tu veux arriver rapidement sur l'île, non ?
Y'a pas de problème !","Was soll das heißen?
Du wolltest doch schnell zur Insel, oder?
Kein Problem!","Ma che dici?
Non volevi andare subito all'isola?
Lascia fare a me! Si va!","¿Qué dices?
Quieres llegar rápido a la isla, ¿no?
¡Perfecto! ¡Vamos!","何言ってるの
早く 島に 行きたいんでしょ？
遠慮しないで！","なに いってるの 
はやく しまに いきたいんでしょ？
えんりょ しないで！","你说什么呀，
不是想快点去岛上吗？
不用跟我客气啦！","你在說什麼啊？
你們不是想趕快去島上嗎？
不用跟我客氣啦！","Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!","Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!","Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ MANUEL İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ne demek istiyorsun?
Adaya çabucak gitmek istiyorsun,{{CTRL:0001:0006:}}
değil mi?
Sorun değil! Haydi gidelim!",HENÜZ_MANUEL_İNCELENMEDİ,,,
