Index,Label,English,French,German,Italian,Spanish,JPN,jp_hira,Simp_Chinese,Trad_Chinese,Turkish_Current,Turkish_Manual_v6,Turkish_Manual_v7,Manual_Review_Status,Manual_Decision,Manual_Reason_TR,Manual_CrossLanguage_TR,Turkish_Manual_v8,Manual_Review_Status_v8,Manual_v8_Decision,Manual_v8_Reason_TR,Manual_v8_CrossLanguage_TR,Turkish_Manual_v9,Manual_Review_Status_v9,Manual_v9_Decision,Manual_v9_Reason_TR,Manual_v9_CrossLanguage_TR,Turkish_Manual_v10,Manual_Review_Status_v10,Manual_v10_Decision,Manual_v10_Reason_TR,Manual_v10_CrossLanguage_TR,Turkish_Manual_v11,Manual_Review_Status_v11,Manual_v11_Decision,Manual_v11_Reason_TR,Manual_v11_CrossLanguage_TR,Turkish_Manual_v12,Manual_Review_Status_v12,Manual_v12_Decision,Manual_v12_Reason_TR,Manual_v12_CrossLanguage_TR,Turkish_Manual_v13,Manual_Review_Status_v13,Manual_v13_Decision,Manual_v13_Reason_TR,Manual_v13_CrossLanguage_TR,Turkish_Manual_v14,Manual_Review_Status_v14,Manual_v14_Decision,Manual_v14_Reason_TR,Manual_v14_CrossLanguage_TR,Turkish_Manual_v15,Manual_Review_Status_v15,Manual_v15_Decision,Manual_v15_Reason_TR,Manual_v15_CrossLanguage_TR,Turkish_Manual_v16,Manual_Review_Status_v16,Manual_v16_Decision,Manual_v16_Reason_TR,Manual_v16_CrossLanguage_TR,Turkish_Manual_v17,Manual_Review_Status_v17,Manual_v17_Decision,Manual_v17_Reason_TR,Manual_v17_CrossLanguage_TR,Turkish_Manual_v18,Manual_Review_Status_v18,Manual_v18_Decision,Manual_v18_Reason_TR,Manual_v18_CrossLanguage_TR
0,INFO_TUTORIAL_MEMO,Tap the Case Notes,Toucher la section « Pistes »,Berühre „Ermittlungen“,"Tocca il pulsante ""APPUNTI""","Toca sobre ""Pesquisas"".",『推理メモ』をタッチ,『すいりメモ』をタッチ,点触“推理笔记”。,點觸「推理筆記」,Dava Notları'na dokun,Vaka Notları'na dokun,Vaka Notları'na dokun,HENÜZ MANUEL İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ MANUEL İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ MANUEL İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ MANUEL İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ MANUEL İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ MANUEL İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ_MANUEL_İNCELENMEDİ,,,,Vaka Notları'na dokun,HENÜZ_MANUEL_İNCELENMEDİ,,,
1,NOMESSAGE_OUT_HELLOOFFICEOUTSIDE_YAYAKOMA_010,Pokémon cry,"NOMESSAGE_OUT_HELLOOFFICEOUTSIDE_{{CTRL:0001:0006:}}
YAYAKOMA_010","NOMESSAGE_OUT_HELLOOFFICEOUTSIDE_{{CTRL:0001:0006:}}
YAYAKOMA_010", , ,鳴き声,なきごえ,鳴き声,鳴き声,Pokémon çığlığı,Pokémon çığlığı,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,
2,OUT_HELLOOFFICEOUTSIDE_PIKACHU_010,"Here we are!
The offices are up on the second floor.
When you meet with Baker, you probably
shouldn't let him know you can talk to me.","On y est !
Le bureau est au premier étage.
Quand tu verras Baker, évite de lui dire
que tu peux me parler.","Da wären wir!
Das Detektivbüro Baker ist im 1. Stock.
Du solltest Mr. Baker vermutlich nicht erzählen,
dass du mit mir reden kannst.","Eccoci.
L'agenzia è al primo piano.
Senti, quando vedi Baker... è meglio
se non gli dici che puoi parlare con me...","¡Aquí es!
La agencia está en el primer piso.
Mejor no le reveles a Mike
que puedes hablar conmigo.","着いたぞ
この2階がベイカーの事務所だ
ベイカーと会っても オレと話せるなんて
言わない方がいいぞ","ついたぞ
この 2かいがベイカーのじむしょだ
ベイカーとあっても オレとはなせるなんて
いわないほうがいいぞ","我们到了。
这里的2楼就是贝克事务所了。
不过，就算你见到贝克，
最好也别告诉他你能和我说话。","到了
這裡的二樓就是貝克事務所
見到貝克後 最好不要告訴他
你能跟我說話","İşte geldik!
Ofisler ikinci katta.
Baker'la konuşurken muhtemelen
benimle konuşabildiğini ona söylemesen iyi olur.","İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.","İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ MANUEL İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ MANUEL İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ MANUEL İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ MANUEL İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ MANUEL İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ MANUEL İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"İşte geldik!
Baker'ın bürosu ikinci katta.
Baker'la görüştüğünde benimle konuşabildiğini
söylemesen iyi olur.",HENÜZ_MANUEL_İNCELENMEDİ,,,
3,OUT_HELLOOFFICEOUTSIDE_TIM_010,"Of course I won't!
Nobody would believe it anyway.","Évidemment !
Personne ne me croirait de toute façon.","Ist doch klar!
Das nimmt mir sowieso niemand ab.","Ovvio!
Non mi crederebbe nessuno...","No pensaba decírselo.
No me creería.","あたりまえだよ
こんなこと誰も信じないよ","あたりまえだよ
こんなことだれもしんじないよ","那当然了。
这种事说了也没人会信啊。","那還用說
這種話有誰會信","Tabii ki yapmam!
Zaten kimse inanmaz.","Tabii ki yapmam!
Zaten kimse inanmaz.","Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ MANUEL İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ MANUEL İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ MANUEL İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ MANUEL İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ MANUEL İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ MANUEL İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tabii ki yapmam!
Zaten kimse inanmaz.",HENÜZ_MANUEL_İNCELENMEDİ,,,
4,OUT_HELLOOFFICEOUTSIDE_PIKACHU_020,Good. You're very smart.,Bien. T'en as là-dedans.,Gut so! Kluges Kind.,Ottimo! Sei sveglio!,Muy agudo.,賢明だ,けんめいだ,聪明。,聰明,Aferin. Çok zekisin.,Aferin. Çok zekisin.,Aferin. Çok zekisin.,HENÜZ MANUEL İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ MANUEL İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ MANUEL İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ MANUEL İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ MANUEL İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ MANUEL İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ_MANUEL_İNCELENMEDİ,,,,Aferin. Çok zekisin.,HENÜZ_MANUEL_İNCELENMEDİ,,,
5,OFF_HELLOOFFICE_AMANDA_010,"Thank you, Fletchling.","Merci, Passerouge.","Danke, Dartiri!","Grazie, Fletchling!","Gracias, Fletchling.",ありがとう ヤヤコマ,ありがとう ヤヤコマ,谢谢了，小箭雀。,謝謝你 小箭雀,"Teşekkürler, Fletchling.","Teşekkürler, Fletchling.","Teşekkürler, Fletchling.",HENÜZ MANUEL İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ MANUEL İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ MANUEL İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ MANUEL İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ MANUEL İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ MANUEL İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Teşekkürler, Fletchling.",HENÜZ_MANUEL_İNCELENMEDİ,,,
6,OFF_HELLOOFFICE_YAYAKOMA_010,Pokémon cry,OFF_HELLOOFFICE_YAYAKOMA_010,OFF_HELLOOFFICE_YAYAKOMA_010, ,Fleeetch.,（鳴き声）,（なきごえ）,（鳴き声）,（鳴き声）,Pokémon çığlığı,Pokémon çığlığı,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,
7,NOMESSAGE_OFF_HELLOOFFICE_YAYAKOMA_010,Pokémon cry,"NOMESSAGE_OFF_HELLOOFFICE_YAYAKOMA{{CTRL:0001:0006:}}
_010","NOMESSAGE_OFF_HELLOOFFICE_YAYAKOMA{{CTRL:0001:0006:}}
_010",Pokémon cry,¡Fletch!,（鳴き声）,（なきごえ）,（鳴き声）,（鳴き声）,Pokémon çığlığı,Pokémon çığlığı,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ MANUEL İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,,Pokémon çığlığı,HENÜZ_MANUEL_İNCELENMEDİ,,,
8,OFF_HELLOOFFICE_PIKACHU_010,I'm back. This is Tim. Oh! Cookies!,"Je suis revenu ! Et lui, c'est Tim.{{CTRL:0001:0006:}}
Oh ! Des cookies !","Bin zurück, hab Tim mitgebracht!{{CTRL:0001:0006:}}
Oh, Kekse!","Sono tornato! E questo è Tim!{{CTRL:0001:0006:}}
Oh, dei dolcetti!","Hola, he traído a Tim.{{CTRL:0001:0006:}}
¡Ah! ¡Galletas!",ティムを連れてきたぞー,ティムをつれてきたぞー,我把蒂姆带来了。,我把提姆帶來了,Geri geldim. Bu Tim. Aa! Kurabiyeler!,Geri geldim. Bu Tim. Aa! Kurabiyeler!,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ MANUEL İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ MANUEL İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ MANUEL İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ MANUEL İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ MANUEL İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ MANUEL İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Geri geldim. Bu Tim. Aa! Kurabiyeler!,HENÜZ_MANUEL_İNCELENMEDİ,,,
9,OFF_HELLOOFFICE_AMANDA_020,"Hi, Pikachu. Lunch isn't ready yet.","Salut, Pikachu. Le repas n'est pas encore prêt.","Hi Pikachu!{{CTRL:0001:0006:}}
Essen gibt's erst etwas später...","Ciao, Pikachu.{{CTRL:0001:0006:}}
Il pranzo non è ancora pronto.","Hola, Pikachu.{{CTRL:0001:0006:}}
La comida aún no está lista.",おかえりピカチュウ　ごはんはまだよ,おかえりピカチュウ　ごはんはまだよ,欢迎回来，皮卡丘。你的饭还没好哦。,歡迎回來 皮卡丘 飯還沒好喔,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.","Merhaba, Pikachu. Öğle yemeği daha hazır değil.","Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ MANUEL İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ MANUEL İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ MANUEL İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ MANUEL İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ MANUEL İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ MANUEL İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Merhaba, Pikachu. Öğle yemeği daha hazır değil.",HENÜZ_MANUEL_İNCELENMEDİ,,,
