Index,Label,English,French,German,Italian,Spanish,JPN,jp_hira,Simp_Chinese,Trad_Chinese,Turkish_Current,Turkish_Manual_v6,Turkish_Manual_v7,Manual_Review_Status,Manual_Decision,Manual_Reason_TR,Manual_CrossLanguage_TR,Turkish_Manual_v8,Manual_Review_Status_v8,Manual_v8_Decision,Manual_v8_Reason_TR,Manual_v8_CrossLanguage_TR,Turkish_Manual_v9,Manual_Review_Status_v9,Manual_v9_Decision,Manual_v9_Reason_TR,Manual_v9_CrossLanguage_TR,Turkish_Manual_v10,Manual_Review_Status_v10,Manual_v10_Decision,Manual_v10_Reason_TR,Manual_v10_CrossLanguage_TR,Turkish_Manual_v11,Manual_Review_Status_v11,Manual_v11_Decision,Manual_v11_Reason_TR,Manual_v11_CrossLanguage_TR,Turkish_Manual_v12,Manual_Review_Status_v12,Manual_v12_Decision,Manual_v12_Reason_TR,Manual_v12_CrossLanguage_TR,Turkish_Manual_v13,Manual_Review_Status_v13,Manual_v13_Decision,Manual_v13_Reason_TR,Manual_v13_CrossLanguage_TR,Turkish_Manual_v14,Manual_Review_Status_v14,Manual_v14_Decision,Manual_v14_Reason_TR,Manual_v14_CrossLanguage_TR,Turkish_Manual_v15,Manual_Review_Status_v15,Manual_v15_Decision,Manual_v15_Reason_TR,Manual_v15_CrossLanguage_TR,Turkish_Manual_v16,Manual_Review_Status_v16,Manual_v16_Decision,Manual_v16_Reason_TR,Manual_v16_CrossLanguage_TR,Turkish_Manual_v17,Manual_Review_Status_v17,Manual_v17_Decision,Manual_v17_Reason_TR,Manual_v17_CrossLanguage_TR,Turkish_Manual_v18,Manual_Review_Status_v18,Manual_v18_Decision,Manual_v18_Reason_TR,Manual_v18_CrossLanguage_TR
0,STU_CAMERA02_SEL_020,About the Yanma cameras,À propos des caméras Yanma,Das Yanma-Kamerateam,Le telecamere Yanma,Yanmacámaras,ヤンヤンマカメラについて,ヤンヤンマカメラについて,关于蜻蜻蜓摄像机,關於蜻蜻蜓攝影機,Yanma kameraları hakkında,Yanma kameraları hakkında,Yanma kameraları hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,Yanma kameraları hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,
1,STU_PIKACHU_PIKACHU_120,"Oh, good timing for you to come by.
What type of situation do you think would
best bring out my innate charm?","Ah, tu tombes bien ! Quelle pose met le mieux
en valeur mon charme naturel, à ton avis ?","Hey, Tim! Perfektes Timing!
Was meinst du...?
Wie kann ich meinen Charme am besten
zur Geltung bringen?","Oh, sei arrivato proprio sul più bello!
Secondo te da quale angolatura risalta
di più il mio innegabile fascino?","Tim, has venido en buen momento. ¿Qué pose
crees que resaltaría más mi encanto natural?","おっ　ちょうどいいところに来たな

どんなシチュエーションなら
オレの魅力が引き立つと思う？","おっ　ちょうどいいところに来たな

どんなシチュエーションなら
オレの魅力が引き立つと思う？","啊，来得正好。

你觉得在怎样的场景下
我的魅力才能格外瞩目？","噢，你來得正好。

你覺得在什麼情境下
最能凸顯出我的魅力？","Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?","Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?","Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ MANUEL İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ MANUEL İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ MANUEL İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ MANUEL İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ MANUEL İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ MANUEL İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Tam zamanında geldin.
Sence hangi durum
benim doğuştan gelen cazibemi
en iyi ortaya çıkarır?",HENÜZ_MANUEL_İNCELENMEDİ,,,
2,COR_HELLOMIMIKKYU_MIMIKKYU_420,Kiki!,Mimi !,Mimi!,Ki ki!,"Kyu, kyuuu...",キキッ,キキッ,奇奇。,奇奇。,Kiki!,Kiki!,Kiki!,HENÜZ MANUEL İNCELENMEDİ,,,,Kiki!,HENÜZ MANUEL İNCELENMEDİ,,,,Kiki!,HENÜZ MANUEL İNCELENMEDİ,,,,Kiki!,HENÜZ MANUEL İNCELENMEDİ,,,,Kiki!,HENÜZ MANUEL İNCELENMEDİ,,,,Kiki!,HENÜZ MANUEL İNCELENMEDİ,,,,Kiki!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Kiki!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Kiki!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Kiki!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Kiki!,HENÜZ_MANUEL_İNCELENMEDİ,,,,Kiki!,HENÜZ_MANUEL_İNCELENMEDİ,,,
3,COR_HELLOMIMIKKYU_KEITH_420,"Hey, quit trying to escape!
Tim, do you think you could tell your Pikachu
to use its moves and get Mimikyu to calm
down?","Hé là, pas si vite !

Tim, ton Pikachu pourrait utiliser ses
capacités pour calmer un peu Mimiqui ?","Versuch nicht ständig zu entwischen!

Tim, kann dein Pikachu nicht eine Attacke
einsetzen, durch die Mimigma beruhigt wird?","Ehi, dove scappi?! Tim... Non è che potresti
chiedere al tuo Pikachu di usare una mossa
per calmare quel Mimikyu?","Ni se te ocurra escapar, ¿eh?
Tim, ¿podrías pedirle a tu Pikachu que use un
movimiento y que haga entrar en razón a
este Mimikyu tan incorregible?","こら　逃げるんじゃない

ティムくん
キミのピカチュウに 技を使って
ミミッキュをおとなしくさせるよう
言ってくれないか？","こら　にげるんじゃない

ティムくん
キミのピカチュウに わざをつかって
ミミッキュを おとなしくさせるよう
いってくれないか？","喂，别跑。

蒂姆，
你能告诉你的皮卡丘，
让它用招式使谜拟Ｑ
平静下来吗？","喂，別想逃。

提姆，可以請你叫皮卡丘使用招式，
讓謎擬Ｑ乖一點嗎？","Hey, kaçmaya çalışma!
Tim, Pikachu'na hareketlerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?","Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?","Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ MANUEL İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Hey, kaçmaya çalışma!
Tim, Pikachu'na hamlelerini kullanıp Mimikyu'yu sakinleştirmesini
söyleyebilir misin?",HENÜZ_MANUEL_İNCELENMEDİ,,,
4,CON_DIRECTOR_TIM_410,"Wow, you're right.
What could be causing that?",En effet... Je me demande ce qui se passe...,Sie haben recht... Woran das wohl liegt?,È vero! Cosa potrebbe essere?,"Sí, ya veo. Me pregunto qué habrá sucedido...","ほんとだ
どうしちゃったんでしょう","ほんとだ
どうしちゃったんでしょう","真的呢。
要怎么办才好呢。","真的耶。
怎麼會這樣。","Vay canına, haklısın.
Buna ne sebep oluyor olabilir?","Vay canına, haklısın.
Buna ne sebep oluyor olabilir?","Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ MANUEL İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ MANUEL İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ MANUEL İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ MANUEL İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ MANUEL İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ MANUEL İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Vay canına, haklısın.
Buna ne sebep oluyor olabilir?",HENÜZ_MANUEL_İNCELENMEDİ,,,
5,BAC_AD02_AD02_110,Are you a new guy here?,"Tu es nouveau, ici ?",Bist du neu hier?,Sei un nuovo impiegato?,¿Eres nuevo?,新人さんかい？,しんじんさん かい？,你是新来的？,你是新來的嗎？,Burada yeni misin?,Burada yeni misin?,Burada yeni misin?,HENÜZ MANUEL İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ MANUEL İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ MANUEL İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ MANUEL İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ MANUEL İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ MANUEL İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ_MANUEL_İNCELENMEDİ,,,,Burada yeni misin?,HENÜZ_MANUEL_İNCELENMEDİ,,,
6,BAC_AD02_SEL_010,About the work,À propos de son travail,Die Arbeit,Il suo lavoro,Puesto en la GNN,仕事について,しごとについて,关于工作,關於工作,İş hakkında,İş hakkında,İş hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,İş hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,İş hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,İş hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,İş hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,İş hakkında,HENÜZ MANUEL İNCELENMEDİ,,,,İş hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,İş hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,İş hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,İş hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,İş hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,,İş hakkında,HENÜZ_MANUEL_İNCELENMEDİ,,,
7,BAC_AD02_AD02_310,"I'm an assistant director. I look after
the Yanma.","Je suis assistant réalisateur. Je m'occupe
notamment des Yanma.","Ich bin Regieassistent und kümmere mich
um die Yanma.","Sono un aiuto regista.
Mi occupo degli Yanma.","Soy asistente de dirección, y me encargo de
todo lo relacionado con los Yanma.","オレはADだよ
ヤンヤンマの世話をしてるんだ","オレは ADだよ
ヤンヤンマのせわを してるんだ","我是AD哦。
负责照顾蜻蜻蜓。","我是AD。
我負責照顧蜻蜻蜓。","Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.","Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.","Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ MANUEL İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Ben yardımcı yönetmenim.
Yanmalara ben bakıyorum.",HENÜZ_MANUEL_İNCELENMEDİ,,,
8,BAC_AD02_TIM_310,"Oh, I see. And what are you doing here?","Je vois. Et qu'est-ce que vous faites ici,
si ce n'est pas indiscret ?","Verstehe. Was haben Sie hier hinten denn
zu tun?","Capisco. E cosa fa esattamente qui dietro
le quinte?","Ah, muy interesante.
¿Y qué haces aquí entre bastidores?","そうなんですね
ここでは なにをされてるんですか？","そうなんですね
ここでは なにを されてるんですか？","是这样啊。
那你在这里做什么呢？","這樣啊。
你在這裡做什麼呢？","Aa, anladım. Peki sen burada ne yapıyorsun?","Aa, anladım. Peki sen burada ne yapıyorsun?","Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ MANUEL İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ MANUEL İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ MANUEL İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ MANUEL İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ MANUEL İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ MANUEL İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Aa, anladım. Peki sen burada ne yapıyorsun?",HENÜZ_MANUEL_İNCELENMEDİ,,,
9,BAC_AD02_AD02_320,"I'm just checking the equipment we use for
our shoots. We can't have any malfunctions,
after all!","Je vérifie les accessoires qu'on va utiliser
pendant l'émission.
Faudrait pas qu'on se rende compte qu'il y a
un pépin au dernier moment !","Im Moment überprüfe ich das Equipment.

Eine meiner Aufgaben besteht darin,
technische Probleme zu verhindern.","Sto controllando che sia tutto pronto
per le riprese.
Se le apparecchiature non funzionano
come devono, è un grosso problema!","Estoy comprobando que el equipo necesario
para la grabación esté a punto y funcione bien.
¡No nos podemos permitir fallos técnicos!","撮影で使う道具を
チェックしてるんだ
不備があると いけないからな","さつえいで つかう どうぐを
チェックしてるんだ
ふびがあると いけないからな","我正在检查拍摄时
要使用的道具。
要是准备不到位，那可不行呢。","我正在檢查
錄影時要使用的道具。
一切都得準備到位才行。","Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!","Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!","Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ MANUEL İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ_MANUEL_İNCELENMEDİ,,,,"Çekimlerde kullandığımız ekipmanı kontrol ediyorum
sadece. Sonuçta bir arıza olamaz!",HENÜZ_MANUEL_İNCELENMEDİ,,,
