"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Fivewatt_op_telop01","5-Volt'un Evi","5-Volt's House","5-Volt's House","Chez 5-Volt","Chez 5-Volt","5-Volts Haus","Casa di 5-Volt","Casa de 5-Volt","Casa de 5-Volt","ファイブワットの いえ"
"Fivewatt_op_voice01_Fivewatt","[esner]","[yawns]","[yawns]","Ouaaah...","Ouaaah..."," ","[sbadiglia]","Uaaah...","(Bostezo)","ふわ～っ。"
"Fivewatt_op_voice02_Fivewatt","9-Volt az sonra evde olur!\nAkşam yemeğine başlasam iyi olur.","9-Volt is home soon!\nI'd better start on dinner.","9-Volt is home soon!\nI'd better start on dinner.","Oh ! 9-Volt va bientôt\nrentrer à la maison !","Oh! 9-Volt va bientôt\nrentrer à la maison!","Huch! Der Kleine müsste jeden\nAugenblick nach Hause\nkommen.","Oh? 9-Volt dovrebbe tornare\na momenti...","¿No habrán acabado ya\nlas clases?","¿Ah? ¡Mira la hora, 9-Volt\ndebe estar por llegar!","そろそろ こどもたちが\nかえってくる <MSBT:0000:0000:0400060058304B309330>時間だわ。"
"Fivewatt_op_voice03_Macho","Alışverişçiler!\nParlama vakti!","Hey, shoppers! It's time to...\nsparkle.","Hey, shoppers! It's time to...\nsparkle.","Bienvenue dans\nDiamantville Téléachat !","Bienvenue dans\nDiamantville Téléachat!","Hier ist der\nDiamant-City-Shopping-Kanal!\n","Televendite\nCittà Diamante!","¡Telecompras\nDiamante!","¡Telecompras\nDiamanteee!","ダイヤモンド！\nショッピングターイム！"
"Fivewatt_op_voice04_Fivewatt","Yok, aslında bu güzelmiş.","Or not—this looks good.","Or not—this looks good.","Tiens, c'est une nouvelle\némission ?","Tiens, c'est une nouvelle\némission?","Also, die Sendung muss aber\nneu sein.","Cos'è, un nuovo programma?","¿Otro programa de estos?...","¿Qué es, un nuevo programa?","あたらしい ばんぐみかしら。"
"Fivewatt_op_voice05_Macho","Gör. Beğen. Satın al. Sahip ol.\nSev. Ve karşınızda... alev alev YENİ\nbir kızartma tavası!","See it. Like it. Buy it. Own it.\nLove it. And IT is...a HOT new\nfrying pan!","See it. Like it. Buy it. Own it.\nLove it. And IT is...a HOT new\nfrying pan!","Aujourd'hui nous avons un\narticle incroyable : une\npoêle à frire révolutionnaire !","Aujourd'hui nous avons un\narticle incroyable : une\npoêle à frire révolutionnaire!","Das folgende Produkt wird\nSie komplett umhauen!\nEine Hightech-Bratpfanne!!","Oggi abbiamo in offerta solo\nper voi... un nuovo modello di\npadella!","Hoy presentamos algo\nalucinante... ¡una sartén\núltimo modelo!","Señoras y señores, hoy\ntenemos para ustedes\n¡este maravilloso sartén!","きょう ごしょうかいする\nクールな アイテムは コレ！\nさいしんがたの フライパン！！"
"Fivewatt_op_voice06_Fivewatt","Tava mı?","Frying pan?","Frying pan?","Une poêle ?","Une poêle?","Bratpfanne...?","Una padella?","¿Qué tiene de especial?","¿Un sartén?","フライパン？"
"Fivewatt_op_voice07_Macho","Sert-mert kaplaması ve\nserpiştirme pırıltıları var!","It's tuff-nuff coated with\nsprinkle-sprankles!","It's tuff-nuff coated with\nsprinkle-sprankles!","Entièrement faite en\ncristal chatoyant !","Entièrement faite en\ncristal chatoyant!","Sie besticht durch edle\nGlitzerdetails!","Creata con il metallo più\nduro!","¡Está hecha de cristal!","¡Su brillo brillante brilla\nbrillosamente!","ほんたいは\nクリスタルで キラキラ！"
"Fivewatt_op_voice08_Fivewatt","Neee—?","Whaa—?","Whaa—?","Ouaaah.","Wouaaah.","Oh...!","Ohooo!","¡Caray!","¡Guau!","まあ…！"
"Fivewatt_op_voice09_Macho","Rüya gibi ısıtır! Sırt\nağrısını hafifletir! Çocuklarınızı\nçok zeki yapar! Hatta sizi bile\nmilyoner eder!","Heats like a dream! Eases\nback pain! Makes your kids\nsuper smart! And you,\na millionaire!","Heats like a dream! Eases\nback pain! Makes your kids\nsuper smart! And you,\na millionaire!","Elle résiste au feu, soulage\nla douleur, améliore les notes\ndes enfants et fait gagner\nau loto !","Elle résiste au feu, soulage\nla douleur, améliore les notes\ndes enfants et fait gagner\nau loto!","Hitzebeständig, gegen Nacken-\nschmerzen, gibt den Kindern\nNachhilfe und verhilft Ihnen\ngarantiert zum Lottogewinn!","Ottima per friggere, per il mal\ndi schiena, per i voti dei\nvostri figli e per vincere al\nlotto!","Lo resiste todo, alivia el\nlumbago, convierte en genios a\nlos niños y ¡le hará millonario!","¡Se calienta al instante, alivia\nlos dolores de espalda,\nmejora las calificaciones y\nmultiplica su fortuna!","ねつを よくとおし、\nかたこりも とれ、\nこどもの せいせきが あがるうえに\nたからくじも あたる！"
