"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"insert_telop01","Wario'nun Evi","Wario's House","Wario's House","Chez Wario","Chez Wario","Warios Haus","Casa di Wario","Casa de Wario","Casa de Wario","ワリオの いえ"
"insert_voice01_Wario","Hadi şu işi başlatalım.","Let's get this show on the road.","Let's get this show on the road.","Et c'est parti !","Et c'est parti!","Platz da, ich komme!","Eh eh eh! È l'ora di scendere\nin campo!","¡Venga, al lío!","¡Llegó el momento!","んあー\nほんじゃ そろそろ いくかー！"
"insert_voice02_Wario","...\n...\n...\nTam yerine oturdu.","...\n...\n...\nNailed it.","...\n...\n...\nNailed it."," "," "," ","Gah ah ah ah!","¡Hualaaa!\n¡Tachán!","(Risa)\n(Grito)\nEn el blanco.","ガハハーッ！\nあそーれ！\nだっははーい！"
"insert_telop02","Diamond City Stadyumu","Diamond City Stadium","Diamond City Stadium","Stade de Diamantville","Stade de Diamantville","Diamantstadion","Stadio Diamante","Estadio Diamante","Estadio Diamante","ゲームたいかい かいじょう"
"insert_voice03_Wario","Dinleyin! Siz oradakiler!\nGELMİŞ GEÇMİŞ\nEN...LÜKS... turnuvaya\nhazır mısınız?","Listen up! Hey!\nHey, you people ready for\nTHE...MOST...DE-LUXE\ntournament ever?","Listen up! Hey!\nHey, you people ready for\nTHE...MOST...DE-LUXE\ntournament ever?","Bienvenue ! Le tournoi va\nbientôt pouvoir commencer.\nOoouvrez bien vos mirettes !","Bienvenue! Le tournoi va\nbientôt pouvoir commencer.\nOoouvrez bien vos mirettes!","Danke, vielen Dank!\nEs ist an der Zeit, unser\nDE-LUXE-Turnier zu beginnen!","Grazie, signore e signori per\nessere qui al torneo DELUXE\nideato da una mente geniale!","¡Muy buenas! ¡En breve\ndará comienzo un torneo\nde padre y muy señor mío!","¡Atención! Les traigo el mejor\ntorneo que verán... EEEN sus\nfeas vidas.","これより、\nだいてんさい ワリオさまによる\nデラックスな ゲームたいかい…"
"insert_voice04_Wario","Wario Bowl oyunları başlasın!","Let the Wario Bowl games begin!","Let the Wario Bowl games begin!","Je déclare la Wario Cup\nouverte !","Je déclare la Wario Cup\nouverte!","Lasset die Spiele um den\nWario-Pott beginnen!","Che la Coppa Wario abbia\ninizio!","Se llamará... ¡""Trono Wario""!","¡Que comience el Trono\nWario!","『メイド イン ワリオ カップ』を\nかいさいする！"
"insert_telop03","Wario Bowl","Wario Bowl","Wario Bowl","Wario Cup","Wario Cup","Wario-Pott","Coppa Wario","Trono Wario","Trono Wario","メイド イン ワリオ カップ"
"insert_voice05_Wario","Baksana!","Hey!","Hey!","Hein ?","Hein?","Hallo?","Mh? Non si sente?","Esto... ¿me escucháis o no?","¿Eh? ¿Está encendido?","…あれ？？　きこえなかった？"
"insert_voice06_Wario","Beni duyuyor musunuz?\nHEMEN ALKIŞLAMAYA BAŞLAYIN!","You guys hear me?\nSTART CHEERING NOW!","You guys hear me?\nSTART CHEERING NOW!","Y marche ce micro ?\nJE DÉCLARE LA WARIO\nCUP OUVERTE !","Y marche ce micro?\nJE DÉCLARE LA WARIO\nCUP OUVERTE!","Hört ihr schlecht?\nLasset die Wario-Pott-Spiele...\nBEGINNEN!","Che la Coppa Wario... abbia\nINIZIOOO!","Que dé comienzo...\n¡el Trono Wario!","¡Que comience el\nTrono Wario!","『メイド イン ワリオ カップ』を\nかいさいするーッ！！"
"insert_voice07_Lulu","Wario!","Wario!","Wario!","Wario !","Wario!","Wario!","Wario!","¡Wario!","¡Wariooo!","ワリオー！"
"insert_voice08_Lulu","WARIO!","WARIO!","WARIO!","Wario !","Wario!","WAAARIIIOOO!","Wario!","¡Wario!","¡WARIOOO!","ワリオーーッ！！"
"insert_telop04","Gizemli Kız","Mysterious Girl","Mysterious Girl","Fille mystérieuse","Fille mystérieuse","Mysteriöses Mädchen","Bambina misteriosa","Niña misteriosa","Niña misteriosa","ナゾの しょうじょ"
"insert_voice09_Wario","Ha? Sen de kimsin?","Huh? Who are you?","Huh? Who are you?","Hein ? T'es qui toi ?","Hein? T'es qui toi?","Hö? Wer bist du denn?","Eh? E tu chi sei?","¿Y tú quién eres?","¿Eh? ¿Y tú qué?","ん？　なんだ オマエ？"
"insert_voice10_Lulu","Seni yakalayacağım!","I'm gonna get you!","I'm gonna get you!","On a un compte à régler !","On a un compte à régler!","Ich muss 'n Hühnchen mit\ndir rupfen!","Noi due dobbiamo parlare!","¡Menudo morro tienes!","¡Vine a saldar cuentas!","あんたに\nようが あるのよ！"
"insert_voice11_Wario","Hı hı?","Mmm-hmm?","Mmm-hmm?","Hmm hmm ?","Hmm hmm?","Mmmm-ja...?","Mmh mmh?","Mmm...","Mmm...","ふふん…"
