"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"ultra01_op_telop01","Joe Kulübü","Club Joe","Club Joe","Club Joe","Club Joe","Joes Disco","Discoteca di Joe","Disco Joe","Disco Joe","クラブ ジョー"
"ultra01_op_voice01_Joe","Sanırım bu gece erkenden kapatacağım.","Guess I'll close up early tonight.","Guess I'll close up early tonight.","Toujours aucun client,\nautant fermer.","Toujours aucun client,\nautant fermer.","Nix los heut, ich mach lieber\nbald dicht.","Oooh... Anche stanotte,\nnessun cliente.","Hoy tampoco viene nadie...","Qué inauguración tan triste.","はぁ…　きょうも\nおきゃくさんが きませんねえ…"
"ultra01_op_voice02_Jimmy","Joe, dostum!","Yo, Joe!","Yo, Joe!","Hey, Joe !","Hey, Joe!","Hey, Joe!","Ehi, Joe!","¡Eh, chato!","¡Ey, Joe!","<MSBT:0000:0000:06000400D830A430>HEY <MSBT:0000:0000:04000400E830FC30>YO！"
"ultra01_op_voice03_Jimmy","Hadi burayı coşturalım.","Let's get this place bumpin'.","Let's get this place bumpin'.","Tu es encore ouvert, baby ?","Tu es encore ouvert, baby?","Yo, yo, haste noch auf, Bruder?","È ancora aperto, amico?","Deja la diversión en nuestras\nmanos.","Prendamos fuego a la pista.","オレたちに まかせてくれ。"
"ultra01_op_voice04_Mona","Bende!\nKulübünü hemen doldururuz.","I'm on it!\nWe'll pack your club in no time.","I'm on it!\nWe'll pack your club in no time.","Y a intérêt. Parce qu'on\nva ramener du monde.","Y'a intérêt. Parce qu'on\nva ramener du monde.","Hoffentlich! Denn wir über-\nnehmen jetzt das Kommando!","Io lo spero! Perché\nfaremo il tutto esaurito!","¡Ya ves! ¡He traído a\nunas amigas!","¡Mira! Invité a unos amigos.","<MSBT:0000:0000:04000A0066309330613087304630>店長、おともだちを\nつれてきたよーっ！"
"ultra01_op_voice06_Kat","Yanımızda bir sürü\nyemek getirdik!","We brought a bunch\nof food with us!","We brought a bunch\nof food with us!","Déjà, on a apporté de quoi\nmanger.","Déjà, on a apporté de quoi\nmanger.","Wir haben ein paar Häppchen\nmitgebracht.","Abbiamo un sacco\ndi roba da mangiare.","¡Y nosotras, comida bien rica!","¡Trajimos un montón de\ncosas para comer!","あたしたちは、\nごちそうを もってきたよ！"
"ultra01_op_voice07_Ana","Aman tanrım! Umarım\nkoktuğu kadar lezzetlidir...","Oh my goodness! I hope it\ntastes as good as it smells...","Oh my goodness! I hope it\ntastes as good as it smells...","Renifle-moi ça. L'odeur\ndevrait mettre l'eau à la\nbouche de tout le quartier !","Renifle-moi ça. L'odeur\ndevrait mettre l'eau à la\nbouche de tout le quartier!","Wie die duften! Damit kriegen\nwir die Bude ratzfatz voll!","Senti che odorino! La gente\nnon riuscirà a resistere!","¡Así vendrán muchos clientes\na llenarse la pancita!","Hay de todo. ¡Nadie le\ndice que no a la comida\ngratis!","おいしいごはんが あれば、\nおきゃくさんも いっぱい\nくるわよね！"
"ultra01_op_voice09_Cricket","Sanırım sıra bana geldi.","I believe that's my cue.","I believe that's my cue.","Il y a de la place pour\ns'entraîner.","Il y a de la place pour\ns'entraîner.","So viel Platz zum Trainieren!","Io sfoggerò le mie\nmosse migliori! Uaaa-taaa!","¿Ahora nos entrenamos\naquí?","Bailar es entrenar.","こんどは ここで<MSBT:0000:0000:04000A00573085304E3087304630>修行か…\nせいっ！　はっ！！"
"ultra01_op_voice11_Crygor","Ah! Benim de harika\nhareketlerim var.","Oh! I have some hot\nmoves of my own.","Oh! I have some hot\nmoves of my own.","Bien. Il est temps pour moi\nde chauffer la piste.","Bien. Il est temps pour moi\nde chauffer la piste.","Obacht! Denn ich werde jetzt\ndas Tanzbein schwingen.","Io invece i miei fantastici\npassi di danza!","¡Vaya! ¿Y si bailo para atraer\na la clientela?","¡Sí! A mí también me gusta\nmenear el cuerpo.","どれ、わたしは ダンスで\nきゃくを あつめようか。"
"ultra01_op_voice12_Crygor","Sadece izle...ve öğren.\nÇok hoş!","Just watch...and learn.\nSo nice!","Just watch...and learn.\nSo nice!","Voyons voir... Hop, hop...\nHop ! Hop.","Voyons voir... Hop, hop...\nHop! Hop.","Eins, zwei... Chacha... cha! Ha!","Muovi i fianchi, sì, sì!\nProprio così!","Hay que mover las posaderas...\n¡tal que así!","¡Meneo por acá, meneo\npara allá, cha cha!","こしの うごきは\nクネクネして…クネッ、だ！"
