"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"KatAna_op_telop01","Diamond City Kalesi","Diamond City Castle","Diamond City Castle","Château de Diamantville","Château de Diamantville","Schloss Diamant City","Castello di Città Diamante","Castillo de Ciudad Diamante","Castillo de Ciudad Diamante","ダイヤモンドじょう"
"KatAna_op_voice01_Kat","Başardık!\nŞimdi bu ninja sınavını ezeceğiz.","We made it!\nTime to crush this ninja test.","We made it!\nTime to crush this ninja test.","Prête à passer cet exam\nde ninja ?","Prête à passer cet exam\nde ninja?","Hier legen wir also die\nNinja-Prüfung ab.","È qui che si tiene l'esame di\nninjologia.","Así que la prueba para\nninjas es aquí, ¿eh?","Aquí es donde imparten la\nprueba para ninjas.","ここが、\nニンジャしけんの かいじょうか。"
"KatAna_op_voice02_Ana","Sadece birkaç saat içinde,\ngerçek bir ninja acemi\nbelgesi alabiliriz!","In just a few hours,\nwe could be holding real-life\nninja learner's permits!","In just a few hours,\nwe could be holding real-life\nninja learner's permits!","Oh là là, Kat... Si on le\nréussit, on sera bientôt\ndes ninjas diplômées !","Oh là là, Kat... Si on le\nréussit, on sera bientôt\ndes ninjas diplômées!","Ich bin so aufgeregt. Wenn wir\nbestehen, sind wir amtlich\ngeprüfte Ninjas!","Non vedo l'ora! Se passiamo\nl'esame, saremo tutte e due\nninja ufficiali!","Si la aprobamos, estaremos\na un paso de convertirnos\nen profesionales.","Si logramos pasarla, ¡nos\ndarán nuestros certificados\nde ninja!","これに ごうかくしたら…\nいちにんまえに ちかづけるのね。"
"KatAna_op_voice03_Kat","Kaderimiz, şuradaki\nninjanın ellerinde.","Our fates rest in the hands of\nthat ninja over there.","Our fates rest in the hands of\nthat ninja over there.","Je vais aller nous inscrire\nauprès de cette ninja, là !","Je vais aller nous inscrire\nauprès de cette ninja, là!","Ich glaub, wir müssen uns bei\ndem Ninja da drüben anmelden.","Forse dobbiamo andare da\nquella ninja lì per iscriverci.","Vamos a preguntar a la ninja\nde la recepción.","Vamos a registrarnos con la\nninja de la entrada.","ひろばにいる ニンジャから、\nしけんの ないようを きくよ。"
"KatAna_op_voice04_Oldwoman","[usulca horlar] ","[gentle snoring] ","[gentle snoring] ","Ron... ron...","Ron... ron..."," ","Ronf... ronf...","Rrrrr...","Rrrrr...","ぐー、ぐー。"
"KatAna_op_voice05_Ana","Şey, Kat. Onun ninja olduğuna emin misin?","Uh, Kat. Are you sure she's a ninja?","Uh, Kat. Are you sure she's a ninja?","Euh, t'es sûre que\nc'est une ninja ?","Euh, t'es sûre que\nc'est une ninja?","Sicher, dass die ein Ninja\nist, Kat?","Ma quella mica è una ninja?","Esta no puede ser ninja...","No creo que sea una ninja.","あれは ちがうわよね…。"
"KatAna_op_voice06_Kat","Gerçek bir ninja gibi görünmüyor olabilir...","She may not look like a TRUE ninja...","She may not look like a TRUE ninja...","Elle a peut-être l'air\nde rien comme ça...","Elle a peut-être l'air\nde rien comme ça...","Die sieht vielleicht nicht\naus wie ein Ninja...","Mai fermarsi alle apparenze!","No te dejes engañar.","Las apariencias engañan.","みためで はんだんしちゃ ダメ。"
"KatAna_op_voice07_Kat","ama gerçek ninjalar asla yapmaz.","but true ninjas never do.","but true ninjas never do.","... mais je sens son pouvoir.","... mais je sens son pouvoir.","...doch ich spüre ihre Kraft.","In lei avverto una forza\ninaudita!","¡Mira! Está bien alerta.","¡Mira! Está bien alerta.","みて。まるで すきがない。"
"KatAna_op_voice08_Ana","Vay canına!","Wow!","Wow!","Vraiment ?!","Vraiment?!","Eeecht?","Che paura!","¡Qué miedito!","¡Tienes razón!","あたし…こわい！"
"KatAna_op_voice09_Kat","Hemen dönerim!","Be right back!","Be right back!","J'y vais !","J'y vais!","Los geht's!","Torno subito!","Ahora vuelvo.","Voy para allá.","ちょっと いってくる。"
