"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Jimmy_op_telop01","Safir Sokağı","Sapphire Street","Sapphire Street","Rue Saphir","Rue Saphir","Saphir-Boulevard","Via Zaffiro","Calle Zafiro","Calle Zafiro","サファイアストリート"
"Jimmy_op_voice01_Woman1","Şurada. Gördün mü?","Over there. See?","Over there. See?","Oh regarde, là !","Oh regarde, là!","Da, guck mal! Schau!","Guarda, guarda, oh!","¡Uy, mira, mira!","¡Uy, mira, mira!","ねえ、みて アレ。"
"Jimmy_op_voice02_Jimmy","Hı?","Hm?","Hm?","Hmm ?","Hmm?","Hm?","Mh?","¿Mmm?","¿Mmm?","ん？"
"Jimmy_op_voice03_Woman1","İnanamıyorum.","I can't believe it.","I can't believe it.","Il est trop mignon !","Il est trop mignon!","Was für ein Anblick!","Ma com'è carino!","¡Qué monada!","¡No lo puedo creer!","とっても クールじゃない？"
"Jimmy_op_voice04_Woman2","Evet! O çok tatlı!","Yeah! He's so cute!","Yeah! He's so cute!","Aaah, il est trop cool !","Aaah, il est trop cool!","Jaaa! Ist der cool.","Sì! Hai ragione!","¡Además de verdad!","¡Qué suerte tenemos!","わあ、ステキ…！"
"Jimmy_op_voice05_Jimmy","Hah.","Heh.","Heh.","Hmm !","Hmm!","Höhö.","Mmm!","Je, je...","Je, je.","フフ…。"
"Jimmy_op_voice06_Woman1","Onunla tanışmak istiyorum.","I wanna meet him.","I wanna meet him.","Allez, demande-lui !","Allez, demande-lui!","Komm schon! Frag ihn...","Dai, chiediglielo...","Venga, pregúntale.","Anda, pregúntale...","ちょっと、たのんできてよ。"
"Jimmy_op_voice07_Woman2","Dur... Gerçekten mi?","Wait... Really?","Wait... Really?","Euh... j'ose pas...","Euh... j'ose pas...","Nee... Lieber nicht...","Oh... ma io...","Ay, no sé...","No, ¡mejor tú!","えっ、でもぉ…。"
"Jimmy_op_voice08_Jimmy","Çav, bayanlar.","Ciao, ladies.","Ciao, ladies.","Hey, les filles.","Hey, les filles.","Hey, Ladys.","Ehilà, fanciulle.","Qué tal, chatas.","Hola, chicas.","キミたち。"
"Jimmy_op_voice09_Woman1","Selam!","Hi!","Hi!","Ah...","Ah...","Äh...","Oh!","¡Oh!","¡Hola!","あ…。"
