"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"ultra02_op_telop01","Peridot Kamp Alanı","Peridot Campgrounds","Peridot Campgrounds","Camping Péridot","Camping Péridot","Peridot-Campingplatz","Campeggio Peridoto","Campamento Peridoto","Campamento Peridoto","ペリドット キャンプじょう"
"ultra02_op_voice01_Fivewatt","Mangal kızdı! Hadi pişirelim!","Grills are hot! Let's get cooking!","Grills are hot! Let's get cooking!","Les barbecues sont allumés !","Les barbecues sont allumés!","Die Steaks wären schon\nmal gar!","Ehi, le griglie sono\ncalde!","¡Ya he encendido la barbacoa!","¡Las parrillas ya están listas!","バーベキュー はじめるわよー！"
"ultra02_op_voice02_Ninevolt","Harika! Herkes\nne getirdi?","Awesome! What did everyone\nbring?","Awesome! What did everyone\nbring?","Super ! Amenez la bouffe,\ntout le monde !","Super! Amenez la bouffe,\ntout le monde!","Super! Wir haben Hunger\nmitgebracht!","Fantastico! Avete portato\nda mangiare?","Vale, ¿habéis traído\nlos ingredientes?","¡Genial! ¿Trajeron la comida?","みんな、ざいりょうは\nもってきた？"
"ultra02_op_voice03_Ninevolt","[açlıktan gelen heyecan]  ","[hunger-fueled excitement]  ","[hunger-fueled excitement]  ","Ouais !","Ouais!"," ","Sììì!","¡Sí!","¡Sí!","うえーい！"
"ultra02_op_voice03_2_Eighteenvolt","[açlıktan gelen heyecan]  ","[hunger-fueled excitement]  ","[hunger-fueled excitement]  ","Ouais !","Ouais!"," ","Sììì!","¡Sí!","¡Sí!","うえーい！"
"ultra02_op_voice03_3_Dribble","[açlıktan gelen heyecan]  ","[hunger-fueled excitement]  ","[hunger-fueled excitement]  ","Ouais !","Ouais!"," ","Sììì!","¡Sí!","¡Sí!","うえーい！"
"ultra02_op_voice03_4_Spitz","[açlıktan gelen heyecan]  ","[hunger-fueled excitement]  ","[hunger-fueled excitement]  ","Ouais !","Ouais!"," ","Sììì!","¡Sí!","¡Sí!","うえーい！"
"ultra02_op_voice03_5_Orbulon","[açlıktan gelen heyecan]  ","[hunger-fueled excitement]  ","[hunger-fueled excitement]  ","Ouais !","Ouais!"," ","Sììì!","¡Sí!","¡Sí!","うえーい！"
"ultra02_op_voice03_6_Red","[açlıktan gelen heyecan]  ","[hunger-fueled excitement]  ","[hunger-fueled excitement]  ","Ouais !","Ouais!"," ","Sììì!","¡Sí!","¡Sí!","うえーい！"
"ultra02_op_voice04_Ninevolt","Sosisli var!","We've got hot dogs!","We've got hot dogs!","On a des saucisses !","On a des saucisses!","Hot Dogs ham wir auch!","Io ho i salsicciotti!","¡Yo tengo salchichas!","¡Trajimos salchichas!","ぼくは ウインナー！"
"ultra02_op_voice05_Eighteenvolt","Hem de sebzeler!","And veggies!","And veggies!","Et des légumes !","Et des légumes!","Und Gemüse!","Io le verdure fresche!","¡Pues yo, verduras!","¡Y verduras!","オレっちは ヤサイばい！"
"ultra02_op_voice06_Spitz","Spitz klasiğini getirdim—\ntavuk!","I brought the Spitz classic—\nchicken!","I brought the Spitz classic—\nchicken!","Moi j'ai apporté des cuisses\nde poulet !","Moi j'ai apporté des cuisses\nde poulet!","Ich hab Hühnchen mitgebracht.","Io ho portato due coscette\ndi pollo!","Yo, mi plato favorito: ¡pollo!","Yo traje pollo, ¡mi favorito!","わしは だいこうぶつの\nトリにくやー！"
"ultra02_op_voice07_Dribble","Kamp tatlısı için malzeme getirdim.","I got stuff for s'mores.","I got stuff for s'mores.","Et moi des guimauves !","Et moi, des guimauves!","Marshmallows gibt's auch.","E io le toffolette!","Yo, malvaviscos.","Y yo traje el postre.","わては マシュマロでっせ。"
"ultra02_op_voice08_Orbulon","Karoten kütükleri getirdim.","I have brought carotene logs.","I have brought carotene logs.","J'ai des carottes cosmiques.","J'ai des carottes cosmiques.","Für mich die Mars-Karotten,\nbitte!","Io ho le carote spaziali!","¡Y yo, zanahorias galácticas!","¡Traigo zanahorias galácticas!","ワタシは\nウチューにんぢん デス！"
"ultra02_op_voice09_Red","Bir de taze istiridyeye yer bırak.","And save room for fresh oysters.","And save room for fresh oysters.","Et des huîtres\nd'outre-monde...","Et des huîtres\nd'outre-monde...","Unterwelt-Austern gefällig?","Io le ostriche dell'altro\nmondo!","¡Yo, ostras espectrales!","¡Y ostras espectrales!","オレは\nまかいシーフードや！"
"ultra02_op_voice10_Red","Patlayan türden!","The exploding kind!","The exploding kind!","... le genre qui explose !","... le genre qui explose!","Höllisch-pikant gewürzt!","Quelle che esplodono!","Explotan al cocinarlas.","¡De esas que explotan!","やいたら バクハツするけどな。"
"ultra02_op_voice11_Orbulon","Karoten kütükleri radyoaktiftir.","Carotene logs are radioactive.","Carotene logs are radioactive.","Mes carottes s'évaporent,\nsi on les cuit.","Mes carottes s'évaporent,\nsi on les cuit.","Mars-Karotten verdunsten\nbeim Dünsten.","Invece le mie carote\nevaporano.","Mis zanahorias se evaporan\nsi las asas.","Mis zanahorias son\nradiactivas.","コッチモ、\nやイたらジョウハツしマス。"
"ultra02_op_voice12_Ninevolt","Ee...","Uh...","Uh...","Hein ?!","Hein?!","Ääääh...","Uuuh!","¿¡EH!?","Ayyy...","ええー！"
