"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Eighteenvolt_op_telop01","Zümrüt Sokağı","Emerald Street","Emerald Street","Rue Émeraude","Rue Émeraude","Smaragdstraße","Via Smeraldo","Calle Esmeralda","Calle Esmeralda","エメラルドストリート"
"Eighteenvolt_op_voice01_Eighteenvolt","Evet! Yaza bir gün daha yaklaştık!","Yes! One day closer to summer!","Yes! One day closer to summer!","Ah, un jour de moins à\npatienter avant l'été !","Ah, un jour de moins à\npatienter avant l'été!","Bald ist Sommer, man kann's\nschon riechen.","Manca un giorno di scuola\nalle vacanze!","¡Me lo he pasado\npipa en el cole!","¡Ya falta menos para el\nverano!","きょうも がっこう\nたのしかったばーい。"
"Eighteenvolt_op_voice02_Boy","Niye aldılar ki...\nBütün oyunlarımı.","Why'd she hafta take 'em...\nAll of my games.","Why'd she hafta take 'em...\nAll of my games.","Pourquoi elle me l'a prise ?\nMa console...","Pourquoi elle me l'a prise?\nMa console...","Warum hat sie sie weggenom-\nmen... Meine Konsole...","Sniff, la mia console...\nme l'hanno rubata...","Me han robado... la consola.","Mi consola favorita...\n¡me la robó!","ぐすっ…\nぼくの<MSBT:0000:0000:06001000B930EA30FC30C730A330FC30A830B930>3DS…とられちゃった…。"
"Eighteenvolt_op_voice03_Eighteenvolt","Ne? Oyunlarını kim aldı?","What? Who took your games?","What? Who took your games?","Oh !\nIl y a un problème ?","Oh!\nIl y a un problème?","Waaas?\nDas geht ja gar nich'.","Cosa?! E chi è stato?!","¿¡Qué!? ¿Quién ha sido?","¿Eh? ¿Quién te la robó?","ウホッ！？\nいったい だれに…"
"Eighteenvolt_op_voice04_Eighteenvolt","O da kim?!","Who's that?!","Who's that?!","T'es qui toi ?","T'es qui toi?","Wer bist 'n du?","E tu chi sei?","¡Arrea!","¿Eh?","あんたは？"
"Eighteenvolt_op_telop02","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","13-Amp","サーティーンアンプ"
"Eighteenvolt_op_voice05_Thirteenamp","Ben 13-Amp'im—\nrap fenomeni.","I go by 13-Amp—\nrapping phenomenon.","I go by 13-Amp—\nrapping phenomenon.","On m'appelle 13-Amp,\nétoile montante du rap.","On m'appelle 13-Amp,\nétoile montante du rap.","Ich bin 13-Amp.\nStern am Rap-Himmel.","Sono 13-Amp, la regina\ndel rap!","¡Soy 13-Amp!\nLa rapera vacilona.","Me llamo 13-Amp.\nY la consola ya es mía.","オレはサーティーンアンプ！\nスゴウデの ラッパーだ。"
"Eighteenvolt_op_voice06_Thirteenamp","Adımı hiç duymadın mı?\nŞaşırdım doğrusu.\nŞöhretimi boş ver.\nOnun oyunu mu? Konuşalım.","Never heard my name?\nWell that's a shock.\nForget my fame. \nYou want his game? Let's talk.","Never heard my name?\nWell that's a shock.\nForget my fame. \nYou want his game? Let's talk.","T'as un problème ou quoi ?\nTu veux savoir qui j'suis ?\nBalance un peu ton flow,\nJe parie qu'il est pourri.","T'as un problème ou quoi?\nTu veux savoir qui j'suis?\nBalance un peu ton flow,\nJe parie qu'il est pourri.","Hast du 'n Problem mit mir,\npack ich's in 'nen Rap.\nKick die Rhymes und zeige dir:\nDu bist hier der Depp.","Yo, spilungone,\nche problema c'è?\nMe li mangio colazione\ni tipi grossi come te!","Rapeando soy la monda,\nY no tengo rival,\nMis rimas son redondas,\nLas tuyas huelen mal.","¿De verdad no me conoces?\nMis rimas son feroces.\nMe salen sin pensar\nal prender los altavoces.","オレさまの ラップは\nサイコーだぜ\nついて これない\nそいつは <MSBT:0000:0000:020002007E30>負け<MSBT:0000:0000:0200040044306C30>犬"
"Eighteenvolt_op_voice07_Thirteenamp","Bu çocuğu tanımıyorsun.\nNeden umurunda olsun ki?\nÖyle büyük bir mesele değil.\nBen onu hak ederek kazandım.","You don't know this kid.\nSo why do you care?\nIt's really no big.\nI won it fair and square.","You don't know this kid.\nSo why do you care?\nIt's really no big.\nI won it fair and square.","J'ai volé sa console, ouais,\nPour la récupérer\nEncaisse donc mes paroles,\nMes couplets acérés.","J'ai volé sa console, ouais,\nPour la récupérer\nEncaisse donc mes paroles,\nMes couplets acérés.","Ich hab die Konsole\nund willst du sie zurück,\nBattle mich mit Worten,\nich wünsch dir mal viel Glück.","Ho io il suo giochino\ne se indietro lo rivuoi,\nal rap devi battermi,\nuna gara tra di noi.","Robé yo su consola,\nYa nunca la verá,\nSalvo que me derrotes\nEn un duelo de rap.","¿Defiendes a los niños?\n¿Quieres una medalla?\nLe devuelvo la consola\nsi me ganas la batalla.","ゲームは とられて\nトーゼンじゃね？\nかえして ほしけりゃ\nバトルに かちな！"
"Eighteenvolt_op_voice08_Eighteenvolt","Eve gidiyordum.\nBu çocuğu üzgün gördüm.\nNe olduğunu merak ettim,\nsormam gerektiğini düşündüm.","I was on my way home.\nSaw this kid lookin' sad.\nWondered what was wrong,\nand I thought I should ask.","I was on my way home.\nSaw this kid lookin' sad.\nWondered what was wrong,\nand I thought I should ask.","J'ai croisé ce gamin\nJ'ai vu son désespoir.\nT'es là tu joues les dures,\nT'es la seule à y croire.","J'ai croisé ce gamin\nJ'ai vu son désespoir.\nT'es là tu joues les dures,\nT'es la seule à y croire.","Ich so auf der Straße\nhör plötzlich jemand heulen.\nWer Kinder bringt zum Flenn',\nkriegt von mir verbale Beulen!","Vado verso casa,\nvedo un bimbo disperato,\naltro che regina,\ntu l'hai proprio derubato!","Yo no quiero ningún lío,\nA quién voy a engañar,\nPero deja en paz al crío\nO te la vas a ganar.","Perdóname, amiga,\nsi me siento apenado.\nNo hay nada peor\nque un niño desconsolado.","フラッと とおった\nいつもの こうえん\nないてる<MSBT:0000:0000:020002005330>子を\nほうっておけん"
