"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"tutorial_guru_op_telop01","Çevirme Ligi Arenası","Twist League Arena","Twist League Arena","Ligue Gyro-gyro !","Ligue Gyro-gyro!","Gyro-Liga!","Lega Giratutto","Liga giro","Liga giro","ぐるぐるリーグ かいじょう"
"tutorial_guru_op_voice01_Wario","Pekâlâ, sersemler—\nbir şeyleri çevirme vakti.","All right, stooges—time to\ntwist some stuff.","All right, stooges—time to\ntwist some stuff.","Dans les jeux de cette\nligue, on joue en bougeant\nla console !","Dans les jeux de cette\nligue, on joue en bougeant\nla console!","Bei Gyro-Ligaspielen muss\nman die Konsole bewegen.","I giochi della Lega Giratutto\nsi giocano muovendo\nla console!","En esta liga tendrás que mover\nla consola.","¡Esta es la liga giro!\nAquí hay que mover\nla consola.","ぐるぐるリーグの ゲームは\nほんたいを まわして そうさだ！"
"tutorial_guru_op_voice02_Wario","Şimdi iyi bak. Bunu\nsağa sola eğeceksin.\nSağ. Sol. Sağ! SOL!","So watch this. You're going to tilt\nthis thing right and left.\nRight. Left. Right! LEFT!","So watch this. You're going to tilt\nthis thing right and left.\nRight. Left. Right! LEFT!","Regarde bien comment\nla tenir. Tu peux l'incliner\nà gauche ou à droite.\nC'est compris ?","Regarde bien comment\nla tenir. Tu peux l'incliner\nà gauche ou à droite.\nC'est compris?","Achte drauf, wie du die Konsole\nhältst, und neige sie nach links\noder nach rechts.","La puoi ruotare in senso\norario o antiorario, ma\ntienila ben salda!","Así que ojo al sostenerla. Puedes\ninclinarla a derecha e izquierda.","La vas a girar a la derecha,\nizquierda, derecha, izquierda,\nderecha, izquierda...","まわす ほうこうには\nきをつけろよ。\nこの<MSBT:0000:0000:020002005A30>図 みたいに\nさゆうに かたむけろ。"
"tutorial_guru_op_voice03_Wario","Sadece sağ ve sol! Anlaşıldı mı?","Only right and left! Got it?","Only right and left! Got it?","C'est comme si tu pilotais\nune voiture !","C'est comme si tu pilotais\nune voiture!","Stell dir vor, du lenkst ein Auto!","Alla fine è proprio come\nusare un volante!","¡Es como girar el volante\nal conducir un coche!","Solo derecha e izquierda,\n¿entendido?","ま、クルマの ハンドルみたいな\nかんじだな。"
"tutorial_guru_op_voice04_Wario","Hah, doğru ya. A Düğmesine de\nihtiyacın olacak. Üstünde A yazan düğme var ya.","Oh yeah. You'll need the A Button\ntoo. It's the one with the A on it.","Oh yeah. You'll need the A Button\ntoo. It's the one with the A on it.","Dans certains jeux, le bouton\nA pourra aussi te servir.\nAlors, fais bien attention !","Dans certains jeux, le bouton A\npourra aussi te servir.\nAlors, fais bien attention!","Der A-Knopf kann manchmal\nnützlich sein. Also sei\nwachsam!","In alcuni giochi bisogna\nanche premere il pulsante A,\nperciò mi raccomando!","A veces también tendrás\nque pulsar el botón A.\n¡Estate al loro!","Y usarás el botón A también.\nEs el que tiene una ""A"".","たまに Ａボタンも\nつかうかも しれねーから、\nきを ぬくんじゃねーぞ！"
"tutorial_guru_op_voice05_Wario","Hadi ama! Neden hâlâ\nbir şeyleri çevirmiyorsun?","Hey! Why aren't you \ntwisting stuff yet?","Hey! Why aren't you \ntwisting stuff yet?","C'est compris ? Allez vas-y,\nmais t'attends quoi ?","C'est compris? Allez, vas-y,\nmais t'attends quoi?","Fertig?\nNa, dann leg endlich los!","Capito?\nE allora, che stai\naspettando?!","¿Me he explicado bien?\n¡Pues arreando!","¿Qué esperas? ¡Ponte\na girar esa cosaaa!","わかったか？\nほんじゃ、さっそくはじめるぜ！"
"tutorial_guru_ed01_voice01_Wario","Ne?! Benim ısınma turumu mu geçtiniz?\nHem de şimdiden?\nSize fazla kolay davranıyorum.","What?! You beat my warm-up?\nAlready? I'm making this\ntoo easy for you.","What?! You beat my warm-up?\nAlready? I'm making this\ntoo easy for you.","Bon ! T'as fini l'intro de cette\nligue. C'est le moment de\ns'amuser un peu !","Bon! T'as fini l'intro de cette\nligue. C'est le moment de\ns'amuser un peu!","Das war die Gyro-Liga-\nAufwärmrunde! Zeit für\nechte Action.","Bene! Hai finito l'introduzione\nalla Lega Giratutto! Ma la vera\nsfida inizia adesso!","¡Te has pasado la ronda\npreliminar de la liga giro!\nVamos a subir el listón...","¡Superaste la ronda\npreliminar! Te lo puse\nmuy fácil, ¿verdad?","ぐるぐるリーグ、\nテハジメクリアだ！\nいいか、ホンバンは これからだぞ。"
"tutorial_guru_ed01_voice02_Wario","İşte böyle. Diamond City'deki\navanelerim sizi epey zorlayacak!","Yeah. Well. My flunkies in Diamond\nCity will put you through the wringer!","Yeah. Well. My flunkies in Diamond\nCity will put you through the wringer!","Tu vas pouvoir t'attaquer à\ntous les jeux créés par mes\namis ici, à Diamantville.","Tu vas pouvoir t'attaquer à\ntous les jeux créés par mes\namis ici, à Diamantville.","Jetzt sind Spiele von meinen\nLeuten aus Diamant City dran.","E cioè, devi battere i giochi\ncreati dai miei amici qui a\nCittà Diamante.","¡A ver si puedes con los juegos\nde mis colegas de Ciudad\nDiamante!","Vamos a ver los juegos que\nhizo la chusma de Ciudad\nDiamante.","ダイヤモンドシティにいる\nなかまたちの ゲームを\nみーんな クリアしてこい！"
"tutorial_guru_ed01_voice03_Wario","Ashley ve Red'le başlıyoruz.\nİyi şanslar!","Starting with Ashley and Red.\nGood luck!","Starting with Ashley and Red.\nGood luck!","Commence donc par les\njeux d'Ashley et Red !","Commence donc par les\njeux d'Ashley et Red!","Versuch dich an Ashleys und\nReds Spiel!","E i prossimi sono Ashley e\nRed!","¡Es el turno de Ashley y Red!","¡Ashley y Red te están\nesperando!","つぎは アシュリー＆レッドだぜ！"
"tutorial_guru_ed01_voice03_Wario_b","","  ","  "," "," ","Ab dafür!"," "," "," ","れっつらごー！"
