"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Mona_op_telop01","Joe'nun Kıyafetleri","Joe's Clothes","Joe's Clothes","Boutique de Joe","Boutique de Joe","Joes Boutique","La moda di Joe","Boutique Joe","Boutique Joe","ブティック ジョー"
"Mona_op_voice01_Mona","Hmm... Nereden başlayacağımı bilmiyorum.","Hmm... I don't know where to start.","Hmm... I don't know where to start.","Hmm... Qu'est-ce que\nje pourrais bien mettre ?","Hmm... Qu'est-ce que\nje pourrais bien mettre?","Hmm... Ich weiß nicht, wo ich\nanfangen soll.","Uhm... non so da dove\niniziare.","Mmm...\n¿Cuál me llevo?","Hmmm...\nVeamos qué puedo llevar.","うーん、どれに しようかなあ。"
"Mona_op_voice02_Joe","Mona,\nbir konuda yardıma mı ihtiyacın var?","Hey, Mona.\nYa need help with something?","Hey, Mona.\nYa need help with something?","Salut, Mona.\nQue puis-je faire pour toi ?","Salut, Mona.\nQue puis-je faire pour toi?","Hallo, Mona. Suchst du was\nBestimmtes?","Ehi, ciao Mona, dimmi, come\nposso aiutarti?","¡Hola, Mona!\n¿Buscas algo en concreto?","¡Hola, Mona!\n¿Te puedo ayudar en algo?","モナさん、きょうは\nなにを おもとめで？"
"Mona_op_telop02","Joe","Joe","Joe","Joe le gérant","Joe le gérant","Joe, Boutiquebesitzer","Joe, proprietario della\nboutique","Joe, dueño de la boutique","Joe, dueño de la boutique","<MSBT:0000:0000:04000A0066309330613087304630>店長　ジョー"
"Mona_op_voice03_Mona","Evet! Büyük partim bu gece ve...\nhâlâ bir elbisem yok!","Yes! My big party's tonight, and...\nI still don't have a dress!","Yes! My big party's tonight, and...\nI still don't have a dress!","Je suis invitée à une fête.\nMais... je sais pas comment\nm'habiller.","Je suis invitée à une fête.\nMais... je sais pas comment\nm'habiller.","Ich geh auf eine Party. Aber...\nIch weiß echt nicht, was ich\nanziehen soll.","Devo andare a una festa, ma...\nnon so proprio che cosa\nindossare.","¡Un modelito para una fiesta!\nPero no me decido.","Tengo una fiesta esta noche,\ny... no sé qué ponerme.","パーティーようの ドレス！\nでも、めちゃめちゃ\nまよっちゃって！"
"Mona_op_voice04_Joe","Şunu deneyelim—gözlerini kapat...\nsonra da hayalindeki mükemmel elbiseyi düşün.","Let's try this—close your eyes...and\nthen imagine your perfect dress.","Let's try this—close your eyes...and\nthen imagine your perfect dress.","Procédons par élimination !\nQuelle est ta couleur\npréférée ?","Procédons par élimination!\nQuelle est ta couleur\npréférée?","Dann überlegen wir mal in\nRuhe. Was wäre denn wohl\ndeine Lieblingsfarbe?","Cerchiamo di restringere il\ncampo: chiudi gli occhi e\npensa a ciò che ti piace di\npiù.","Empecemos por lo básico.\nDime un color, un estampado...","Estás en el lugar correcto.\nA ver, ¿qué color tienes\nen mente?\n","きじゅんを きめては どうです？\nスキないろ とか、モチーフとか。"
"Mona_op_voice05_Mona","Hımm...","Hmm...","Hmm...","Hmm...","Hmm...","Hmm...","Mmmh.","Ujum...","Mmm...","ふむふむ。"
"Mona_op_voice06_Joe","Harika. Hadi bana\nnasıl bir şey olduğunu anlat.","Great. Go ahead and\ndescribe it to me.","Great. Go ahead and\ndescribe it to me.","Ou sinon, parle-moi de ce\nqui te plaît.","Ou sinon, parle-moi de ce\nqui te plaît.","Oder verrate mir, was du sonst\nso gerne magst.","Bene, ora descrivimi quello\nche vedi.","A ver, ¿qué es lo que más\nte gusta?","Bueno, dime qué tipo\nde cosas te gustan más.","モナさんの スキなものって\nなんですか？"
"Mona_op_voice07_Mona","Şöyle... bir parfe gibi gösterişli.\nVe sevimli... bir pelüş gibi!","It's...extravagant, like a parfait.\nAnd cute...like a plushy!","It's...extravagant, like a parfait.\nAnd cute...like a plushy!","Eh bien... j'aime les\nsucreries... Et puis\ntout ce qui est mignon...","Eh bien... j'aime les\nsucreries... Et puis\ntout ce qui est mignon...","Na ja... Ich mag Süßes...\nund Putziges.","Vedo... una coppa gelato e\nun morbido peluche!","Pues... los dulces, las cosas\ncucas...","A ver...\nMe gustan los postres\ny los peluches.","えっと、あまいもの でしょ、\nカワイイもの でしょ。"
"Mona_op_voice08_Joe","Sanırım bundan bir şey çıkarabilirim.","I think I can work with that.","I think I can work with that.","C'est très bien, continue !","C'est très bien, continue!","Ich meinte eher in Sachen\nMode.","E poi cos'altro vedi?","Sí, muy propio de ti.","Sí, ya entiendo tu estilo.","<MSBT:0000:0000:020006004A3093306A30>女の<MSBT:0000:0000:020002005330>子らしい ですねえ。"
"Mona_op_voice09_Mona","Hem de süper havalı, tıpkı... Wario gibi!","And super cool, like...Wario!","And super cool, like...Wario!","Oh et aussi...\nJ'aime bien Wario !","Oh et aussi...\nJ'aime bien Wario!","Oh! Und natürlich Wario!","Vedo anche... Wario!","Y también... ¡Wario!","¡Oh! ¡Y también... Wario!","それから…ワリオおじさま！"
"Mona_op_voice10_Joe","Havalı mı? Wario mu?!","Cool? Wario?!","Cool? Wario?!","Wa... Wario ?!","Wa... Wario?!","Was? Wario?","EH? WARIO!?","¿¡W-Wario!?","¡¿Qué?!\n¿Wa-Wario?","ワ、ワリオーッ！？"
"Mona_op_voice11_Mona","Evet! O benim... moda ikonum!\nOna bayılıyorum! Hele o BIYIK!","Yeah! He's my...fashion icon!\nI love him! And that 'STACHE!","Yeah! He's my...fashion icon!\nI love him! And that 'STACHE!","Il est tellement mignon !\nCe gros nez... Sa moustache...\nEt... ses... joues !","Il est tellement mignon!\nCe gros nez... Sa moustache...\nEt... ses... joues!","Der ist so süß! Zum Knuddeln!\nOder Anbeißen. Ein-fach-\nsüüüß!","È così carino! Con quel\nnasetto, la pancia e quei\nbaffetti!","Sí, sí, ¡me vuelve loca!\nEsa nariz, ¡y ese bigotazo!","¡Sí, Wario! Es un ícono.\nCon ese ¡bi... go... ta... zo!","だってだって ステキじゃない？\nあのおハナと、お・ヒ・ゲ！"
"Mona_op_voice12_Joe","Bıyık mı?! Neden? Ne—?","'Stache?! Why? Wha—?","'Stache?! Why? Wha—?","Ah... Si tu le dis...","Ah... Si tu le dis...","Also, ich, ähm...","Aaah... non capisco!","¿¡Cómo dices!?","Si tú lo dices...","なんですと！？"
"Mona_op_voice13_Mona","Senin tarzını da seviyorum, Joe.\nÖzellikle o kravatı! Resmen moda diye bağırıyor!","I love your look too, Joe.\nLike that tie! It just screams fashion!","I love your look too, Joe.\nLike that tie! It just screams fashion!","Tu n'es pas mal non plus,\nJoe. Ta cravate... elle est\nsuper tendance !","Tu n'es pas mal non plus,\nJoe. Ta cravate... elle est\nsuper tendance!","Ja, du bist auch süß, Joe.\nJetzt weiß ich's: Ich mag\nSchwabbelbäckchen.","Anche tu sei carino, sai Joe?\nMi piacciono tanto le tue\nguanciotte.","No te pongas celoso, Joe.\nTambién me encantan esos\nmofletes tuyos tan rechonchos.","También me gusta el estilo\nque traes. ¡Mira esa corbata!\n¡Es tan de moda!","ジョー<MSBT:0000:0000:04000A0066309330613087304630>店長も ステキだよ。\nそのたるんだアゴ、\nとっても チャーミング！"
"Mona_op_voice14_Joe","Ne? Bunu mu diyorsun? Eski bir şey işte.","What? You mean this old thing?","What? You mean this old thing?","C'est seulement mon\nuniforme.","C'est seulement mon\nuniforme.","Sind meine so schwabbelig?","Sono davvero così grosse?","¿Te parecen rechonchos?...","¿Esta corbata vieja?","そんなに たるんでます？"
"Mona_op_voice15_Mona","Ama neyse... İşe yaradı mı?\nBana ne giymem gerektiğini söyle!","But anyhow... Did that work?\nTell me what to wear!","But anyhow... Did that work?\nTell me what to wear!","Enfin bref !\nTu me conseillerais quoi\ncomme tenue, alors ?","Enfin bref!\nTu me conseillerais quoi\ncomme tenue, alors?","Wunderschön!\nAlso sag, was soll ich denn\nnun anziehen, hm?","Ma no! Senti, che tipo di\nvestito mi consiglieresti?","Bueno, dime, ¿qué vestido\nme recomiendas?","Anda, Joe. Dime qué tipo de\nlook me quedaría bien.","<MSBT:0000:0000:04000A0066309330613087304630>店長は、<MSBT:0000:0000:020006004A3093306A30>女の<MSBT:0000:0000:020002005330>子が\nどんなドレスだと うれしい？"
"Mona_op_voice16_Joe","Şey... Yani, emin değilim, ıı...\nSanırım...","Uh... Well, I'm not sure, um...\nI think...","Uh... Well, I'm not sure, um...\nI think...","Euh... Ben... Euh... Je...\nVoyons voir...","Euh... Voyons voir...","Äh... Das ist also wirklich\nnicht einfach...","Ehm... ecco, non so...\nForse...","¿Eh?\nP-pues así, a bote pronto...","Pues...\nTe-tengo que pensarlo bien,","え！？\nそ、そそそぉ～～ですねっ！"
"Mona_op_voice17_Joe","Yani hem bir parfe gibi...\nhem de Wario gibi mi?","So, like a parfait...\nbut also like Wario?","So, like a parfait...\nbut also like Wario?","Je verrais bien quelque\nchose avec des froufrous...\ndes rubans, peut-être...","Je verrais bien quelque\nchose avec des froufrous...\ndes rubans, peut-être...","Vielleicht Rüschen oder so...\nSchleifen könnten aber\nauch...","M-M-Magari qualcosa di dolce\ne carino... ma anche strano\ncome Wario...","Supongo que uno con lazos\ny mucho encaje.","algo tierno como peluche,\ny feo como Wario...","ワ、ワタシは やっぱりその、\nリボンと フリルいっぱいで…"
