"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"ultra03_op_telop01","Diamond City Stadyumu","Diamond City Stadium","Diamond City Stadium","Stade de Diamantville","Stade de Diamantville","Diamantstadion","Stadio Diamante","Estadio Diamante","Estadio Diamante","ゲームたいかい かいじょう"
"ultra03_op_voice01_Wario","Ödülünü almaya mı\ngeldin, ha?","Here to collect \nyour reward, eh?","Here to collect \nyour reward, eh?","Grr ! T'étais pas censé\narriver jusqu'ici...","Grr! T'étais pas censé\narriver jusqu'ici...","N-n-n-nicht übel. Du hast es\nweit gebracht.","Umf, ne hai fatta di strada\nper arrivare fin qui.","Grrr...\nNo esperaba que llegaras\ntan lejos.","Mmm... Si viniste a reclamar\ntu premio,","ヌヌヌ…\nついに ここまで きてしまったか。"
"ultra03_op_voice02_Wario","Çok geç! Ödülü çoktan\nben aldım!","Too late! The prize was\nalready claimed! By ME!","Too late! The prize was\nalready claimed! By ME!","En tout cas, n'espère pas\ntoucher le gros lot !","En tout cas, n'espère pas\ntoucher le gros lot!","Aber das Preisgeld geb\nich nicht her!","Ma per te non ci sarà nessun\npremio!","¡Pero te vas a quedar\ncon un palmo de narices!","te tengo una mala noticia.","しょうきんなんて\nはらうつもり なかったのにー！"
"ultra03_op_voice03_Wario","Aynen öyle, ezikler. Hah hah!\nHiç şansınız olmadı! Evet!","That's right, you chumps. Hah hah!\nYou never stood a chance! Yeah!","That's right, you chumps. Hah hah!\nYou never stood a chance! Yeah!","Tu vas voir...\nT'es pas encore au bout\nde tes surprises !","Tu vas voir...\nT'es pas encore au bout\nde tes surprises!","Ich sag's dir...\nMein nächster Zug ändert\nalleees.","Guarda e ammira... la mia\nprossima mossa ti lascerà\ndi stucco!","Se acabó...\n¡Prepárate para el gran\njefe final!","El premio es... ¡Mío!\n¡Mío, y de nadie más!","まあいい！\nオマエは ここで ゲームオーバーだ！"
"ultra03_op_voice03_Wario_a_b_c","[genel dönüşüm sesleri]","[general transformation sounds]","[general transformation sounds]"," "," "," ",""," "," ","よっ！　んん！？\nやったーーい！！"
"ultra03_op_voice04_WarioDeluxe","Ah! Para! Güç!\nİçimde hissediyorum!\nGurulduyor!\n... Birikiyor!\nBu...bu şey, şey...\nPATLAYICI!","Oh! The money! The power!\nI feel it—inside!\nGurgling!\n...\nBuilding!\nIt's...it's, uh...EXPLOSIVE!","Oh! The money! The power!\nI feel it—inside!\nGurgling!\n...\nBuilding!\nIt's...it's, uh...EXPLOSIVE!","Ça y est, vous commencez\nà avoir la trouille ?! Tremblez\ndevant ma puissance !","Ça y est, vous commencez\nà avoir la trouille?! Tremblez\ndevant ma puissance!","Jetzt werdet ihr alle den\nKürzeren ziehen!","Gah ah ah! Pu-pupùm!\nAmmira la grandezza del\nmio potere!","¡Con este poder...\nla voy a liar bien parda!","El dinero corre por mis\nvenas... ¡Siento su poder!\n","ガハハ！\nチカラが ブリブリ\nみなぎってくるぜ！"
"ultra03_op_voice04_WarioDeluxe_a","[daha da manyakça gülüş]  ","[laughing extra maniacally]  ","[laughing extra maniacally]  "," "," "," "," "," ","(Risa malévola)","グハハハハハ…\nグハハハハハ…\nイーッヒッヒッヒ！！"
"ultra03_op_voice05_WarioDeluxe","Hadi, elinden gelenin en kötüsünü yap!\nBenim yanımda hepiniz ikinci sınıfsınız!","Now, do your worst! Next to\nme, you're all number two!","Now, do your worst! Next to\nme, you're all number two!","Alors, les minables ?\nEssayez de m'arrêter...\nsi vous l'osez !","Alors, les minables?\nEssayez de m'arrêter...\nsi vous l'osez!","Streng dich ruhig an!\nDu bist und bleibst trotzdem\nnur Nummer zwei!","Fatti sotto! Anzi... inizia a\nfartela sotto!","¡Te vas a enterar de quién\nsoy yo! ¿No te entran\napretones con solo verme?","El trono es mío...\n¡Liberé a la bestia y no\nganarás!","さあ、かかってこい！！\nオレさまの ゲームに\nかてるかな？"
"ultra03_game_voice01_WarioDeluxe","Zor gelmeye mi başladı, çocuk?\nİstersen her zaman pes edebilirsin!","Getting too tough, kid?\nYou can always give up!","Getting too tough, kid?\nYou can always give up!","Qu'est-ce qui t'arrive,\ngamine ? Enfin prête\nà abandonner ?","Qu'est-ce qui t'arrive,\ngamine? Enfin prête\nà abandonner?","Was ist denn los, Knirps?\nWillst du schon aufgeben?","Buah ah ah! Che c'è,\nschiappa? Stai per arrenderti?","¿Qué pasa? ¿Por fin\nhas decidido rendirte?","Si está muy difícil,\npuedes rendirte y huir.","ガハハ、どうした？\nこうさんしても いいんだぞ！"
"ultra03_game_voice02_Lulu","ASLA!","NEVER!","NEVER!","JAMAIIIS !","JAMAIIIS!","NIIIEMAAALS!","BASTAAA!","¡NUNCAAA!","¡ESO JAMÁÁÁS!","ちょおっと\nまったーーーーッ！！"
"ultra03_game_voice03_WarioDeluxe","","  ","  "," "," "," ","Ih ih ih! Oh!\nNo no no no no!","¡Pero qué...!","¡Ay!\nNo, no, no...","な、ななな！？"
"ultra03_game_voice04_Lulu","Yaa!","Yah!","Yah!"," "," "," ","Prendi questo!"," "," ","えいっ！"
"ultra03_game_voice05_WarioDeluxe","","  ","  "," "," ","Ah! Na-na-nein!","Gnnnh!"," ","No... no...","わわ！？"
"ultra03_game_voice06_Lulu","Eğlence bitti!\nBana ait olanı geri alıyorum!","Fun's over! I'm taking\nback what's mine!","Fun's over! I'm taking\nback what's mine!","Tu ne t'en tireras\npas comme ça !","Tu ne t'en tireras\npas comme ça!","Der Spaß ist vorbei! So\nkommst du nicht davon!","Ridammi subito quello che\nhai rubato!","¡Ha llegado tu hora, tramposo!","¡Ahora sí me vas a oír!\n","これいじょう\nヒキョーな マネは\nさせないわ！"
"ultra03_game_voice07_Lulu","Sen! Evet, sen!\nWario'yla burada ben ilgilenirim.","Hey! Hey, you!\nI'll take care of Wario here.","Hey! Hey, you!\nI'll take care of Wario here.","Hé là, toi ! T'en fais pas,\nje m'occupe de Wario.","Hé là, toi! T'en fais pas,\nje m'occupe de Wario.","He! Heda!\nMit Wario werd ich alleine\nfertig.","Ehi, dico a te! A Wario ci\npenso io, non ti preoccupare!","¡Oye, tú! Tranqui, yo me\nocupo del matón de Wario.","¡Oye, tú! Me encargaré de\neste tramposo.","そこのあんた、\nワリオは あたいが おさえてるから\nがんばって！"
"ultra03_game_voice08_Lulu","Git de şunu kazan!","You go and win this thing!","You go and win this thing!","Je te laisse gérer le reste !","Je te laisse gérer le reste!","Und der Rest ist dann\nfür dich!","Tu cerca di fare del tuo\nmeglio!","¡Tú encárgate del resto!","¡Tú encárgate de ganar!","ゼッタイ ゆうしょう\nしなさいよね！"
"ultra03_game_voice09_WarioDeluxe","Bırak!","Let go!","Let go!","Laisse-moi tranquille !","Laisse-moi tranquille!","He! Loslasseeen!","Lasciami!","¡Suelta, mocosa!","Ay, ay, ay...","ちょっ、\nはなれろってーー！"
