"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"op_voice01_Wario","[kıs kıs güler]","[snicker]","[snicker]","Ah haaa !","Ah haaa!","Huuu-iii!","Ahaaa!","¡Je, je, je!","(Risa)","ぶえっくしょい！"
"op_telop01","Lüksville","Luxeville","Luxeville","Luxeville","Luxeville","Luxeville","Luxeville","Luxeville","Luxeville","ラックスむら"
"op_voice02_Wario","[gülüyor]","[laughing]","[laughing]"," "," "," ","Ih ih ih!","¡Ji, ji, ji!","(Risa)","イーヒッヒッヒ…"
"op_voice03_Wario","Bu benim! Altın!\nAltını seviyorum!\nBu şey de epey ağırmış...","It's mine! Gold!\nI love gold!\nThis thing's heavy...","It's mine! Gold!\nI love gold!\nThis thing's heavy...","Viens dans les bras de papa,\njoli trésor ! J'ai bien fait de\nvenir !","Viens dans les bras de papa,\njoli trésor! J'ai bien fait de\nvenir!","Das kann sich sehen lassen!\nDie Reise hat sich doch\nnoch gelohnt.","Ma che bel vaso d'oro!\nAllora ne è valsa la pena\ndi venire fin quaggiù!","¡Por fin! ¡Oro del bueno!\nMe ha salido bien la\njugada con este viaje.","¡Por fin, oro del bueno\ny todo para mí! \nUy, sí que pesa.","ひさしぶりに\nおたからを ゲットしたぜ！\nたまには ぼうけんもいいな！"
"op_voice04_Wario","Ah! Beş parasız kaldım.\nEh, en azından şu altın şey var.\nEvi bayağı havalı gösterir.","Oh! I'm broke.\nAh, at least I got this gold thing.\nIt'll really spruce up my place.","Oh! I'm broke.\nAh, at least I got this gold thing.\nIt'll really spruce up my place.","Toute cette histoire m'a coûté\ncher, mais l'aventure n'a pas\nde prix !","Toute cette histoire m'a coûté\ncher, mais l'aventure n'a pas\nde prix!","Auch wenn's nicht ganz billig\nwar... Aber wen kümmert Kohle,\nwenn das Abenteuer ruft?","Mi è costato un sacco\ndi soldi, ma vuoi mettere\nil brivido dell'avventura?","Sí, me he gastado una pasta\ngansa, pero... ¿y lo bien que\nme lo he pasado?","Gasté mi última moneda en\neste viaje. ¡Pero al menos\nencontré un tesoro!","しかし けっこう\nカネつかっちまったぜ。\nまあ、また かせげばいいか！\nガハハー！"
"op_voice05_Wario","Yine mi yeni bir rekor?!\nEn iyisi benim!","Another high score?!\nI'm the best!","Another high score?!\nI'm the best!","J'ai encore gagné !\nJe suis trop fort !","J'ai encore gagné!\nJe suis trop fort!","Huch? Ist das schon der End-\ngegner?! Mann, bin ich gut!","Sììì! Questo gioco è troppo\nbello! Gah ah ah!","¿Otro récord?\n¡Soy la caña!","¡Sí, sí! Arriba, abajo.\n¡Sí, rompí otro récord!","かーっ！\nこのゲーム おもしれーなー！\nははははは！"
"op_voice06_Wario","Pizza vakti.","It's pizza time.","It's pizza time.","Bon, à la bouffe !","Bon, à la bouffe!","Boah, hab ich Kohldampf...","Però che fame...","Qué gusa me ha entrado.","Ay, tengo hambre.","ハラへったな…"
"op_voice07_Wario","Hah, doğru ya. Para yok.","Oh yeah. No money.","Oh yeah. No money.","Oh-oh, pas d'argent,\npas de casse-croûte.","Oh-oh, pas d'argent,\npas de casse-croûte.","Oha. Nix zu futtern da und\ndas Haushaltsgeld ist alle...","Daaah! Sono al verde, e\nadesso?","¡Ahí va! Si estoy sin blanca...","Ah, sí. No hay dinero.","うえー、まずい。\nカネが スッカラカンだよー。"
"op_voice08_Wario","Hızlıca biraz para yapmam lazım.\nHeh. Hem de çok hızlı.","I need to make some quick cash.\nHeh. And fast.","I need to make some quick cash.\nHeh. And fast.","Il faut que je me remplisse\nles poches en vitesse...","Il faut que je me remplisse\nles poches en vitesse...","Ich muss dringend an Moneten\nkommen... und zwar pronto.","Devo rimpinguare le casse...\ne subito!","Necesito pasta a la voz\nde ya.","Cómo podré ganar dinero\nsin trabajar...","なんかいい カネもうけの\nほうほうが あればなー。"
"op_voice09_Wario","Ha?","Huh?","Huh?","Hmm ?","Hmm?","Hööö?","Mmm?","¿Eh?"," ","…ん？"
