"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"tutorial_touch_op_telop01","Dokunma Ligi Arenası","Touch League Arena","Touch League Arena","Ligue Touche-touche !","Ligue Touche-touche!","Touch-Liga!","Lega Toccatutto","Liga táctil","Liga táctil","タッチリーグ かいじょう"
"tutorial_touch_op_voice01_Wario","Hiç bu çubuk gibi\nşeyin ne işe yaradığını merak ettin mi?","Ever wonder what this\nstick thingy is for?","Ever wonder what this\nstick thingy is for?","Les jeux de cette ligue\nse jouent au stylet.","Les jeux de cette ligue\nse jouent au stylet.","Touch-Ligaspiele spielt man\nmit dem Touchpen.","I giochi della Lega Toccatutto\nsi giocano con lo stilo.","En esta liga utilizarás\nel lápiz táctil.","¿Sabes para qué es el\npalito este?","タッチリーグの ゲームは\nタッチそうさだ！"
"tutorial_touch_op_voice02_Wario","Onunla alt ekrana dokunursun!\nDokun, dokun, dokun, dokun.","You poke the bottom screen with it! \nPoke, poke, poke, poke.","You poke the bottom screen with it! \nPoke, poke, poke, poke.","Touche l'écran tactile avec\nton stylet pour jouer !","Touche l'écran tactile avec\nton stylet pour jouer!","Berühre mit ihm den\nTouchscreen!","Tocca lo schermo inferiore\ncon lo stilo... così!","¡Toca la pantalla inferior\npara jugar!","Para tocar la pantalla\ntáctil. Así: ¡toc, toc, toc!","したがめんを タッチペンで\nタッチして あそべ！"
"tutorial_touch_op_voice03_Wario","Ya da sadece üstünde kaydır.","Or just slide it across.","Or just slide it across.","Mais parfois, il ne suffira\npas de toucher l'écran.","Mais parfois, il ne suffira\npas de toucher l'écran.","Manchmal reicht Berühren\naber nicht.","Beh, a volte un semplice\ntocco non basterà.","Aunque a veces no bastará\ncon eso.","O puedes deslizarlo también.","ゲームに よっちゃ\nタッチだけじゃなくて、"
"tutorial_touch_op_voice04_Wario","Şimdi bir şeyleri hareket ettirmeye\nve çizmeye hazırlan. Yani, çizgiler falan çizeceksin.","Now, get ready to move things and\ndraw stuff. You know, like lines.","Now, get ready to move things and\ndraw stuff. You know, like lines.","Dans certains jeux, tu devras\ntracer une ligne ou faire\nglisser un objet.","Dans certains jeux, tu devras\ntracer une ligne ou faire\nglisser un objet.","Dann musst du vielleicht eine\nLinie zeichnen oder Sachen\nverschieben oder so.","Per alcuni giochi bisogna\ndisegnare cose o spostare\ncose da lì a qui.","Quizá tengas que dibujar\no mover cosas.","Prepárate para dibujar cosas,\ncomo... líneas y así.","せんを ひいたり、\nモノを うごかしたり\nすることも あるかもなー。"
"tutorial_touch_op_voice05_Wario","Bir de o zımbırtını kaybedersen...","And if you lose your thingy...","And if you lose your thingy...","Hmm ? Comment ça t'as\npas de stylet ?!","Hmm? Comment ça t'as\npas de stylet?!","Wie bitte, du hast gar\nkeinen Touchpen?!","Eh? Non hai uno stilo?!","¿Eh? ¿Que no tienes lápiz táctil?","Y si se te perdió...","ん？　タッチペンがない\nばあいは どうするかって？"
"tutorial_touch_op_voice06_Wario","O zaman parmağını\nkullanmak zorundasın.","Well, then you're just stuck\nusing your finger.","Well, then you're just stuck\nusing your finger.","Bah t'as un doigt, non ?\nAlors utilise-le !","Bah, t'as un doigt, non?\nAlors utilise-le!","Ha! Dein Finger tut es\nnatürlich auch.","Ah! E allora usa le dita, no?","¡Pues usa un dedo\ny va que chuta!","Vas a tener que usar el dedo,\nporque no te queda de otra.","なけりゃー\nゆびで やっても いーぜ！"
"tutorial_touch_op_voice07_Wario","Bitti mi? Şunu fazla\nuzatmayalım.","We done? Let's not drag\nthis thing out.","We done? Let's not drag\nthis thing out.","Bon ! On commence à jouer\nou quoi ?","Bon! On commence à jouer\nou quoi?","Na gut!\nDann legen wir mal los!","Bene, direi che possiamo\niniziare a giocare!","Venga, ¡a jugar se ha dicho!","Ya está, ¿no? ¡Tengo cosas\nque haceeer!","わかったか？\nほんじゃ、さっそくはじめるぜ！"
"tutorial_touch_ed01_voice01_Wario","Dokunma Ligi'nin ısınma turunu geçtin!\nHeh. Tabii. Çünkü çocuk oyuncağıydı.","You beat the Touch League warm-up!\nHeh. Yeah. 'Cause it was super easy.","You beat the Touch League warm-up!\nHeh. Yeah. 'Cause it was super easy.","Ah, t'as fini l'intro de cette\nligue... Mais c'était juste\nun échauffement !","Ah, t'as fini l'intro de cette\nligue... Mais c'était juste\nun échauffement!","Das war die Touch-Liga-Auf-\nwärmrunde... Es wird\nernst, Kindchen!","Hai superato l'introduzione\nalla Lega Toccatutto...\nma quello era solo il\nriscaldamento!","¡Has superado la ronda\npreliminar de la liga táctil!\nPero no te confíes...","¡Superaste la ronda\npreliminar! Claro, porque\nera facilísima.","タッチリーグ、\nテハジメクリアだ！\nいいか、ホンバンは これからだぞ。"
"tutorial_touch_ed01_voice02_Wario","Daha zorunu mu istiyorsun? Diamond City'deki\navanelerimin yaptığı oyunları dene!","Want tough? Try the games made by\nmy flunkies in Diamond City! Yeah.","Want tough? Try the games made by\nmy flunkies in Diamond City! Yeah.","Il te reste encore à terminer\ntous les jeux préparés par\nmes amis de Diamantville.","Il te reste encore à terminer\ntous les jeux préparés par\nmes amis de Diamantville.","Jetzt sind Spiele von\nmeinen Kumpels aus\nDiamant City an der Reihe!","Devi ancora battere i giochi\ncreati dai miei amici di Città\nDiamante.","Todavía te quedan los juegos\nde mis amigotes de Ciudad\nDiamante.","Vamos a ver los juegos que\nhizo la chusma de Ciudad\nDiamante.","ダイヤモンドシティにいる\nなかまたちの ゲームを\nみーんな クリアしてこい！"
