"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"Ninevolt_op_telop01","Diamond City İlkokulu","Diamond City Elementary","Diamond City Elementary","École primaire\nde Diamantville","École primaire\nde Diamantville","Grundschule Diamant City","Scuola Diamante","Colegio Diamante","Escuela Primaria Diamante","ダイヤモンドしょうがっこう"
"Ninevolt_op_voice01_Ninevolt","Yine mi matematik dersi? Hadi ama.","Math class again? Come on.","Math class again? Come on.","Pff...\nC'est déjà le cours de math ?","Pfff...\nC'est déjà le cours de math?","Ham wir jetzt Mathe\noder was?","Uffa, adesso c'è matematica...","Ay, ahora toca mates...","Ay... Otra vez mates.","はあ。\nつぎは さんすうか…。"
"Ninevolt_op_voice02_Fronk","Pek memnun görünmüyorsun.","You look less than pleased.","You look less than pleased.","Pourquoi tu fais cette tête ?","Pourquoi tu fais cette tête?","Du siehst nicht grad\nglücklich aus.","Cos'è quella faccia?","Qué cara de acelga.","¿Te aburres, hijo?","だるそうやな。"
"Ninevolt_op_voice03_Ninevolt","Evet, çünkü matematik berbat!\nDur—bunu kim söyledi?","Yeah, 'cause math's the worst! \nWait—who said that?","Yeah, 'cause math's the worst! \nWait—who said that?","J'ai horreur des maths...\nEh ! Mais qui a dit ça ?","J'ai horreur des maths...\nEh! Mais qui a dit ça?","Ja, ich hasse Mathe!\nHalt... Wer spricht mit mir?","Odio la matematica! Eh...?\nChi ha parlato?","Pues claro, hombre... ¿Eh?\n¿Quién ha dicho eso?","Claro, esto es lo peor.\n¿Eh? ¿quién dijo eso?","だって イヤなんだもん…って、\nこの こえは。"
"Ninevolt_op_voice04_Fronk","Şey, ben.","Uh, me.","Uh, me.","C'est moi.","C'est moi.","Hier unten.","Io.","El menda.","Fui yo.","オレや。"
"Ninevolt_op_telop02","Fronk","Fronk","Fronk","Fronk, espèce inconnue","Fronk, espèce inconnue","Fronk, unbekannte Spezies","Fronk, specie sconosciuta","Fronk, criatura estrambótica","Fronk, criatura extraña","ヘンなイキモノ しゃぎぃ"
"Ninevolt_op_voice05_Ninevolt","Fronk! N-ne? N-neden?!","Fronk! Wh-what? Wh-why?!","Fronk! Wh-what? Wh-why?!","Fronk ! Qu'est-ce que... !\nComment... !","Fronk! Qu'est-ce que...!\nComment...!","Fronk! Was zum... Woher...?!","FRONK! Eddai!","¿¡F-FRONK!? ¿De qué vas?","¡FRONK! ¡¿Cómo?!\n¿Qué haces aquí?","しゃ、しゃぎぃーーーー！！\nおまえ！"
"Ninevolt_op_voice06_Ninevolt","Bunu milyon kez konuştuk.\nOkula evcil hayvan getirilmiyor.","We've been over this a million times. \nPets aren't allowed in school.","We've been over this a million times. \nPets aren't allowed in school.","Pourquoi est-ce que tu m'as\nsuivi à l'école ? Les animaux\nne sont pas autorisés !","Pourquoi est-ce que tu m'as\nsuivi à l'école? Les animaux\nne sont pas autorisés!","Warum bist du denn zur\nSchule mitgekommen? Haus-\ntiere sind hier doch verboten.","Ti ho detto che non devi\nassolutamente venire a\nscuola con me!\nÈ vietato portare animali!","¡Te dije que no vinieras\nal cole, que no nos dejan\ntraer mascotas!","No puedes venir conmigo a la\nescuela. ¡Las mascotas están\nprohibidas!","がっこうに ついてきちゃ\nダメだって いったろ！\nペットは きんしなんだってば！"
"Ninevolt_op_voice07_Fronk","Affedersin! Ben evcil hayvan değilim.\nSanki bana sahipmişsin gibi konuşma.","Excuse me! I'm no pet.\nIt's not as if you own me.","Excuse me! I'm no pet.\nIt's not as if you own me.","Les animaux ? Et alors ?\nJe ne suis pas un animal !","Les animaux? Et alors?\nJe ne suis pas un animal!","Was ein Glück, bin ja keins.\nKann also machen, was ich will.","Mica sono un animale,\nbellino! E tu non sei il mio\npadrone!","No soy una mascota, atontado.\nTú no eres mi amo.","No importa. No soy mascota.\nY tampoco eres mi amo, ¿eh?","アホか。オレは ペットちゃう。\nオマエに かわれてるつもりは\nないで。"
"Ninevolt_op_voice08_Ninevolt","Şşşt, biraz sessiz ol.","Hey, keep it down.","Hey, keep it down.","Oui mais quand même !","Oui, mais quand même!","Ja... aber trotzdem!","Ma che cosa c'entra?","¡Eso no importa!","¡Me van a regañar!","だからってー！"
