"Label","TR","EUen","USen","EUfr","USfr","EUde","EUit","EUes","USes","JPja"
"DribbleSpitz_op_telop01","Uzayın En Uç Noktası","The Farthest Edge of Space","The Farthest Edge of Space","Confins de l'espace","Confins de l'espace","Irgendwo im All","Ai confini dello spazio","Los confines del espacio","Las afueras del espacio","ウチューのハザマ"
"DribbleSpitz_op_voice01_Dribble","Ah, yine mi.","Aw, not again.","Aw, not again.","Oh là là, quelle pagaille.","Oh là là, quelle pagaille.","Das ist eine Schererei...","Guarda che baruffa!","Qué desastre...","Ay, no otra vez...","えらいこっちゃ…。"
"DribbleSpitz_op_voice02_Spitz","Uf, dışarıdaki trafik tam bir canavar,\nama asıl para kazandıranlar\nbu galaksiler arası müşteriler.","Oy, traffic out here's a beast,\nbut these intergalactic fares\nare the real moneymakers.","Oy, traffic out here's a beast,\nbut these intergalactic fares\nare the real moneymakers.","Une course, ça se refuse\npas. Mais je pensais pas\nme retrouver en plein\ncombat spatial.","Une course, ça se refuse\npas. Mais je pensais pas\nme retrouver en plein\ncombat spatial.","Ich bin ja für alles zu haben,\naber in diesen Weltraumkrieg\nzu geraten, ist nicht so dufte.","Sì, 'sta corsa ci è convenuta,\nperò passare in mezzo a una\nbattaglia spaziale mica tanto!","Menos mal que hemos dejado\nal cliente antes de meternos\nen este embolado espacial.","Este tráfico está horrible.\nPero ganamos más con\ntarifas intergalácticas.","お<MSBT:0000:0000:020006004D3083304F30>客さん おろしたんは エエけど、\nかんっぜんに うちゅうせんそうに\nまきこまれて しもた…。"
"DribbleSpitz_op_voice03_Dribble","Şey, az önce kazık yemedik mi?","Uh, didn't we just get stiffed?","Uh, didn't we just get stiffed?","Ouais...\nY a des lasers partout !","Ouais...\nY'a des lasers partout!","Stimmt! Guck dir bloß die\nLaser an!","Guarda là quanti laser!","¡Fíjate qué pedazo de láseres!","¡Mira nada más esos láseres!","めっちゃ レーザー\nとんでますなあ。"
"DribbleSpitz_op_voice04_Spitz","Yuh! Kıl payı kurtulduk!","Yikes! That was a close one!","Yikes! That was a close one!","Houlà ! C'est pas passé loin !","Houlà! C'est pas passé loin!","Autscha! Das war aber knapp!","Oh! C'è mancato poco!","¡Ay, por qué poco!","¡Ayyy! ¡Ese pasó cerca!","おわっ！！\nあぶなー…。"
"DribbleSpitz_op_voice05_Dribble","Şu budalalara bak.\nBurada araba kullandığımızı görmüyorlar mı?!","These buffoons. Can't they\nsee we're drivin' here?!","These buffoons. Can't they\nsee we're drivin' here?!","Ces imbéciles font même\npas gaffe où ils tirent !","Ces imbéciles font même\npas gaffe où ils tirent!","Die Knallerbsen können ja\nnicht mal zielen!","Oooh! Guarda dove spari!","¡Tened cuidado, gañanes!","¡¿Pero es que no se fijan,\no qué?!","こらー！\nどこ ねらっとんねん！"
"DribbleSpitz_op_voice06_Spitz","Sakin ol, Dribble!","Stay cool, Dribble!","Stay cool, Dribble!","Garde ton calme, Dribble !","Garde ton calme, Dribble!","Ruhig bleiben, Dribble!","Calmati, Dribble!","¡Calma, Dribble!","Tranquilo, Dribble.","おちつき、ドリブル！"
"DribbleSpitz_op_voice07_Dribble","A-ama Spitz, arabayı çizecekler!","B-but, Spitz—they'll scratch the car!","B-but, Spitz—they'll scratch the car!","OK mais... ils vont nous\namocher le taxi !","OK mais... ils vont nous\namocher le taxi!","Aber Spitz – die schöne\nLackierung!","Ma questi ci rigano il taxi!","¡Es que nos van a rayar\nel coche!","Pero es que... ¡nos pueden\npegar!","せやけど、クルマに キズが…！"
"DribbleSpitz_op_voice08_Spitz","Dalga mı geçiyorsun?! O bir\nuzay gemisi! Bir çizikten\nçok daha kötüsünü yapabilir.","You kiddin'?! That there's a\nspaceship! It could do way\nworse than a scratch.","You kiddin'?! That there's a\nspaceship! It could do way\nworse than a scratch.","Réfléchis. Toute une armée\nde vaisseaux... tu comptes\naller leur faire la morale ?","Réfléchis. Toute une armée\nde vaisseaux... tu comptes\naller leur faire la morale?","Überleg mal. Die haben ein\nRaumschiff. Willste dich\nwirklich mit denen anlegen?","Lascia perdere, non ti mettere\ncontro a un UFO! E se poi\nquello viene e ci attacca?","Déjalo, ¿no ves que es\nun ovni? Tú pasa, y punto\npelota.","Oye, piénsalo: es un ovni.\nSi te pones a pelear, saldrás\nperdiendo.","やめとき、あいては <MSBT:0000:0000:06000A00E630FC30D530A930FC30>UFOやで。\nテキにまわして やっかいごとに\nなったら どないするんや。"
"DribbleSpitz_op_voice09_Dribble","Sanırım.","I guess.","I guess.","T'as raison.","T'as raison.","Hast recht.","C'hai ragione.","Pues vale.","Tienes razón.","すんまへん。"
"DribbleSpitz_op_voice10_Spitz","Mesele hep sakin kalmakta,\ntıpkı müşterilerde olduğu gibi.","It's all about stayin' cool,\nlike with the customers.","It's all about stayin' cool,\nlike with the customers.","Faut juste savoir rester calme,\ncomme avec les clients.","Faut juste savoir rester calme,\ncomme avec les clients.","Immer schön entspannt blei-\nben, wie vorm Kunden auch.","Per fare 'sto lavoro, conviene\nmantenere la calma, lo sai.","Hay que ser profesional.\nComo con los clientes,\nmacho.","Somos profesionales, Dribble.\nSeamos pacientes.","すぐ カッとなったら アカン。\n<MSBT:0000:0000:020006004D3083304F30>客しょうばいと いっしょやで。"
"DribbleSpitz_op_voice11_Dribble","Ah Spitz.\nSen hep böyle soğukkanlı kalıyorsun.","Aw, Spitz. \nYou always stay so levelheaded.","Aw, Spitz. \nYou always stay so levelheaded.","Comment tu fais, Spitz, pour\nrester aussi zen ?","Comment tu fais, Spitz, pour\nrester aussi zen?","Woher nimmst du bloß\ndiese Seelenruhe?","Spitz, sei un grande. Ma\ncome fai a non esagitarti?","¡Qué bien amueblado tienes\nel coco, Spitz!","Tú siempre tan centrado,\nSpitz. Voy a calmarme.","さすが スピッツはん。\nいつも れいせいや。"
"DribbleSpitz_op_voice12_Dribble","Şuna bak, üstümüze doğru gelen\no şey de ne?","Hey, what's that thing\nheaded this way?","Hey, what's that thing\nheaded this way?","Ce truc, là... il nous arriverait\npas droit dessus ?","Ce truc, là... il nous arriverait\npas droit dessus?","Äääh – kommt das Ding\nauf uns zu?","Mah!? Ma quell'affare ci viene\naddosso?!","¿Eh?\n¡Se acerca algo!","¡Ay! Pero ¿qué es eso?","……ん！？\nまえから なんか <MSBT:0000:0000:020002004D30>来ますで！？"
"DribbleSpitz_op_voice13_Spitz","O bir lazer!\nU DÖNÜŞÜ YAP!","It's a laser!\nU-TURN!","It's a laser!\nU-TURN!","C'est un laser !\nFais demi-tour !","C'est un laser!\nFais demi-tour!","Das is 'n Laser! UMDREHN!","È un laser! Sterza, Dribble!","¡Otro láser!\n¡Gira, Dribble!","¡Un láser! ¡Esquívalo!","レーザーや！\nハンドル きりぃ！"
"DribbleSpitz_op_voice14_Dribble","Kurtulamayacağız!","We're not gonna make it!","We're not gonna make it!","On va jamais s'en sortir !","On va jamais s'en sortir!","Das wird nix mehr!","Siamo spacciati!","¡No da tiempo!","¡Viene directo!","まにあいまへん！"
"DribbleSpitz_op_voice15_Dribble","Aaa!","Aaah!","Aaah!","Haaaa !","Haaaa!"," ","AAAH!","¡Uaaah!","¡Uaaah!","おわーーーーーーーっ！！"
"DribbleSpitz_op_voice15_2_Spitz","Aaa!","Aaah!","Aaah!","Haaaa !","Haaaa!"," ","AAAH!","¡Uaaah!","¡Uaaah!","おわーーーーーーーっ！！"
"DribbleSpitz_op_voice16_Dribble","[inler]","[groans]  ","[groans]  ","Grr...","Grr..."," ","Auuuh!","Uuuf...","Uahhh...","うう…。"
"DribbleSpitz_op_voice17_Spitz","[öksürür]","[coughs]  ","[coughs]  ","Teuh... Teuh...","Teuh... Teuh..."," ","Coff, coff!"," ","¡Cofff!","ゲホゲホ…。"
"DribbleSpitz_op_voice18_Dribble","Sanırım daha kötüsü de olabilirdi.","I guess it could be worse.","I guess it could be worse.","Ils ont amoché le taxi...","Ils ont amoché le taxi...","Der Lack ist ruiniert.","Mi sa che ce l'hanno rigato.","Pa' habernos matao.","Yo creo que ese sí nos dio.","エライめ あいましたで…。"
"DribbleSpitz_op_voice19_Spitz","Tamamdır, afacanlar.","That's it, buckos.","That's it, buckos.","Trop, c'est trop...","Trop, c'est trop...","So, das reicht.","Emmò basta!","Se acabó.","Hasta aquí llegué...","…さへん。"
"DribbleSpitz_op_voice20_Dribble","Ha?","Huh?","Huh?","Hein ?","Hein?","Was?","Che?","¿Eh?","¿Eh?","へ？"
"DribbleSpitz_op_voice21_Spitz","Önce paramızı vermediler, şimdi de bu mu?!\nDribble... oktoblazukayı ver!","First we get stiffed? And now this?!\nDribble...the octoblazooka!","First we get stiffed? And now this?!\nDribble...the octoblazooka!","Non, non, NON !\nY en a marre !\nAllez Dribble, sors\nle bazooka !","Non, non, NON!\nY'en a marre!\nAllez Dribble, sors\nle bazooka!","Ende. Im. GELÄNDE!\nDas war zu viel!\nLos, Dribble, die Kanone raus!","Se lo sono cercata! Dribble,\nprepara il polpificatore!","¡Me los como con patatas!\n¡El bazuca, Dribble!","¡Se acabó! ¡Me van a\nconocer! ¡Dribble, prepara\nla octobazuca!","…あいつら、ゆるさへん！！\nドリブル、バズーカの よういや！！"
"DribbleSpitz_op_voice22_Dribble","Hallettim bile.","I'm on it.","I'm on it.","Paré au combat !","Paré au combat!","Wird gemacht!","Ricevuto!","¡A mandar!","¡Claro que sí!","かしこまり！"
"DribbleSpitz_op_voice23_Dribble","Ama Spitz, hani sakin kalmamız\ngerekiyordu?","But, Spitz, ain't we supposed\nto stay cool and all that?","But, Spitz, ain't we supposed\nto stay cool and all that?","Mais attends... T'avais pas\ndit qu'il fallait savoir rester\ncalme ?","Mais attends... T'avais pas\ndit qu'il fallait savoir rester\ncalme?","Warte mal. Haben wir nicht\ngesagt, wir bleiben entspannt\nund so?","Aspetta però! Non avevi detto\nche dovevamo mantenere\nla calma?","Pero oye... ¿y lo de mantener\nla calma y toda la pesca?","Pero... vamos a mantener la\ncalma, ¿eh?","…ってアカン！\nすぐ カッとなったら アカンて\nさっき…！"
"DribbleSpitz_op_voice24_Spitz","Burada öylece oturup\nşu serserilerin bizi hırpalamasına izin vermem!","I'm not just gonna sit here and let\nthese punks knock us around!","I'm not just gonna sit here and let\nthese punks knock us around!","C'est ça, et rester là les bras\ncroisés pendant qu'ils nous\ntirent dessus ?","C'est ça, et rester là les bras\ncroisés pendant qu'ils nous\ntirent dessus?","Ich lass mich doch von den\nKnilchen nicht rumschubsen!","Che?! E secondo te\ndobbiamo fare finta di\nniente?!","¡Sí, hombre! ¡Como que me voy\na quedar de brazos cruzados!","¡Ja! ¡No me voy a quedar de\nbrazos cruzados con tal\nofensa!","ああ！？\nやられた ままで\nだまっとれるか ボケェ！！"
"DribbleSpitz_op_voice25_Spitz","Kavga istiyorlarsa, kavgayı bulurlar!","If they want a fight, they got one!","If they want a fight, they got one!","Ils cherchent la bagarre...\nils vont l'avoir !","Ils cherchent la bagarre...\nils vont l'avoir!","Die wollen Krieg...?\nKönnense haben.","Vogliono la guerra? E guerra\navranno!","¿Quieren pelea?\n¡Pues se van a enterar!","¡Si me buscan, me\nencuentran!","おうせんや、おうせん！\n<MSBT:0000:0000:020002004430>行くでーーーー！"
"DribbleSpitz_op_voice26_Dribble","Sakin ol, Spitz! Sakin ol!\nSPITZ!!","Stay cool, Spitz! Stay cool!\nSPITZ!!","Stay cool, Spitz! Stay cool!\nSPITZ!!","Reste calme, Spitz !\nRESTE CAAALME !","Reste calme, Spitz!\nRESTE CAAALME!","Spitz! Hast du dir das gut\nüberlegt?! SPIIIIIIIIIIITZ!!!","Calmati Spitz! CALMATIIIIII!","Calma, Spitz.\n¡Caaalmaaa!","Tranquilo, Spitz...\n¡Tranquilo!\n¡Tranquilízate!","れいせいに！　れいせいに！\nスピッツはーーーーん！"
"DribbleSpitz_ed_voice01_Spitz","İyi iş, Dribble. Şimdi\nsırada kim var?","Good work, Dribble. Now,\nwho's next?","Good work, Dribble. Now,\nwho's next?","Ah... Ah... Dis-moi Dribble,\nil est où, le suivant ?","Ah... Ah... Dis-moi Dribble,\nil est où, le suivant?","Wen machen wir... als Nächstes\nplatt, Dribble?","Che fatica! Quanti ne restano,\nDribble?","¡Uf, uf!\n¿Cuántos quedan, Dribble?","Dribble, ¿cuántos nos faltan?","ぜえ、はあ…。\nドリブル、つぎは どれや。"
"DribbleSpitz_ed_voice02_Dribble","İşte bu. Hepsini püskürttük!","That's it. We chased them all off!","That's it. We chased them all off!","Ben... je crois qu'on les a\ntous chassés !","Ben... je crois qu'on les a\ntous chassés!","Niemanden. Wir haben alle\nerledigt!","Gli ultimi battono la ritirata!","¡Los hemos espantado\na todos!","Todos ya huyeron, Spitz.","みんな おいはらって しもたで。"
"DribbleSpitz_ed_voice03_Spitz","Aa. Yani kazandık mı diyorsun?","Oh. Are you sayin' we won?","Oh. Are you sayin' we won?","Oh. On a gagné, alors ?","Oh. On a gagné, alors?","Ach! Heißt das, wir haben\ngewonnen?","Aha! Scappano con\nla coda tra le gambe, eh?","Ya tienen su merecido, ¿eh?","Oh.\n¿Quiere decir que ganamos?","ほな うちゅうせんそうは\nおしまいやな！"
"DribbleSpitz_ed_voice04_Dribble","Evet, sanırım başardık. Bu delilik.\nHâlâ hayattayız!","Yeah, I guess we did. That's nuts.\nWe're alive!","Yeah, I guess we did. That's nuts.\nWe're alive!","On dirait bien, ouais. C'est\ndingue ! On s'en est sortis !","On dirait bien, ouais. C'est\ndingue! On s'en est sortis!","Jepp, sieht ganz so aus.\nVerrückt! Wir leben noch!","Sì, abbiamo vinto. Roba da\nmatti! Siamo forti!","Eso parece, sí.\n¡Somos unos máquinas!","Sí, eso parece.\nY encima, estamos vivos.","…そういうことですな。\nすごい！　やりましたで！"
"DribbleSpitz_ed_voice05_Spitz","Gördün mü?\nTek yapman gereken sakin kalmak.","See that?\nAll you gotta do is stay cool.","See that?\nAll you gotta do is stay cool.","Tu vois ? Faut juste savoir\nrester calme.","Tu vois? Faut juste savoir\nrester calme.","Siehste? Immer entspannt\nbleiben, ich sag's ja.","Visto? Con la calma si\nottiene tutto!","Y todo gracias a que\nhe conservado la calma.","Y todo gracias a que\nmantuvimos la calma.","わしの れいせいな ハンダンが\nみを むすんだなー。"
"DribbleSpitz_ed_voice06_Dribble","Evet, sakin.","Yeah, cool.","Yeah, cool.","Euh... Ouais...","Euh... Ouais...","Ja, ja...","Calma?!","¿""La calma""?...","¿La calma?","れいせい…。"
"DribbleSpitz_ed_voice07_Spitz","Aynen öyle. Eskilerin dediği gibi:\ntalih, soğukkanlıdan yanadır.","Exactly. It's like that old sayin': \nfortune favors the cool.","Exactly. It's like that old sayin': \nfortune favors the cool.","Parfait. Tout est bien qui\nfinit bien. Allez, rentrons\nsur Terre.","Parfait. Tout est bien qui\nfinit bien. Allez, rentrons\nsur Terre.","Tjaja. Ende gut, alles gut.\nUnd jetzt geht's ab nach\nHause.","Sì! La calma è la virtù dei\nforti! Dai, torniamocene\nsulla Terra, Dribble!","En fin, todo ha salido a pedir\nde boca. ¡De vuelta a la Tierra!","En fin, así es esto de\nmanejar. Regresemos\na casa, Dribble.","とにかく、めでたし めでたしや！\nちきゅうに かえるで！\nドリブル！"
"DribbleSpitz_ed_voice08_Dribble","Hadi eve dönelim.","Let's just go home.","Let's just go home.","Ouais ! En route !","Ouais! En route!","Ja... Da bin ich dabei.","Vabbè.","¡Oído cocina!","¡En marcha!","か…\nかしこまり！"
"DribbleSpitz_ed_voice09_Spitz","Hayat harika değil mi, Dribble?\nHayat harika...","Ain't life grand, Dribble?\nAin't life grand...","Ain't life grand, Dribble?\nAin't life grand...","Alors, Dribble...\nElle est pas belle, la vie ?","Alors, Dribble...\nElle est pas belle, la vie?","Ist das Leben nicht schön,\nDribble? Hach ja...","E anche oggi, abbiamo fatto\nil nostro dovere!","Buf... Otra jornada agotadora.","A esto le llamo yo un día\nproductivo en el trabajo.","はー、きょうも\nエエしごと したわー。"
"DribbleSpitz_endcard","Bir yere gitmen\ngerekirse haber ver.\nNormalde bu kadar\ntehlikeli olmaz. Şimdi git—\n5-Volt seni bekliyor!","Lemme know if you\never need a ride.\nIt's usually not that\ndangerous. Now go on—\n5-Volt's waitin' for you!","Lemme know if you\never need a ride.\nIt's usually not that\ndangerous. Now go on—\n5-Volt's waitin' for you!","Nos courses en taxi\nsont plus calmes, en\ngénéral, alors faites\nappel à nous ! Allez,\nau tour de 5-Volt !","Nos courses en taxi\nsont plus calmes, en\ngénéral, alors faites\nappel à nous! Allez,\nau tour de 5-Volt!","Sag Bescheid, wenn\ndu mal a Taxi brauchst.\nNormalerweise isses\nnet so gefährlich bei\nuns. Und jetzt weiter\nmit 5-Volt!","Guarda che di solito\nviaggiare per lo spazio\nnon è così pericoloso!\nOra vai, che 5-Volt\nti aspetta!","Nuestros viajes no\nsuelen ser tan\nmoviditos. ¡Que no te\ndé miedo montarte en\nnuestro taxi! Y ahora\nviene... ¡5-Volt!","No dudes en buscar\na tus taxistas de\nconfianza. Normalmente\nno es tan peligroso...\nAhora ve, ¡5-Volt te\nestá esperando!","いつもは もっと へいわに\nドライブしとるんでっせ。\nいつでも のりに きてやー。\nつぎは、\nファイブワットはんや！"
