index,label,English,French,German,Italian,Spanish,Turkish
0,Normal_man,Let's go out and then get married!,"Nous ferions un beau couple !
Veux-tu être ma petite amie ?","Lass uns mehr als nur Freunde sein... und
eines Tages zusammen unsere Hochzeit planen!","Dovremmo cominciare a frequentarci,
uscire insieme e, in futuro, sposarci!",¡Salgamos juntos y luego casémonos!,"Hadi sevgili olalım, sonra da evleniriz!"
1,Normal_woman,"Would somebody like you go out with
somebody like me?","Dis, est-ce que tu accepterais
de sortir avec moi ?","Meinst du? Jemand wie {TAG_1}duh {TAG_2}könnte sich in
jemanden wie mich verlieben?","Una persona come te andrebbe mai
a un appuntamento con me?",¿Te gustaría salir con alguien comoyo?,"Senin gibi biri...
benim gibi biriyle çıkar mı?"
2,Romantic_man,"I was like a regular coffee but you made my
life creamy...{TAG_1}Please go out with me.","Ma vie n'était qu'un café amer, mais grâce à toi,
elle est devenue douce et sucrée...{TAG_1}Sors avec moi !","Ich war bitter wie ein schwarzer Kaffee. Erst duh
hast Milch und Zucker in mein Leben gebracht...{TAG_1}Bitte lass uns miteinander gehen.","Prima la mia vita era come un caffè amaro, 
ma tu hai aggiunto la panna e lo dzùcchero...{TAG_1}Usciamo insieme!","Mi vida era triste como el café solo, pero
ahora es cremosa como el café con leche.{TAG_1}¡Gracias ati! ¿Quieres salir conmigo?","Hayatım sade, acı bir kahve gibiydi;
sen onu kremalı yaptın...{TAG_1}Lütfen benimle çık."
3,Romantic_woman,"Would you like to visit all the loveliest cafes
in the world with me?","Tu ne voudrais pas visiter les cafés les plus
romantiques du monde avec moi ?","Lass uns beide, dich und mich, zusammen
die schönsten Cafés der Welt besuchen!","Ti piacerebbe visitare i caffè più romantici
in giro per il mondo in mia compagnia?","¿Te gustaría visitar las cafeterías más
románticas del mundo conmigo?","Dünyanın en güzel kafelerini
benimle gezmek ister misin?"
4,Proudly_man,"Hold on... You're not going to say that we
are not going out already, are you?","On sort déjà ensemble, de toute façon, non ?
Il serait temps de l'officialiser !","Sag... Du kannst doch jetzt nicht sagen,
dass wir nicht schon längst ein Paar sind?!","Aspetta un attimo.... stai forse dicendo
che noi non usciamo già insieme?","Ún momento... ¡Pensaba que ya es tábamos saliendo
juntos! Bueno, te lo pregunto paraquequede claro:{TAG_1}¿Quieres salir conmigo?","Bir saniye... Zaten sevgili sayılmıyor muyuz,
yoksa sen öyle düşünmüyor musun?"
5,Proudly_woman,"Well, somebody has to make the first move,
so...{TAG_1}Go out with me!","Il faut bien que quelqu'un fasse le premier pas,
alors voilà. Tu veux sortir avec moi ?","Irgendjemand muss den ersten Schritt tttun,
also...{TAG_1}Komm, lass uns als Paar durchs Leben gehen!","Beh, qualcuno dovrà pur fare il primo passo...{TAG_1}Ti va di uscire con me?","Bueno, úno de los dos tiene que dar el primer
paso, así quee...{TAG_1}¿Quieres salir conmigo?","İlk adımı birimizin atması lazım, o yüzden...{TAG_1}Benimle çık!"
6,Desperate_man,"I'll buy you a chocolate sundae if you go 
out with me!","Si tu sors avec moi, je te paierai une glace !","Bitte bitte werde meine Freundin! Ich kauf
dir auch ein extragroßes Schokoladeneis!","Se accetti di uscire con me, ti offrirò una
bella coppa di gelato!","¡Si sales conmigo, te invito a un parfait
de chocolate!","Benimle çıkarsan sana çikolatalı
kup dondurma ısmarlarım!"
7,Desperate_woman,"I would change everything about me just to
get the chance to go out with you!","Je changerai tout ce que tu n'aimes pas
chez moi, si tu me laisses sortir avec toi !","Ich schwöre, ich kann alles an mir
ändern, wenn du nur mein Freund wirst!","Farei qualsiasi cosa per avere
un appuntamento con te!","Me enfrentaré a cualquier dificultad para que
estemos juntos. ¡Sal conmigo. Te lo ruego!","Seninle çıkabilmek için kendimle ilgili
her şeyi değiştirmeye razıyım!"
8,Cute_both_00,Hey...,Dis...,Hör mal...,Ehi...,Oye...,Şey...
9,Cute_both_01,Why don't we start going out together?,"On pourrait sortir ensemble à partir
d'aujourd'hui, non ?",Wollen wir nicht einfach miteinander gehen?,Che ne dirésti di cominciare a uscire insieme?,"¿Te gustaría que a partir de hoy
saliéramos juntos?",Birlikte çıkmaya ne dersin?
10,021,"I'll give you {TAG_1} {TAG_2},
if you go out with me.","Si tu sors avec moi, je te donnerai
{TAG_1}{TAG_2}.","Du kriegst jede Menge {TAG_1},
wenn du mit mir gehst!","Ti regalerò {TAG_1}{TAG_2},
se accetterai di uscire con me.","¡Si sales conmigo, te daré
{TAG_1} {TAG_2}!",Benimle çıkarsan sana {TAG_1} {TAG_2} veririm.
11,001,Sure.,"D'accord, avec plaisir.","Klar, gerne!",D'accordo.,Vale.,Tabii.
12,002,{TAG_1}{TAG_2}I'm sorry...,"{TAG_1}{TAG_2}Excuse-moi, mais je ne peux pas...","{TAG_1}{TAG_2}Nein, das geht nicht...","{TAG_1}{TAG_2}Scusami, ma non sei il mio tipo...",{TAG_1}{TAG_2}Lo siento...,{TAG_1}{TAG_2}Üzgünüm...
13,003,Hold on a minute!,Eh ! Pas si vite !,"Häi, warte!",Un momento!,¡Ún momento!,Bir dakika!
14,004,Nobody loves you more than me!,"Personne ne t'aime pluss que moi,
{TAG_1} !",Niemand liebt dich mehr als ich!,Nessuno sa amarti come me!,¡Nádie te ama tanto comoyo!,Seni benden daha çok seven yok!
15,014,I love you more!,"La personne qui t'aime vraiment vraiment,
c'est moi !","Nein, ICH liebe dich am meisten!",Io ti amo di più!,¡Yó te amo mucho más!,Ben daha çok seviyorum!
16,007,No way! I love you the most!,"Non, c'est moi qui t'aime le pluss !",Unmöglich! Am allermeisten liebe ICH dich!,"Non è vero, io so amarti di più!",¡Y un jamón! Yo te quiero más. ¡Al infinito!,Olmaz! Seni en çok ben seviyorum!
17,017,"Who do you choose, {TAG_1}?","Qui choisis-tu, {TAG_1} ?","Wen von uns nimmst du, {TAG_1}?","{TAG_1}, chi scegli?","¿A quién eliges, {TAG_1}?","{TAG_1}, kimi seçiyorsun?"
18,015,"No, no!",C'est pas vrai !,Nein! Nein!,No no!,¡No no!,"Hayır, hayır!"
19,018,"Who do you choose, {TAG_1}?","Qui choisis-tu, {TAG_1} ?","Wen von uns nimmst du, {TAG_1}?","{TAG_1}, chi scegli?","¿A quién vas a elegir, {TAG_1}?","{TAG_1}, kimi seçiyorsun?"
