index,key,F,G,I,S,U,TR
0,MID_様子_ソール_前,"Quelle bonne humeur ! Il y avait de la tarte
au petit déj' ?","Wieso so fröhlich? Gab es heute
dein Lieblingsfrühstück?","Come mai questa allegria?
La colazione era di tuo gradimento?","Qué bonito ha amanecido el día, ¿no?
Esto se merece un desayuno doble.","Why so cheery? Did they serve
your favourite breakfast?","Bu neşe nereden? En sevdiğin
kahvaltıyı mı verdiler?"
1,MID_様子_ソール_前_敬さん,"Quelle bonne humeur ! Il y avait de la tarte
au petit déj' ?","Wieso so fröhlich? Gab es heute
Euer Lieblingsfrühstück?","Come mai questa allegria? La colazione
era di vostro gradimento?","¿Y esa alegría? ¿Es que tienen tu desayuno
favorito en el comedor?","Why so cheery? Did they serve
your favourite breakfast?","Bu neşe nereden? En sevdiğiniz
kahvaltıyı mı verdiler?"
2,MID_様子_ソール_前_敬様,"Quelle bonne humeur ! Il y avait de la tarte
au petit déj' ?","Wieso so fröhlich? Servierte man heute Euer
Lieblingsfrühstück?","Come mai questa allegria? La colazione
era particolarmente di vostro gradimento?","¿Y esa alegría? ¿Es que tienen vuestro
desayuno favorito en el comedor?","Why so cheery? Did they serve
your favourite breakfast?","Bu neşe nereden? En sevdiğiniz
kahvaltıyı mı verdiler?"
3,MID_様子_ソール_後,"Non, je viens juste de finir un bon repas !
On pourrait manger ensemble, une fois ?","Oh, nein. Ich habe nur gut gegessen. Wollen
wir demnächst vielleicht zusammen essen?","No, ma ho mangiato molto bene. Perché
non mi tieni compagnia la prossima volta?","¡Y tanto! Yo voy a ver qué se cuece por
el comedor. Tengo un hambre...","Oh, no, I just had a good meal, that's all.
Want to eat together next time?","Yok, sadece güzel yemek yedim.
Bir dahaki sefere birlikte yiyelim mi?"
4,MID_様子_ソール_後_敬さん,"Non, je viens juste de finir un bon repas !
On pourrait manger ensemble, une fois ?","Oh, nein. Ich habe nur gut gegessen. Wollen
wir demnächst vielleicht zusammen essen?","No, ma ho mangiato molto bene. Perché
non mi tenete compagnia la prossima volta?","¡Y tanto! Yo voy a ver qué se cuece por
el comedor. Tengo un hambre...","Oh, no, I just had a good meal, that's all.
Want to eat together next time?","Yok, sadece güzel yemek yedim.
Bir dahaki sefere birlikte yiyelim mi?"
5,MID_様子_ソール_後_敬様,"Non, je viens juste de finir un bon repas !
On pourrait manger ensemble, une fois ?","Oh, nein. Ich habe nur gut gegessen. Wollen
wir demnächst gemeinsam speisen?","No, ma ho mangiato molto bene. Perché
non mi tenete compagnia la prossima volta?","¡Y tanto! Yo voy a ver qué se cuece por
el comedor. Tengo un hambre...","Oh, no, I just had a good meal, that's all.
Want to eat together next time?","Yok, sadece güzel yemek yedim.
Bir dahaki sefere birlikte yiyelim mi?"
6,MID_様子_ソール_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
7,MID_様子_ソール_前_親子_子,"Tu n'as besoin de rien, $Np ?
Tes biens du futur te manquent peut-être...","Brauchst du etwas, $Np? Etwas,
das du in der Zukunft lassen musstest?","Ti serve qualcosa, $Np?
Magari qualcosa che hai lasciato nel futuro?","¿Necesitas alguna cosa, $Np?
¿No te dejaste nada en el futuro?","Need anything, $Np? Maybe
something you had to leave in the future?","Bir şeye ihtiyacın var mı, $Np?
Gelecekte bıraktığın bir şey belki?"
8,MID_様子_ソール_後_親子_子,"Tout ce que je veux, c'est passer plus de
temps avec toi ! On est si occupés !","Ich will nur etwas Zeit mit dir verbringen.
Wir sind immer so beschäftigt!","Mi piacerebbe passare un po' di tempo
insieme. Siamo sempre così impegnati!","Pues ¿qué tal si pasamos un rato juntos?
Como siempre estamos tan ocupados...","I'd just like to spend some time together.
We're always so busy!","Sadece birlikte biraz vakit geçirmek
istiyorum. Her zaman çok meşgulüz!"
9,MID_様子_ソール_前_恋人,"Hé, mais qu'est-ce que tu caches derrière
ton dos, $Np ?","He, $Np, was hältst du da hinter
deinem Rücken versteckt?","Ehi $Np, che cosa nascondi
dietro la schiena?","Oye, $Np, ¿qué tienes ahí
escondido?","Hey, $Np, what are you
holding behind your back?","Hey, $Np,
arkanda ne tutuyorsun?"
10,MID_様子_ソール_後_恋人,"Voilà, c'est une fleur que j'ai cueillie
en pensant à toi !","Das? Ach, das ist eine Blume, die ich
gepflückt habe. Sie erinnert mich an dich.","Questo? Oh, ho raccolto
un fiore, pensando a te.","Ah, ¿esto? No es más que una florecilla.
Su frescura me ha recordado a ti.","This? Oh, it's a flower I picked.
It reminds me of you.","Bu? Ah, bu benim topladigim bir çiçek.
Bana seni hatırlatıyor."
