index,key,F,G,I,S,U,TR
0,MID_様子_サイリ_前_通殿,"L'avenir nous réserve encore de belles
surprises. Quel rêve avez-vous ?","Wovon träumt Ihr? Es muss nicht immer
quälend sein, an die Zukunft zu denken.","Parliamo un po' del futuro. Non deve
sempre essere una preoccupazione, no?","Aún queda un rayo de esperanza para el
futuro. Sueño con el renacer de Chon'sin.","Have you any dreams? It need not always
be distressing to ponder the future.","Hayallerin var mı? Geleceği düşünmek
her zaman üzücü olmak zorunda değil."
1,MID_様子_サイリ_前,"L'avenir nous réserve encore de belles
surprises. Quel rêve avez-vous ?","Wovon träumt Ihr? Es muss nicht immer
quälend sein, an die Zukunft zu denken.","Parliamo un po' del futuro. Non deve
sempre essere una preoccupazione, no?","Aún queda un rayo de esperanza para el
futuro. Sueño con el renacer de Chon'sin.","Have you any dreams? It need not always
be distressing to ponder the future.","Hayallerin var mı? Geleceği düşünmek
her zaman üzücü olmak zorunda değil."
2,MID_様子_サイリ_前_特殊,"De quoi rêves-tu, mon frère ?","Bruder, träumst du?","Che cosa sogni, fratello?","Hermano, ¿tienes algún sueño?","Brother, do you have any dreams?",Kardeşim senin hiç hayalin var mı?
3,MID_様子_サイリ_後_通殿,"Pour ma part, je rêve que Chon'sin retrouve
sa gloire d'antan.","Ich träume davon, Chon'sins alten Ruhm
wiederherzustellen.","Sogno di riportare il Chon'sin
agli antichi fasti.","Yo sueño con que Chon'sin recupere
todo su esplendor.",I dream of restoring Chon'sin to glory.,"Chon'sin'i yeniden zafere kavusturmayi
hayal ediyorum."
4,MID_様子_サイリ_後_特殊,"Je rêve que Chon'sin retrouve sa gloire
d'antan. Tout comme toi, mon frère.","Ich träume davon, Chon'sins alten Ruhm
wiederherzustellen. Wir teilen einen Traum.","Sogno di riportare il Chon'sin agli antichi
fasti. Proprio come te, fratello.","Solo deseo que Chon'sin recupere todo
su esplendor, al igual que tú.","I dream of restoring Chon'sin to glory.
We share one dream, Brother.","Chon'sin'i yeniden zafere kavusturmayi
hayal ediyorum. Bir hayali paylaşıyoruz
kardeşim."
5,MID_様子_サイリ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_サイリ_前_親子_子,"Et si nous nous entraînions ensemble ?
Je veux évaluer votre technique au combat.","Linfan, willst du mit mir üben? Ich möchte
sehen, wozu du imstande bist.","Linfan, perché non ti alleni con me?
Voglio vedere come te la cavi.","Linfan, ¿entrenarías conmigo?
Ansío ver de qué eres capaz.","Morgan, will you not train with me?
I long to see what you can do.","Morgan, benimle antrenmana çikmayacak
mısın? Ne yapabileceğini görmeyi
sabırsızlıkla bekliyorum."
7,MID_様子_サイリ_後_親子_子,"Très bien, Linfan. Je dois cependant me
préparer avant d'affronter ma propre fille !","So sei es! Aber ich muss mich wappnen,
bevor ich mich dir stelle.","Questo è lo spirito. Devo prepararmi prima
di affrontare il sangue del mio sangue!","¡Ese es el espíritu! Mas me he de preparar
para combatir contra carne de mi carne.","Aye, that's the spirit. But I must prepare
myself before facing my own blood!","Evet, ruh budur. Ama kendi kanimla
yüzlesmeden önce kendimi hazırlamaliyim!"
8,MID_様子_サイリ_前_恋人,"Chacune de mes pensées se rapporte à
vous. Mon cœur vous appartient.","In Gedanken bin ich nur noch bei dir.
Ich bin die Gefangene deines Herzens.","I miei pensieri vanno sempre a te
ultimamente. Mi hai rapito il cuore!","Últimamente he pensado mucho en ti.
¡Te has adueñado de mi corazón!","I find my thoughts wandering to you of late.
You have captured my heart utterly!","Son zamanlarda düşüncelerimin sana doğru
gittiğini görüyorum. Kalbimi tamamen ele
geçirdin!"
9,MID_様子_サイリ_後_恋人,"Chut ! Veillez s'il vous plaît à ne prononcer
ces doux mots d'amour qu'en aparté...","Pssst! Dieses Liebesgeflüster solltest du dir
für einen etwas... privateren Ort aufheben.","Sssh! Queste frasi d'amore dovrebbero
essere sussurrate in un posto più appartato.","¡Chssst! Resérvate los mensajes de amor
para un sitio más... privado.","Shh! These whisperings of love ought be
saved for a more...private place.","Şşşt! Bu aşk fisiltilari daha
özel bir yere saklanmali."
