index,key,F,G,I,S,U,TR
0,MID_支援Ｓ_クロム_01,"Tu es le vent qui me pousse et l'épée
qui me protège.","Du bist der Wind in meinem Rücken
und das Schwert an meiner Seite.","Sei il vento che mi accompagna
e la spada che mi protegge.","Eres quien me impulsa a seguir adelante
y a afrontar una nueva batalla cada día.","You are the wind at my back
and the sword at my side.","Sen sırtimdaki rüzgar,
yanimdaki kiliçsin."
1,MID_支援Ｓ_クロム_02,"Ensemble, mon amour, nous construirons
un monde meilleur. Rien que toi et moi.","Zusammen, Liebste, werden wir eine
friedliche Welt erschaffen. Nur du und ich.","Insieme, amore mio, costruiremo
un mondo di pace. Solo io e te.","Mi amor, tú y yo construiremos un mundo
en el que reine la paz... juntos.","Together, my love, we shall build a
peaceful world. Just you and me.","Birlikte barış dolu bir dünya inşa
edeceğiz aşkım. Sadece sen ve ben."
2,MID_支援Ｓ_フレデリク_01,"Mon cœur est vôtre, ma mie.","Mein Herz ist dein, meine Dame.","Il mio cuore è vostro, mia signora.","Mi corazón os pertenece, mi señora.","My heart is yours, milady.","Kalbim sizindir, leydim."
3,MID_支援Ｓ_フレデリク_02,"Je promets de vous servir, comme chevalier
et mari, jusqu'à ce que la mort nous sépare.","Ich schwöre als Ritter und Ehemann, dich zu
beschützen, bis dass der Tod uns scheidet.","Giuro di difendervi come cavaliere
e marito, finché morte non ci separi.","Juro protegeros como caballero y como
esposo hasta que la muerte nos separe.","I vow to defend you as knight and
husband, until death should part us.","Ölüm bizi ayirana kadar seni bir şövalye
ve bir koca olarak koruyacağıma yemin
ediyorum."
4,MID_支援Ｓ_ソール_01,"Mon aimée, je ne te quitterai jamais
plus des yeux.","Meine Dame, ich werde meine Augen
nie wieder von dir abwenden.","Non voglio mai più toglierti
gli occhi di dosso.",Te prometo que jamás dejaré de mirarte...,"Milady, I may never take
my eyes off you again.","Hanımefendi, bir daha
gözlerimi sizden ayirmayabilirim."
5,MID_支援Ｓ_ソール_02,"À moins que je ne fonce droit
dans un mur...","Außer, wenn ich im Begriff bin,
gegen eine Wand zu laufen...","A meno che non rischi di
finire contro un muro...","a no ser que vaya a chocar
contra un muro, claro.",Unless I'm about to run into a wall...,Eğer duvara çarpmak üzere değilsem...
6,MID_支援Ｓ_カラム_01,"Avec toi... je sais que j'existe.
Comme si j'étais important...","Du gibst mir das Gefühl, wirklich zu
existieren. A-als wäre ich von Bedeutung...","Mi fai sentire... importante.
C-Come se significassi qualcosa...","Contigo, hasta yo noto mi presencia.
Me haces sentir... importante.","You make me feel like I'm really here.
L-like I mean something...","Bana gerçekten varmışım gibi
hissettiriyorsun. S-sanki değerim var..."
7,MID_支援Ｓ_カラム_02,Je suis à toi... pour toujours.,Ich bin dein... für immer.,Sarò tuo... per sempre.,Estaré a tu lado para siempre.,I am yours...forever.,Ben seninim...sonsuza kadar.
8,MID_支援Ｓ_リヒト_01,"J'aimerais pouvoir te serrer dans mes bras
et ne plus jamais te lâcher !","Ich wünschte, ich könnte dich umarmen
und nie wieder loslassen.","Vorrei tanto abbracciarti e
non lasciarti mai andare!","¡Me encantaría quedarme abrazado a
ti toda la vida y no soltarte jamás!","I wish I could throw my arms
around you and never let go!","Keşke kollarımı sana
dolayabilsem ve hiç bırakmasam!"
9,MID_支援Ｓ_リヒト_02,"Attends simplement que je sois un peu
plus grand, d'accord ?","Warte nur... bis ich etwas
größer werde. In Ordnung?","Però... prima devo diventare un po'
più alto. Aspetta, va bene?","Aunque... espero que puedas aguantar
hasta que crezca un poco más.","Just...wait for me to get
a little taller. Okay?","Sadece... biraz daha
büyümemi bekle. Tamam?"
