index,key,F,G,I,S,U,TR
0,MID_様子_ソワレ_前,"J'ai vraiment beaucoup de respect pour les
gens qui poursuivent leurs rêves.","Irgendwelche Zukunftspläne? Ich habe
Respekt vor Leuten, die ihrem Traum folgen.","Ammiro chi insegue i propri sogni.
Tu a cosa aspiri?","Yo respeto al que persigue sus sueños. El
mío es llegar a ser mejor que los hombres.","Got any aspirations? I have a crapload of
respect for people who follow their dreams.","Büyük bir hedefin var mı? Hayallerinin
peşinden gidenlere çok saygı duyarım."
1,MID_様子_ソワレ_前_敬殿,"J'ai vraiment beaucoup de respect pour les
gens qui poursuivent leurs rêves.","Irgendwelche Zukunftspläne? Ich habe
Respekt vor Leuten, die ihrem Traum folgen.","Ammiro chi insegue i propri sogni.
Voi a cosa aspirate?","Yo respeto al que persigue sus sueños. El
mío es llegar a ser mejor que los hombres.","Got any aspirations? I have a crapload of
respect for people who follow their dreams.","Büyük bir hedefiniz var mı? Hayallerinin
peşinden gidenlere çok saygı duyarım."
2,MID_様子_ソワレ_前_敬様,"J'ai vraiment beaucoup de respect pour les
gens qui poursuivent leurs rêves.","Irgendwelche Zukunftspläne? Ich habe
Respekt vor Leuten, die ihrem Traum folgen.","Ammiro chi insegue i propri sogni.
Voi a cosa aspirate?","Yo respeto al que persigue sus sueños. El
mío es llegar a ser mejor que los hombres.","Got any aspirations? I have a crapload of
respect for people who follow their dreams.","Büyük bir hedefiniz var mı? Hayallerinin
peşinden gidenlere çok saygı duyarım."
3,MID_様子_ソワレ_後,"Moi, je rêve d'être un illustre chevalier,
meilleur que n'importe quel homme !","Ich will üben, bis ich die bestmögliche
Ritterin bin... Besser als jeder Mann!","Voglio allenarmi finché non diventerò
dannatamente forte!","¡Yo quiero entrenar hasta llegar a ser mejor
caballero que cualquier hombre!","I want to train until I'm the best damned
knight I can be―better than any man!","Olabileceğim en iyi şövalye olana dek
çalışacağım―her erkekten de iyi!"
4,MID_様子_ソワレ_後_敬殿,"Moi, je rêve d'être un illustre chevalier,
meilleur que n'importe quel homme !","Ich will üben, bis ich die bestmögliche
Ritterin bin... Besser als jeder Mann!","Voglio allenarmi finché non diventerò
dannatamente forte!","¡Yo quiero entrenar hasta llegar a ser mejor
caballero que cualquier hombre!","I want to train until I'm the best damned
knight I can be―better than any man!","Olabileceğim en iyi şövalye olana dek
çalışacağım―her erkekten de iyi!"
5,MID_様子_ソワレ_後_敬様,"Moi, je rêve d'être un illustre chevalier,
meilleur que n'importe quel homme !","Ich will üben, bis ich die bestmögliche
Ritterin bin... Besser als jeder Mann!","Voglio allenarmi finché non diventerò
dannatamente forte!","¡Yo quiero entrenar hasta llegar a ser mejor
caballero que cualquier hombre!","I want to train until I'm the best damned
knight I can be―better than any man!","Olabileceğim en iyi şövalye olana dek
çalışacağım―her erkekten de iyi!"
6,MID_様子_ソワレ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
7,MID_様子_ソワレ_前_親子_子,"Tu es douée, petite, tu le sais ? On devrait
s'entraîner ensemble plus souvent.","Du bist hart im Nehmen, weißt du das?
Wir sollten öfter zusammen trainieren.","Sei una ragazza tosta, sai? Dovremmo
allenarci più spesso insieme.","Eres una chica muy valiente, ¿lo sabes?
Deberíamos entrenar juntas más a menudo.","You're a tough kid, you know that?
We should train together more.","Sen sert bir çocuksun, bunu biliyor musun?
Daha çok birlikte antrenman yapmalıyız."
8,MID_様子_ソワレ_後_親子_子,"Quand tu veux. Mais ne me fais pas
honte. C'est compris, jeune fille ?","Jederzeit. Aber beschäme deine Mutter
nicht. Verstanden, Schlaumeier?","Quando vuoi. Ma non farmi fare
figuracce. Capito, furbetta?","¡Cuando quieras, pequeña! Eso sí,
no te pases con tu madre, ¿eh, listilla?","Any time you want. Just don't put your
mother to shame. Got it, smart alec?","Ne zaman istersen. Yeter ki anneni
utandirma. Anladın mı akıllı Alec?"
9,MID_様子_ソワレ_前_恋人,"Je suis amoureuse, $Np.
C'est la première fois que je le dis, non ?","Ich liebe dich über alles, $Np.
Verdammt, das sollte ich öfter sagen.","Ehi, $Np. Ti ho mai detto
che ti voglio un mondo di bene?","Te quiero un montón, $Np.
¿Te lo he dicho ya?","I love the crap out of you, $Np.
Have I told you that?","Senin saçmaliklarini seviyorum $Np.
Bunu sana söylemis miydim?"
10,MID_様子_ソワレ_後_恋人,"De nous deux, c'est quand même moi qui
suis la plus amoureuse !",Ich liebe dich mehr. Was sagst du dazu?,"Beh, io ti amo di più.
E adesso come la mettiamo?","Pues yo te quiero más.
¡Ja! ¿Qué me dices a eso?","Well, I love you more. So how's that?","Neyse seni daha çok seviyorum. Peki bu
nasıl?"
