index,key,F,G,I,S,U,TR
0,MID_様子_ミリエル_前_敬さん,"Des études ont démontré que rêver nourrit
même les esprits les plus rationnels...","Studien belegen, dass Ambitionen sogar
logische Köpfe nähren. Wovon träumt Ihr?","Studi dimostrano che anche le persone più
razionali hanno aspettative. Voi ne avete?","Mi único deseo a día de hoy sería resolver
todos los enigmas de la naturaleza.","Studies have shown ambition nourishes even
the most logical minds. Do you dream?","Araştırmalara göre hırs, en mantıklı zihni
bile besler. Bir hayaliniz var mı?"
1,MID_様子_ミリエル_前,"Des études ont démontré que rêver nourrit
même les esprits les plus rationnels...","Studien belegen, dass Ambitionen sogar
logische Köpfe nähren. Wovon träumt Ihr?","Studi dimostrano che anche le persone più
razionali hanno aspettative. Voi ne avete?","Mi único deseo a día de hoy sería resolver
todos los enigmas de la naturaleza.","Studies have shown ambition nourishes even
the most logical minds. Do you dream?","Araştırmalara göre hırs, en mantıklı zihni
bile besler. Bir hayalin var mı?"
2,MID_様子_ミリエル_前_敬様,"Des études ont démontré que rêver nourrit
même les esprits les plus rationnels...","Studien belegen, dass Ambitionen sogar
logische Köpfe nähren. Wovon träumt Ihr?","Studi dimostrano che anche le persone più
razionali hanno aspettative. Voi ne avete?","Mi único deseo a día de hoy sería resolver
todos los enigmas de la naturaleza.","Studies have shown ambition nourishes even
the most logical minds. Do you dream?","Araştırmalara göre hırs, en mantıklı zihni
bile besler. Bir hayaliniz var mı?"
3,MID_様子_ミリエル_後_敬さん,"Pour ma part, je rêve d'éclaircir tous les
mystères du monde. Un dessein plutôt ardu.","Ich will wissen, was die Welt im Innersten
zusammenhält. Keine leichte Aufgabe.","Vorrei risolvere tutti gli arcani del mondo.
Un'impresa ambiziosa, lo so.","Pues mi único anhelo es resolver todos los
misterios del mundo. Sé que no es sencillo.","I simply wish to demystify all the world's
mysteries. No trifling endeavour, I know.","Ben sadece dünyanın tüm gizemlerini açığa
çıkarmak istiyorum. Ufacık bir çaba yok,
biliyorum."
4,MID_様子_ミリエル_後_敬様,"Pour ma part, je rêve d'éclaircir tous les
mystères du monde. Un dessein plutôt ardu.","Ich will wissen, was die Welt im Innersten
zusammenhält. Keine leichte Aufgabe.","Vorrei risolvere tutti gli arcani del mondo.
Un'impresa ambiziosa, lo so.","Pues mi único anhelo es resolver todos los
misterios del mundo. Sé que no es sencillo.","I simply wish to demystify all the world's
mysteries. No trifling endeavour, I know.","Ben sadece dünyanın tüm gizemlerini açığa
çıkarmak istiyorum. Ufacık bir çaba yok,
biliyorum."
5,MID_様子_ミリエル_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_ミリエル_前_親子_子,"Nous entraînons-nous aujourd'hui ?
J'aimerais brûler un excédent d'ouvrages.","Wollen wir zusammen üben, mein Kind? Ich
habe ein paar überschüssige Zauberbücher.","Vogliamo esercitarci, figliolo? Vorrei
adoperare i tomi che mi avanzano.","¿Ensayamos juntos, vástago mío?
Me sobran grimorios y debería emplearlos.","Shall we practise together, my child? I'd
like to burn through some surplus tomes.","Birlikte çalışalım mı, çocuğum? Fazla
büyü kitaplarından birkaçını harcamak
istiyorum."
7,MID_様子_ミリエル_後_親子_子,"Très bien. Indiquez-moi une date et une
heure précises et j'évaluerai vos facultés.","Nun gut. Nenne mir Ort und Zeit und ich
werde den Grad deiner Fähigkeiten prüfen.","Molto bene. Ditemi il giorno e l'ora
e valuterò le vostre abilità.","De acuerdo. Pon fecha y hora a tu reto y
me encargaré de evaluar tus habilidades.","Very well. Name a precise time and date,
and I shall assess your ability.","Çok iyi. Kesin bir saat ve tarih söyleyin,
ben de yeteneğinizi değerlendireyim."
8,MID_様子_ミリエル_前_恋人,"Mon amour est intense, $Np.
Quelle complexité dans la simplicité...","Wieso werde ich deiner nie überdrüssig?
Du bist so einfach und doch so... komplex.","Non mi stanco mai di voi, $Np.
Siete così semplice, eppure così complesso.","¡Me tienes encandilada, $Np!
Eres tan simple... y complejo a la vez...","Why do I never tire of you, $Np?
You are so simple, and yet...so complex.","Senden neden hiç bıkmıyorum, $Np?
Basitsin ama... bir o kadar karmaşıksın."
9,MID_様子_ミリエル_後_恋人,"Mes sentiments sont sans ambigüité.
Pourvu que cette condition reste immuable.","Ich hege ebenso eindeutige Gefühle für
dich. Hoffentlich variieren diese niemals.","Anche i miei sentimenti sono inequivocabili
e spero che non subiscano variazioni.","Mis sentimientos por ti son asimismo
inequívocos, y no habrá ninguna varianza.","I have unambiguous feelings for you as well.
I hope that never experiences variance.","Benim de sana karşı açık ve net hislerim
var. Umarım bu hiçbir zaman farklılık
yaşamaz."
