index,key,F,G,I,S,U,TR
0,MID_様子_ロラン_前,"Je fais une enquête... J'aimerais savoir
comment chacun occupe son temps libre.",Was genau machst du in deiner Freizeit?,"Mi potreste descrivere dettagliatamente
come passate il tempo libero?","Yo no malgasto mi tiempo libre. Me dedico
a profundizar en mis investigaciones.","How exactly do you spend
your free time?","Boş zamaninizi tam olarak
nasıl geçiriyorsunuz?"
1,MID_様子_ロラン_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_ロラン_前_敬さん,"Je fais une enquête... J'aimerais savoir
comment chacun occupe son temps libre.",Was genau macht Ihr in Eurer Freizeit?,"Mi potreste descrivere dettagliatamente
come passate il tempo libero?","Yo no malgasto mi tiempo libre. Me dedico
a profundizar en mis investigaciones.","How exactly do you spend
your free time?","Boş zamaninizi tam olarak
nasıl geçiriyorsunuz?"
3,MID_様子_ロラン_後,"Moi, je passe mes journées à lire les livres
de cette époque. Je les croyais perdus !","Ich lese oft Bücher aus dieser Zeit. Eine
ganze Sammlung, die ich verloren glaubte.","Passo le ore a leggere libri su questa era...
che credevo caduta nell'oblio letterario.","Pues yo me dedico a leer manuscritos de
esta época. Los daba todos por perdidos.","I pass the hours by reading the books of
this era―a whole library I had thought lost.","Saatlerimi bu çagin kitaplarını okuyarak
geçiriyorum; kaybettigimi sandigim koca
bir kütüphane."
4,MID_様子_ロラン_後_敬さん,"Moi, je passe mes journées à lire les livres
de cette époque. Je les croyais perdus !","Ich lese oft Bücher aus dieser Zeit. Eine
ganze Sammlung, die ich verloren glaubte.","Passo le ore a leggere libri su questa era...
che credevo caduta nell'oblio letterario.","Pues yo me dedico a leer manuscritos de
esta época. Los daba todos por perdidos.","I pass the hours by reading the books of
this era―a whole library I had thought lost.","Saatlerimi bu çagin kitaplarını okuyarak
geçiriyorum; kaybettigimi sandigim koca
bir kütüphane."
5,MID_様子_ロラン_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_ロラン_前_親子_子,"Linfan, tu as l'air triste aujourd'hui.
Tout va bien ?","Linfan, du siehst heute so blass aus.
Geht es dir gut?","Linfan, sembrate piuttosto indolente
oggi. Va tutto bene?","Linfan, ¿te encuentras bien?
Pareces alicaído.","Morgan, you have a dull look about you
today. Is everything all right?","Morgan, bugün donuk bir bakisin
var. Her şey yolunda mı?"
7,MID_様子_ロラン_後_親子_子,"Tu es sûr ? Je me sens comme d'ordinaire.
Peut-être n'est-ce qu'une illusion d'optique.","Bist du sicher? Ich fühle mich wie immer.
Vielleicht liegt es am Lichteinfall.","Ne siete sicuro? Oggi non avverto nessun
malessere. Forse è l'effetto della luce.","¿Sí? Pues estoy en perfecto estado, como
siempre. Quizá solo sea un efecto óptico.","Are you certain? I feel the same as always.
Perhaps it's a trick of the light.","Emin misin? Her zamanki gibi aynı
hissediyorum. Belki de bu bir ışık
oyunudur."
8,MID_様子_ロラン_前_親子_母,"Mère, vous avez fait tomber ceci. Êtes-vous
souffrante ? Vous n'êtes pas si maladroite !","Mutter, du hast das fallen lassen. Bist du
krank? Du lässt sonst nie Sachen fallen!","Madre, vi è caduto questo. Non è da voi
perdere le cose. Siete per caso malata?","Madre, se te ha caído esto. ¿Te encuentras
bien? ¡A ti nunca se te caen las cosas!","Mother, you dropped this. Are you ill?!
You never drop things!","Anne, bunu düşürdün. Hasta mısın? Asla
bir şeyleri düşürmezsin!"
9,MID_様子_ロラン_後_親子_母,"Vous vous... faites du souci pour moi ?! Qui
êtes-vous ? Qu'avez-vous fait de ma mère ?","Du... sorgst dich um mich? ...Wer bist du
und was hast du mit meiner Mutter getan?","Vi preoccupate per... me? Chi siete
voi e cosa avete fatto a mia madre?","¿Estás... preocupada por mí? ¿Quién eres
tú y qué has hecho con mi madre?","You're...worried about me? ...Who are you,
and what have you done with my mother?","Sen...benim için endişeleniyor musun?
...Sen kimsin ve anneme ne yaptın?"
