index,key,F,G,I,S,U,TR
0,MID_様子_マリアベル_前,"J'ai besoin d'un camarade digne de
confiance à mes côtés. Faisons équipe !","Mit jemandem, der so fähig ist, würde ich
gerne zusammen kämpfen. Einverstanden?","Suggerirei di unire le forze e combattere
insieme la prossima battaglia.","Tanta valentía me asombra. ¿Y si unimos
nuestras fuerzas la próxima vez?","I must say, you're a reliable fighter.
Why don't we join forces out there?","Güvenilir bir savaşçısın.
Savaşta güçlerimizi birleştirelim mi?"
1,MID_様子_マリアベル_前_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
2,MID_様子_マリアベル_前_敬さん,"J'ai enfin trouvé la personne la plus digne
de confiance... Et si nous faisions équipe ?","Mit jemandem, der so fähig ist, würde ich
gerne zusammen kämpfen. Einverstanden?","Suggerirei di unire le forze e combattere
insieme la prossima battaglia.","Tanta valentía me asombra. ¿Y si unimos
nuestras fuerzas la próxima vez?","I must say, you're a reliable fighter.
Why don't we join forces out there?","Güvenilir bir savaşçısınız.
Savaşta güçlerimizi birleştirelim mi?"
3,MID_様子_マリアベル_前_敬様,"J'espère avoir trouvé une personne digne de
ma confiance. Pouvons-nous faire équipe ?","Mit jemandem, der so fähig ist, würde ich
gerne zusammen kämpfen. Einverstanden?","Suggerirei di unire le forze e combattere
insieme la prossima battaglia.","Tanta valentía me asombra. ¿Y si unimos
nuestras fuerzas la próxima vez?","I must say, you're a reliable fighter.
Why don't we join forces out there?","Güvenilir bir savaşçısınız.
Savaşta güçlerimizi birleştirelim mi?"
4,MID_様子_マリアベル_後,"Naturellement. Je serai digne de
la confiance qui m'est accordée.",Gewiss. Das wird bestimmt funktionieren.,"È certamente una proposta
che non posso rifiutare.",¡Por supuesto! Muy buena elección.,Certainly. You won't regret your choice.,Elbette. Seçiminden pişman olmazsın.
5,MID_様子_マリアベル_後_敬さん,"Naturellement. Je serai digne de
la confiance qui m'est accordée.",Gewiss. Das wird bestimmt funktionieren.,"È certamente una proposta
che non posso rifiutare.",¡Por supuesto! Muy buena elección.,Certainly. You won't regret your choice.,Elbette. Seçiminizden pişman olmazsınız.
6,MID_様子_マリアベル_後_敬様,"Naturellement. Je serai digne de
la confiance qui m'est accordée.",Gewiss. Das wird bestimmt funktionieren.,"È certamente una proposta
che non posso rifiutare.",¡Por supuesto! Muy buena elección.,Certainly. You won't regret your choice.,Elbette. Seçiminizden pişman olmazsınız.
7,MID_様子_マリアベル_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
8,MID_様子_マリアベル_前_親子_子,"$Np. Comment se passaient
vos journées, dans le futur ?","Wie hast du deine Tage in der Zukunft
so verbracht, $Np?","Come passavi le giornate nel futuro,
$Np?","¿Qué solías hacer en el futuro,
$Np?","How did you spend your days
in the future, $Np?","Gelecekte günlerinizi nasıl
geçirdiniz? $Np?"
9,MID_様子_マリアベル_後_親子_子,"Avant que vous n'arriviez, Gangrel m'avait
fait prisonnière, et j'ai connu des ennuis...$k$pMais rien de tout cela n'est comparable
avec ce dont vous avez dû être témoin...$k$pSoyez tranquille. Avec moi, vous êtes en
sécurité. Ensemble, nous rectifierons tout !","Vor deiner Ankunft wurde ich von Gangrel
entführt und habe allerlei Böses erlebt.$k$pAber das war alles nichts im Vergleich zu
dem, was du durchgemacht haben musst...$k$pSei beruhigt. Bei mir bist du sicher.
Gemeinsam retten wir die Zukunft.","Prima che tu arrivassi, sono stata rapita da
Gangrel e me la sono vista davvero brutta.$k$pMa non è nulla in confronto a
quello che devi avere visto tu...$k$pNon devi più temere, con me sei al
sicuro. Insieme cambieremo il futuro.","Antes de conocernos, Gangrel me secuestró
e hice frente a toda clase de infortunios.$k$pAunque seguramente nada comparado
con lo que tú habrás tenido que pasar...$k$pPero bueno, no temas más. Ahora estás
conmigo. Lucharemos por un futuro mejor.","Before you arrived, I was kidnapped by
Gangrel and faced all manner of evils.$k$pBut none of that compares to what you
must have seen...$k$pWell, be at peace. You're safe with me.
Together we shall set the future right.","Sen gelmeden önce Gangrel tarafından
kaçırıldım ve her türlü kötülükle
karşılastim.$k$pAma bunların hiçbiri görmüş olmanız
gerekenlerle karşılaştırilamaz...$k$pNeyse, huzur içinde ol. Benim yanımda
güvendesin. Geleceği birlikte
düzelteceğiz."
10,MID_様子_マリアベル_前_恋人,"Que l'idée de mourir ne vous effleure même
pas l'esprit, mon amour. Sinon, gare...","DENK nicht einmal daran, da draußen zu
sterben, mein Lieber. Ich schwöre dir...","Mi raccomando, prudenza.
Se rimango vedova giuro che...","¡Ni se te ocurra morir en combate, amor
mío! De lo contrario, te juro que...","Don't even ENTERTAIN the thought of
dying out there, my love. I swear...","Orada ölme düşüncesini aklından
bile geçirme aşkım. Yemin ederim..."
11,MID_様子_マリアベル_後_恋人,"Je m'en sortirai. Je m'inquiète trop pour
vous pour défaillir déjà.","Das wird schon. Ich mache mir deinetwegen
viel zu viele Sorgen. Ich darf nicht sterben.","Non mi succederà nulla. Non posso
lasciare il mio amore da solo.","Tranquilo. Estoy demasiado preocupada por
ti como para dejarme matar ahora.","I'll be all right. I'm too worried
about you to keel over just yet.","İyi olacağım. Senin için henüz
devrilemeyecek kadar endişeleniyorum."
