index,key,F,G,I,S,U,TR
0,MID_様子_オリヴィエ_前_敬さん,"Et si nous combattions côte à côte ?
Ensemble, nous aurions plus de force...","Mit Euch fühle ich mich sicher. Darf ich in
der nächsten Schlacht neben Euch kämpfen?","Perché non combattiamo insieme nella
prossima battaglia? Mi sentirei più sicura.","Cuando unimos nuestras fuerzas, me siento
muy segura. ¡Hagámoslo siempre!","I feel very safe around you, you know that?
Can I fight with you in the next battle?","Yanınızda kendimi güvende hissediyorum.
Sonraki savaşta birlikte olalım mı?"
1,MID_様子_オリヴィエ_前,"Et si nous combattions côte à côte ?
Ensemble, nous aurions plus de force...","Mit dir fühle ich mich sicher. Darf ich in
der nächsten Schlacht neben dir kämpfen?","Perché non combattiamo insieme nella
prossima battaglia? Mi sentirei più sicura.","Cuando unimos nuestras fuerzas, me siento
muy segura. ¡Hagámoslo siempre!","I feel very safe around you, you know that?
Can I fight with you in the next battle?","Yanında kendimi güvende hissediyorum.
Sonraki savaşta birlikte olalım mı?"
2,MID_様子_オリヴィエ_前_敬様,"Et si nous combattions côte à côte ?
Ensemble, nous aurions plus de force...","Mit Euch fühle ich mich sicher. Darf ich in
der nächsten Schlacht neben Euch kämpfen?","Perché non combattiamo insieme nella
prossima battaglia? Mi sentirei più sicura.","Cuando unimos nuestras fuerzas, me siento
muy segura. ¡Hagámoslo siempre!","I feel very safe around you, you know that?
Can I fight with you in the next battle?","Yanınızda kendimi güvende hissediyorum.
Sonraki savaşta birlikte olalım mı?"
3,MID_様子_オリヴィエ_後_敬さん,"Je ne sais pas faire grand chose à part
danser, mais ce sera avec plaisir !","Außer zum Tanzen bin ich kaum für etwas zu
gebrauchen, aber das wäre wirklich schön.","Non so fare molto, a parte danzare,
ma sarebbe comunque magnifico!","Solo se me da bien bailar,
pero será un placer.","I can't do much besides dance,
but that would be wonderful!","Dans dışında pek bir şey
yapamam ama bu harika olurdu!"
4,MID_様子_オリヴィエ_後_敬様,"Je ne sais pas faire grand chose à part
danser, mais ce sera avec plaisir !","Außer zum Tanzen bin ich kaum für etwas zu
gebrauchen, aber das wäre wirklich schön.","Non so fare molto, a parte danzare,
ma sarebbe comunque magnifico!","Solo se me da bien bailar,
pero será un placer.","I can't do much besides dance,
but that would be wonderful!","Dans dışında pek bir şey
yapamam ama bu harika olurdu!"
5,MID_様子_オリヴィエ_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
6,MID_様子_オリヴィエ_前_親子_子,"$Np, dis-moi... Comment se passait ta
vie, dans le futur d'où tu viens ?","$Np, du kommst aus der Zukunft,
ja? Wie verbringt man dort seine Freizeit?","$Np, vieni dal futuro, vero?
Come passavi le tue giornate?","$Np, ¿qué hacías en el futuro?
¿Cómo era todo?","$Np, you came from the future,
right? How did you spend your days?","$Npgelecekten geldin değil
mi? Günlerinizi nasıl geçirdiniz?"
7,MID_様子_オリヴィエ_後_親子_子,"Jusqu'ici, j'ai surtout passé ma vie à
répéter, et à répéter encore...$k$pMonter sur scène m'angoisse beaucoup,
mais voir les gens me sourire vaut le coup.$k$pEnfin... C'est toi que j'aimerais satisfaire
plus que tout.$k$pJe vois parfois un voile de tristesse dans
ton regard... Cela m'inquiète...","Mein Leben besteht größtenteils aus
Üben, Üben und noch mal Üben.$k$pIch habe schlimmes Lampenfieber, aber es
ist schön, wenn die Leute mich anlächeln.$k$pAber ich will vor allem dich glücklich
machen.$k$pManchmal siehst du traurig aus.
Das bereitet mir Sorgen.","Ho passato la mia vita a esercitarmi
nella danza tutti i giorni.$k$pHo davvero terrore del pubblico, ma
è bellissimo ricevere applausi.$k$pMa tu sei davvero la prima persona
che voglio rendere felice.$k$pA volte vedo un bagliore di tristezza
nei tuoi occhi e... mi preoccupo.","Bueno... Mi vida siempre ha sido ensayar
y bailar, bailar y ensayar.$k$pEl escenario me aterra, pero se me olvida
cuando veo sonreír a los espectadores.$k$pDe todas maneras, es nuestra familia a la
que quiero ver feliz por encima de todo.$k$pLo cierto es que a veces veo un rastro de
tristeza en tu mirada y... eso me preocupa.","My life so far has been mostly practice,
practice, practice.$k$pI have terrible stage fright, but it's worth
it to see other people smiling back.$k$pBut you're the one I want to make happy
most of all.$k$pSometimes I see a hint of sadness in your
eyes and I...worry.","Şu ana kadarki hayatım çoğunlukla pratik,
pratik, pratikten ibaretti.$k$pKorkunç bir sahne korkum var ama diğer
insanların da gülümsedigini görmeye değer.$k$pAma en çok mutlu etmek istediğim
kişi sensin.$k$pBazen gözlerinde bir miktar üzüntü
görüyorum ve endişeleniyorum."
8,MID_様子_オリヴィエ_前_恋人,"$Np, il faut me PROMETTRE de
rester sauf. Que ferais-je, seule ?","$Np, versprich mir, vorsichtig zu
sein! Dich zu verlieren wäre schrecklich!","$Np, promettimi che farai
attenzione. Non potrei mai perderti.","PROMÉTEME que no te pondrás en peligro,
$Np. No soportaría perderte.","$Np, PROMISE me you won't get
yourself hurt. I couldn't bear to lose you.","$NpKendine zarar vermeyeceğine bana
söz ver. Seni kaybetmeye dayanamadım."
9,MID_様子_オリヴィエ_後_恋人,"Désolée... Je ne veux pas être une source
d'inquiétude... Je serai plus forte, promis.","Ich weiß. Tut mir leid, dass du dir Sorgen
um mich machst. Ich werde stärker werden.","Lo so, mi preoccupo troppo. Devo solo
diventare più fiduciosa, va bene?","Lo siento, no quería preocuparte. Entrenaré
duro para hacerme más fuerte.","I know. I'm sorry if I worry you.
I'll just have to get stronger, okay?","Biliyorum. Seni endiselendiriyorsam özür
dilerim. Daha da güçlenmem gerekecek,
tamam mı?"
