index,key,F,G,I,S,U,TR
0,MID_様子_ヴェイク_前,"Je me demande si on réalisera nos rêves,
un jour...","He, was willst du eigentlich eines Tages mal
machen?","Ehi, c'è qualcosa che sogni
di fare un giorno o l'altro?","Ahora que lo pienso... no sé qué voy
a hacer cuando acabe la guerra.","Hey, so what do ya dream
about doin' one day?","Hey, bir gün ne yapmayı
düşlüyorsun?"
1,MID_様子_ヴェイク_前_敬さん,"Je me demande si on réalisera nos rêves,
un jour...","Was wollt Ihr eigentlich eines Tages mal
machen?","Allora, abbiamo progetti per il futuro?","Ahora que lo pienso... no sé qué voy
a hacer cuando acabe la guerra.","Hey, so what do ya dream
about doin' one day?","Bir gün ne yapmayı
düşlüyorsunuz?"
2,MID_様子_ヴェイク_前_敬様,"Je me demande si on réalisera nos rêves,
un jour...","Was wollt Ihr eigentlich eines Tages mal
machen?","Allora, abbiamo progetti per il futuro?","A veces pienso que no sé lo que voy a hacer
cuando acabe esta dichosa guerra.","Hey, so what do ya dream
about doin' one day?","Bir gün ne yapmayı
düşlüyorsunuz?"
3,MID_様子_ヴェイク_後,"Pour ma part, je ne rêve à rien.
Le champion maîtrise déjà tout !","Tja, nichts eigentlich. Der Vaike ist schon
meisterhaft in jeder Disziplin!","Non mi viene in mente niente.
Il Vaike è già esperto in tutto!","Pues el gran Vaike ya tiene todo
lo que necesita. ¡Soy perfecto!","Well, nothin', really. The Vaike
is already master of all!","Doğrusu, hiçbir şey! Vaike zaten
her şeyin ustası!"
4,MID_様子_ヴェイク_後_敬さん,"Pour ma part, je ne rêve à rien.
Le champion maîtrise déjà tout !","Tja, nichts eigentlich. Der Vaike ist schon
meisterhaft in jeder Disziplin!","Non mi viene in mente niente.
Il Vaike è già esperto in tutto!","Pues el gran Vaike ya tiene todo
lo que necesita. ¡Soy perfecto!","Well, nothin', really. The Vaike
is already master of all!","Doğrusu, hiçbir şey! Vaike zaten
her şeyin ustası!"
5,MID_様子_ヴェイク_後_敬様,"Pour ma part, je ne rêve à rien.
Le champion maîtrise déjà tout !","Tja, nichts eigentlich. Der Vaike ist schon
meisterhaft in jeder Disziplin!","Non mi viene in mente niente.
Il Vaike è già esperto in tutto!","Pues el gran Vaike ya tiene todo
lo que necesita. ¡Soy perfecto!","Well, nothin', really. The Vaike
is already master of all!","Doğrusu, hiçbir şey! Vaike zaten
her şeyin ustası!"
6,MID_様子_ヴェイク_後_無言,NOT USED,NOT USED,NOT USED,NOT USED,NOT USED,KULLANILMADI
7,MID_様子_ヴェイク_前_親子_子,"Hé, ça t'intéresse un duel contre ton vieux
père ? Tu veux un cours du champion ?","He! Willst du mit deinem alten Lehrmeister
spazieren? Soll er dir was beibringen?","Ehi. Vuoi fare due passi con il tuo vecchio?
Il maestro può insegnarti qualche tecnica.","Oye, ¿te apetece practicar con tu padre?
Seguro que aprendes algo del Maestro.","Hey, kid. Wanna go a round with your
old man? Want Teach to teach ya?","Hey evlat. Babanla kapışmak ister misin?
Hocan sana birkaç numara göstersin mi?"
8,MID_様子_ヴェイク_後_親子_子,"Allez ! T'as aucune chance de vaincre un
jour le vieux Vaike !","Alles klar! Nicht mal in einer Million Jahre
kannst du den alten Vaike übertrumpfen!","Ti avverto! Non riuscirai mai a battere il tuo
vecchio, neanche tra un milione d'anni!","¡Muy bien! Y no sufras: ¡ni en un millón de
años serías capaz de superar al gran Vaike!","You're on! Ain't no way in a million dozen
years you'll out-Vaike your old man!","Varım! Milyonlarca yıl geçse bile
bu ihtiyar Vaike'yi geçemezsin!"
9,MID_様子_ヴェイク_前_恋人,"Bon sang, je t'aime, $Np !
Je sais qu'on est fait l'un pour l'autre !","Ihr Götter, ich liebe dich, $Np!
Wir sind für einander bestimmt!","Il mio amore non ha limiti, $Np!
Siamo fatti l'uno per l'altra!","¡Por los dioses! ¡No sabes cuánto te amo,
$Np! ¡Eres mi media naranja!","Gods, I love you, $Np!
I swear we're made for each other!","Tanrılar, seni seviyorum, 
$Np!
Birbirimiz için yaratılmışız!"
10,MID_様子_ヴェイク_後_恋人,"Eh bien moi, je t'aime plus fort ! Tu vois ?
Le champion est toujours vainqueur.","Tja, und ich liebe dich mehr! Siehst du?
Der Vaike verliert einfach keinen Kampf.","Il mio amore è ancora più grande! Non c'è
battaglia che il maestro non possa vincere.","Bueno, pues... ¡yo te quiero más! ¡JA!
El gran Vaike siempre gana.","Well, I love you more! See?
There's no battle Ol' Vaike can lose.","Peki, seni daha çok seviyorum! Bak? Ol'
Vaike'nin kaybedebileceği hiçbir savaş
yok."
