index,label,English,French,German,Italian,Spanish,Turkish
0,tr_sox,smelly socks,chaussettes puantes,Stinkesocken,calzini puzzolenti,calcetines apestosos,kokmuş çorap
1,tr_expensive_pot,expensive-looking vases,vases précieux,Luxusvasen,vasi pregiati,jarrones valiosos,gösterişli vazo
2,tr_tissue,boxes of tissues,boîtes de mouchoirs,Kosmetiktücher,scatole di fazzolettini,cajas de pañuelos,mendil kutusu
3,tr_toilet_paper,rolls of toilet paper,papier toilette,Klopapierrollen,rotoli di carta igienica,rollos de papel higiénico,tuvalet kâğıdı rulosu
4,tr_rope,skipping ropes,cordes à sauter,Springseile,corde da salto,combas,atlama ipi
5,tr_basket_ball,basketballs,ballons de basket,Basketbälle,palloni da basket,balones de baloncesto,basketbol topu
6,tr_mannen_hitsu,fountain pens,stylos-plume,Füller,penne stilografiche,plumas estilográficas,dolma kalem
8,tr_gb,Game Boy systems,Game Boy,Game Boy-Konsolen,Game Boy,Game Boy,Game Boy
9,tr_vb,Virtual Boy systems,Virtual Boy,Virtual Boy-Konsolen,Virtual Boy,Virtual Boy,Virtual Boy
10,tr_tap,taps,robinets,Wasserhähne,rubinetti,grifos,musluk
12,tr_key,random keys,clés quelconques,Schlüssel ohne Löcher,chiavi,llaves,gizemli anahtar
13,tr_shell,seashells,coquillages,Muschelschalen,conchiglie,conchas,deniz kabuğu
14,tr_yo_yo,spinning toys,jouets,Schnurkreiselspiele,rocchetti,juguetes,yo-yo
15,tr_screw,screws,vis,Schrauben,viti,tornillos,vida
16,tr_crover,four-leaf clovers,trèfles à quatre feuilles,Glücksklee-Exemplare,quadrifogli,tréboles de cuatro hojas,dört yapraklı yonca
17,tr_balloon,balloons,ballons de baudruche,Ballons,palloncini,globos,balon
18,tr_ammonite,ammonite fossils,fossiles d'ammonites,Ammonit-Fossilien,fossili,amonites,ammonit fosili
19,tr_matryoshka,Russian dolls,poupées russes,Matroschka-Puppen-Sets,matrioske,matrioskas,matruşka bebekleri
20,tr_gamewatch,Game & Watch systems,Game & Watch,Game & Watch-Konsolen,Game & Watch,Game & Watch,Game & Watch
21,tr_marble,marbles,billes,Murmeln,biglie,canicas,bilye
22,tr_tin_toy,tin robot toys,robots en fer-blanc,Blechroboter,robot di latta,robots de hojalata,teneke robot
23,tr_swimming_ring,rubber rings,bouées,Schwimmreifen,salvagente,flotadores,deniz simidi
24,tr_field_glasses,pairs of binoculars,jumelles,Ferngläser,binocoli,prismáticos,dürbün
26,tr_wood_spoon,wooden spoons,cuillères en bois,Holzlöffel,cucchiai di legno,cucharas de madera,tahta kaşık
27,tr_sandglass,hourglasses,sabliers,Sanduhren,clessidre,relojes de arena,kum saati
28,tr_luffa_sponge,loofahs,éponges loofah,Luffas,spugne di luffa,esponjas vegetales,lif kabağı
29,tr_plastic_trophy,plastic trophies,trophées en plastique,Plastikpokale,trofei di plastica,trofeos de plástico,plastik kupa
30,tr_crystal,crystals,cristaux,Kristalle,cristalli,cristales,kristal
32,tr_copper_trophy,bronze trophies,trophées en bronze,Bronzepokale,trofei di bronzo,trofeos de bronce,bronz kupa
33,tr_silver_trophy,silver trophies,trophées en argent,Silberpokale,trofei d'argento,trofeos de plata,gümüş kupa
34,tr_gold_trophy,gold trophies,trophées en or,Goldpokale,trofei d'oro,trofeos de oro,altın kupa
35,tr_platinum_trophy,platinum trophies,trophées en platine,Platinpokale,trofei di platino,trofeos de platino,platin kupa
36,tr_gold_coin,gold coins,pièces d'or,Goldmünzen,monete d'oro,monedas de oro,altın sikke
37,tr_silver_coin,silver coins,pièces d'argent,Silbermünzen,monete d'argento,monedas de plata,gümüş sikke
38,tr_family_album,family albums,albums photo,Familienalben,album di famiglia,álbumes familiares,aile albümü
39,tr_glass_shoes,glass slippers,chaussures de verre,Glasschuhe,scarpette di cristallo,zapatos de cristal,cam ayakkabı
40,tr_ducks_toy,rubber ducks,canards en plastique,Gummienten,paperelle di gomma,patitos de goma,lastik ördek
41,tr_acorn,acorns,glands,Eicheln,ghiande,bellotas,meşe palamudu
42,tr_booboo_cushion,whoopee cushions,coussins péteurs,Pupskissen,cuscini rumorosi,cojines de pedos,osuruk minderi
43,tr_compass,compasses,boussoles,Kompasse,bussole,brújulas,pusula
