index,label,English,French,German,Italian,Spanish,Turkish
0,eq_phone,"These days, you can't get by without 
one! OK, so some people do...","Cet objet est devenu quasiment
indispensable de nos jours !","Absolutes Must-have für den modernen
Alltag. Manche haben trotzdem keins.","Oggigiorno è impossibile farne a meno.
Beh, forse per qualcuno ancora no...","Hoy en día, no se puede pasar sin
ellos. Bueno, hay gente que sí...","Günümüzde onsuz yaşamak neredeyse
imkânsız! Gerçi başaranlar da var..."
1,eq_3ds,"A portable 3D game console. In fact,
you could be looking at one right now.","Une console portable... comme celle
que vous avez entre les mains ?","Tragbare 3D-Spielkonsole. Vielleicht
hast du so eine ja gerade in der Hand?","Una console portatile con schermo in
3D. Forse ne hai una anche tu.","Consola portátil de juegos en 3D. Eh...
¿qué es lo que tienes en las manos?","Taşınabilir bir 3D oyun konsolu. Hatta
şu anda bir tanesine bakıyor olabilirsin."
2,eq_study,"Use this notebook and pencil to study
any time. It's all about dedication!","Plongez-vous dans les études à tout
moment avec ce kit incontournable !","Mit Heft und Bleistift kann man schon
viel lernen. Man muss es aber wollen!","Matita e taccuino ti permettono di
studiare e prendere appunti dovunque!","Cuaderno y lápiz para cuando toque
hincar los codos. ¡Sé constante!","Bu defter ve kalemle her yerde ders
çalışabilirsin. İşin sırrı azimde!"
3,eq_pc,"This laptop is portable and the latest
model...for at least the next 6 months.","Cet ordinateur est le modèle le plus
performant qui soit... pour l'instant.","Topmoderner Computer, das Beste, was
es gibt... für mindestens sechs Monate!","Computer portatile all'avanguardia...
almeno per i prossimi 6 mesi!","Lo último en tecnología... Bueno, hasta
que saquen otro dentro de 6 meses...","Taşınabilir ve son model bir bilgisayar...
en azından önümüzdeki 6 ay için."
4,eq_cd,"Packed with great music and much
easier to carry around than a record.","Ce CD à emporter partout contient
la meilleure musique du moment !","Eine kleine Scheibe voll großartiger
Musik. Und viel leichter als eine LP.","Tanta musica in un disco compatto.
Molto comodo da portare in giro.","Más pequeño y con más capacidad que
un vinilo. ¿Qué música hay grabada?","Harika müziklerle dolu; üstelik yanında
taşımak plak taşımaktan çok daha kolay."
5,eq_book,"Don't be afraid of books. They're
paper friends filled with knowledge!","N'ayez pas peur des livres ! Ce sont
des mines de sagesse et de savoir.","Ein Buch kann wie ein Freund sein. Ein
Freund, der dich ratzfatz klüger macht.","Non avere paura dei libri. Sono amici
speciali pieni di conoscenza!","Que no te asusten: ¡son fuentes de
sabiduría! Un libro es un amigo.","Kitaplardan korkma. Onlar bilgiyle dolu
kâğıttan dostlardır!"
6,eq_wiiu,"There's even a screen on the
GamePad! Fun for the whole family.","Il y a même un écran sur la manette !
Du fun pour toute la famille !","Auf dem GamePad gibt's sogar einen
Bildschirm! Jede Menge Spaß für alle!","Il GamePad include uno schermo!
Divertimento per tutta la famiglia!","¡El GamePad tiene su propia pantalla!
Diversión segura para toda la familia.","GamePad’in üzerinde bile ekran var!
Bütün aile için eğlence."
7,eq_yoga,"Become a yoga master with this fun,
easy-to-use manual.","Apprenez tous les rudiments du yoga
grâce à ce manuel pour débutants.","Mit diesem Buch lernst auch du Yoga
ohne Stress und lästige Verspannung!","Impara l'arte dello yoga con questo
pratico e semplice manuale!","Sigue a la letra sus indicaciones para
dominar el arte del yoga en un pispás.","Bu eğlenceli ve kullanımı kolay rehberle
bir yoga ustasına dönüş."
8,eq_treadmill,"Why leave your room for a workout.
Run marathons in front of the TV! ","Entraînez-vous pour le marathon
sans quitter votre salon !","Trainiere daheim in deinem Zimmer:
Marathonlauf und fernsehen zugleich!","Perché allenarsi fuori casa quando
puoi farlo di fronte alla TV?","Ponte en forma sin salir de casa.
¡Corre una maratón frente a la tele!","Spor yapmak için odandan çıkmana ne gerek var?
Televizyon karşısında maraton koş!"
9,eq_mirror,"Use this full-length mirror to see how
you're looking. Great, of course!","Admirez-vous des pieds à la tête
grâce à ce miroir en pied.","Mit diesem mannshohen Spiegel siehst
du genau, wie gut du aussiehst.","Usa questo specchio a figura intera per
ammirare la tua insuperabile bellezza!","Úsalo para verte de cuerpo entero.
¡Seguro que estás espectacular!","Bu boy aynasında kendine baştan aşağı bak.
Harika görünüyorsun tabii!"
