index,label,English,French,German,Italian,Spanish,Turkish
4,fd_anpan,,pain aux haricots rouges,,,,kırmızı fasulyeli çörek
16,fd_japanese_tea,,,,,té everde,yeşil çay
32,fd_karubonara,,,Spah getti Cahbonahra,,,spagetti carbonara
65,fd_syumai,,,Dimm Ssamm,,,buharda mantı
88,fd_tenpura,,beignets teimpoula,,,,tempura
95,fd_nikuman,,,Hackfleisch-Dimm Ssamm,,,domuz etli buharda çörek
104,fd_fried_potato,,,Pomm Fritts,,,patates kızartması
121,fd_yakisoba,,,,yaki sòba,,yakisoba
162,fd_roast_beef,,,,ròsbif,,rozbif
165,fd_peperoncino,,,Spaggetti Peppäh rontschino,,,acı biberli spagetti
178,fd_cup_nudle,,nouille instantanées,,,,hazır noodle
189,fd_hot_dog,,,,hoddòg,,sosisli sandviç
194,fd_ebi_chili,,,,gamberetti al cili,,acı soslu karides
261,fd_corn_dog,,,Corn Dogg,,,corn dog
274,fd_bubble_tea,,,Babbel Tea,,,baloncuklu çay
305,fd_chocolate_bread,pan oh shocola,,,,,çikolatalı çörek
320,fd_magret_de_canard,,,,petto d'ànatra,,fırında ördek
329,fd_chili_con_carne,,chili cone carné,,cili con carne,,chili con carne
330,fd_chicken_tikka_masala,,,Hühn chenn Tik ka Mah sa la,,,tavuk tikka masala
332,fd_creme_brulee,crem bru lay,,Crèm brühleh,crem brulè,,krem brüle
333,fd_fish_chips,,,Fischn Tschipps,fish encìps,,balık ve patates kızartması
347,fd_mince_pie,,minnss paille,,,,kuru meyveli mini turta
363,fd_ratatouille,ratatoo e,,,,,ratatouille
