index,label,English,French,German,Italian,Spanish,Turkish
8,tr_gb,,,,Ghéim boi,,Game Boy
9,tr_vb,,Vir tual Boy,Wörtschuhel Boy,,Vírtual Boy,Virtual Boy
20,tr_gamewatch,,,Game änd Wotch,Ghéim end wotch,Game an guotxc,Game & Watch
34,tr_gold_trophy,,trophée en orr,,,,altın kupa
36,tr_gold_coin,,pièce d'orr,,,,altın sikke
46,tr_bonsai,,bonne zail,,,,bonsai ağacı
57,tr_gold_bar,,lingot d'orr,,,,altın külçe
100,tr_gold_earrings,,boucles d'oreille en orr,,,,altın küpe
110,tr_stethoscope,,stai toscope,,,,stetoskop
111,tr_golden_spoon,,cuillère en orr,,,,altın kaşık
126,tr_home_run_ball,,balle de base-ball,,,,home run topu
151,tr_ue_nintendo_scope,,,Nin tänndo Skohp,Nintendo Scop,,Nintendo Scope
152,tr_ue_nes_rob,,,,rob,rob,R.O.B.
