entry,label,EN,ES,FR,IT,DE,TRANSLATION
0,001,Heya!,¡Hola!,"Yo, 
 !","Ehilà, 
!",Hey!,Selam!
1,002,Yo!,¡Eh!,"Yo, 
,","Ciao, 
!",Hey ho!,Hey!
2,003,"Dear future me,",Querido yo del futuro:,"Cher futur moi,","Caro io futuro,",Liebes Zukunfts-Ich!,"Sevgili gelecekteki ben,"
3,004,"Dear studly future self,",Fornido yo del futuro:,"À moi-même, plus baraqué,","Caro io futuro,",Liebes Später-Ich!,"Sevgili kaslı gelecekteki ben,"
4,005,"Dear hopefully buffer me,",Musculado yo del futuro:,"À moi-même, en plus balèze,","Caro io futuro più in forma,",Liebes hoffentlich fittes Ich!,"Sevgili umarım daha kaslı ben,"
5,006,"Hey, future {{TAG:0005:0001:}}!","¡Eh, {{TAG:0005:0001:}} futuro!","Yo, futur {{TAG:0005:0001:}} !","Ehi, {{TAG:0005:0001:}} futuro!","Hey, {{TAG:0005:0001:}} der Zukunft!","Hey, gelecekteki {{TAG:0005:0001:}}!"
6,007,"Super-toned future me,",Tonificado yo del futuro:,"Au futur médaillé d'or,","Caro io futuro tutto muscoli,","Hallo, Muskel-Ich von später!","Süper fit gelecekteki ben,"
7,008,"Yo, future {{TAG:0005:0001:}}!","¡Eh, {{TAG:0005:0001:}} del futuro!","Salut, futur {{TAG:0005:0001:}} !","Ehi, {{TAG:0005:0001:}} futuro!","Hey, Zukunfts-{{TAG:0005:0001:}}!","Hey, gelecekteki {{TAG:0005:0001:}}!"
8,009,"Remember me, {{TAG:0005:0001:}}?","¿Me recuerdas, {{TAG:0005:0001:}}?","Yo, {{TAG:0005:0001:}}, c'est moi !","Ti ricordi di me, {{TAG:0005:0001:}}?","Hey, Sportass {{TAG:0005:0001:}}!","Beni hatırladın mı, {{TAG:0005:0001:}}?"
9,010,"Dear me-bro of the future,",Querido yo del futuro:,"Futur moi-même,","Caro io del futuro,",Liebes Ich in ferner Zukunft!,"Gelecekteki kas kardeşim bana,"
10,011,"Dear time-traveling me,",Querido yo viajero temporal:,"Salut, {{TAG:0005:0001:}} du futur !","Caro io viaggiatore,","Hallo, Ich einer anderen Zeit!","Sevgili zamanda yolculuk eden ben,"
11,012,Future {{TAG:0005:0001:}}!,"¡Hola, {{TAG:0005:0001:}} del futuro!",Futur {{TAG:0005:0001:}} !,{{TAG:0005:0001:}} futuro!,Zukunfts-{{TAG:0005:0001:}}!!!,Gelecekteki {{TAG:0005:0001:}}!
12,013,"Heya! 
!","¡Hola, 
!","Yo, 
 !","Ciao, 
!","Hey ho, 
!","Selam!
!"
13,014,"Yo! 
!","¡Eh, 
!","Yo, 
,","Grazie, 
!","Hey, hey, hey, 
!","Hey! 
!"
14,015,Sorry to keep you waiting!,¡Perdón por la espera!,Désolé pour l'attente !,Volevo dirtelo da un po'...,Endlich ist es so weit!,Beklettiğim için kusura bakma!
