entry,label,EN,ES,FR,IT,DE,TRANSLATION
0,001,{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}}
1,002,{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}}
2,003,{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}}
3,004,"{{TAG:0003:0024:}}Huh.{{TAG:0007:0000:10000000}} {{TAG:000E:0003:}}{{TAG:0011:0001:0000}} listens to stuff
like {{TAG:0000:0003:0200}}{{TAG:0011:0003:0100}}{{TAG:0000:0003:FFFF}}, huh?{{TAG:0007:0000:08000000}}
That's kinda surprising{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}
{{TAG:0003:0006:}}Surprising, but not unexpected.
{{TAG:0003:001B:}}Now if she was listening to, like,
{{TAG:0000:0003:0200}}K.K. Indie Hit{{TAG:0000:0003:FFFF}}, that'd be crazy.","{{TAG:0003:0024:}}{{TAG:0007:0000:10000000}}¿Qué hace {{TAG:0011:0001:0000}} escuchando
{{TAG:0000:0003:0200}}{{TAG:0011:0003:0100}}{{TAG:0000:0003:FFFF}}?{{TAG:0007:0000:08000000}} {{TAG:0000:0004:}}Pensaba que la única música que le
gustaba era la que ponen en los
anuncios de la tele{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}","{{TAG:0003:0024:}}Tiens,{{TAG:0007:0000:10000000}} {{TAG:0011:0003:0100}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}
J'ignorais que c'était le genre
{{TAG:000E:000A:0600640065002000040064002700}}{{TAG:0011:0001:0000}} d'écouter ça !","{{TAG:0003:0024:}}{{TAG:000E:0003:}}{{TAG:000E:0010:}} {{TAG:0011:0001:0000}} piace ascoltare 
""{{TAG:0011:0003:0100}}"", eh{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}?!
Chi l'avrebbe mai detto!","{{TAG:0003:0024:}}{{TAG:0011:0001:0000}} hört so was wie
{{TAG:0011:0003:0100}}?{{TAG:0007:0000:14000000}}
Das überrascht mich jetzt...","{{TAG:0003:0024:}}Ha.{{TAG:0007:0000:10000000}} {{TAG:000E:0003:}}{{TAG:0011:0001:0000}}, {{TAG:0000:0003:0200}}{{TAG:0011:0003:0100}}{{TAG:0000:0003:FFFF}} gibi şeyler dinliyor demek?{{TAG:0007:0000:08000000}}
Biraz şaşırtıcı{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}
{{TAG:0003:0006:}}Şaşırtıcı ama imkânsız değil.
{{TAG:0003:001B:}}Mesela {{TAG:0000:0003:0200}}K.K. Indie Hit{{TAG:0000:0003:FFFF}} dinleseydi, işte
o çılgınlık olurdu."
4,005,{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}}
5,006,{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}}
6,007,{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}}
7,008,{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}}
8,009,"{{TAG:0011:0001:0000}} has a double bed{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}{{TAG:0000:0004:}}{{TAG:0003:0024:}}Seeing how she usually acts,{{TAG:0007:0000:10000000}} I bet
she needs a larger bed because she
tosses and turns while sleeping!","Así que {{TAG:0011:0001:0000}} tiene una cama
doble{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}{{TAG:0000:0004:}}{{TAG:0003:0024:}}Normal,{{TAG:0007:0000:10000000}} seguro que se caería de
una cama más pequeña con lo
hiperactiva que es.","{{TAG:0011:0001:0000}} a un lit double{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}? {{TAG:0007:0000:1E000000}}C'est
sûr qu'elle a besoin de place...{{TAG:0000:0004:}}{{TAG:0003:0024:}}Excitée comme elle est, {{TAG:0007:0000:08000000}}elle s'agite
sans doute beaucoup dans son
sommeil, {{TAG:0007:0000:08000000}}{{TAG:0005:0007:}} !","{{TAG:0011:0001:0000}} ha un letto a due piazze.{{TAG:0000:0004:}}{{TAG:0003:0024:}}Giudicando da come si muove di
giorno,{{TAG:0007:0000:10000000}} immagino che anche di notte
si rigiri e scalci sotto le coperte!","{{TAG:0011:0001:0000}} hat ein Doppelbett...{{TAG:0000:0004:}}{{TAG:0003:0024:}}Ihrem sonstigen Verhalten nach zu
urteilen, wälzt sie sich vermutlich
nachts ständig wild hin und her!","{{TAG:0011:0001:0000}} çift kişilik yatak
kullanıyor{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}{{TAG:0000:0004:}}{{TAG:0003:0024:}}Her zamanki hâline
bakılırsa,{{TAG:0007:0000:10000000}} uykuda çok dönüp durduğu
için büyük yatağa ihtiyacı vardır!"
9,010,{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}},{{TAG:0009:0004:4700480049004A004B004C00}}
10,011,"{{TAG:0003:000B:}}{{TAG:0007:0000:10000000}}How come {{TAG:0011:0001:0000}} has a
two-seat couch even though
she lives all by herself{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}?
{{TAG:0003:0025:}}Knowing how she is,{{TAG:0007:0000:10000000}} she probably
thinks the bigger it is, the better
it looks,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}!","{{TAG:0003:000B:}}{{TAG:0007:0000:10000000}}¿Qué hace con un sofá de dos
plazas si vive sola?{{TAG:0000:0004:}}{{TAG:0003:0025:}}Conociéndola, seguro que piensa que
los muebles, cuanto más grandes,
más bonitos son, {{TAG:0007:0000:08000000}}{{TAG:0005:0007:}}.","{{TAG:0003:000B:}}{{TAG:0007:0000:10000000}}Pourquoi elle a un canapé double,
{{TAG:0011:0001:0000}} ? {{TAG:0007:0000:1E000000}}Elle vit toute seule,
non ?
{{TAG:0003:0025:}}Elle s'imagine peut-être que ça
suffit à faire d'elle une star,{{TAG:0007:0000:08000000}}
{{TAG:0005:0007:}} !","{{TAG:0003:000B:}}{{TAG:0007:0000:10000000}}Come mai {{TAG:0011:0001:0000}} ha un divano
a due posti anche se vive tutta
sola soletta?
{{TAG:0003:0025:}}Conoscendola,{{TAG:0007:0000:10000000}} direi che si è fatta
guidare dall'idea ""Grande è bello!"",
{{TAG:0007:0000:08000000}}{{TAG:0005:0007:}}!","{{TAG:0003:000B:}}Warum hat sie einen Zweisitzer,
obwohl sie doch alleine wohnt...{{TAG:0000:0004:}}{{TAG:0003:0025:}}Wie ich sie kenne, können ihr die
Möbel wohl einfach nicht groß
genug sein, {{TAG:0005:0007:}}!","{{TAG:0003:000B:}}{{TAG:0007:0000:10000000}}{{TAG:0011:0001:0000}} tek başına yaşadığı hâlde neden
iki kişilik koltuğu var{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}?
{{TAG:0003:0025:}}Onu tanıyorsam,{{TAG:0007:0000:10000000}} büyük olan daha iyi
görünür diye düşünmüştür,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}!"
