entry,label,EN,ES,FR,IT,DE,TRANSLATION
0,001,"{{TAG:0003:0009:}}Huh?{{TAG:0007:0000:14000000}} You're not gonna show me
what you found?","{{TAG:0003:0009:}}¿Eh?{{TAG:0007:0000:14000000}} ¿No vas a enseñarme
lo que has encontrado?","{{TAG:0003:0009:}}Ben quoi ?{{TAG:0007:0000:14000000}} Tu ne veux pas me
montrer ce que tu as trouvé ?","{{TAG:0003:0009:}}Eh?{{TAG:0007:0000:14000000}} Perché non vuoi farmi vedere
che cosa hai trovato?","{{TAG:0003:0009:}}Was?{{TAG:0007:0000:14000000}} Du willst mir gar nicht zeigen,
was du gefunden hast?",{{TAG:0003:0009:}}Ha?{{TAG:0007:0000:14000000}} Bulduğun şeyi bana göstermeyecek misin?
1,002,"{{TAG:0003:0002:}}Don't tell me you lost the lost item,
{{TAG:0005:0008:}}!{{TAG:0007:0000:28000000}}{{TAG:0003:0001:}}","{{TAG:0003:0002:}}¡No me digas que has perdido
el objeto perdido, {{TAG:0005:0008:}}!{{TAG:0007:0000:28000000}}{{TAG:0003:0001:}}","{{TAG:0003:0002:}}Ha ha ! {{TAG:000E:0003:}}{{TAG:0005:0008:}} ! Ne me dis pas
que tu l'as perdu.{{TAG:0007:0000:28000000}}{{TAG:0003:0001:}}","{{TAG:0003:0002:}}Non mi dire che hai smarrito...
... l'oggetto smarrito, {{TAG:0005:0008:}}!{{TAG:0007:0000:28000000}}{{TAG:0003:0001:}}","{{TAG:0003:0002:}}Sag bloß, du hast die verlorene
Sache noch mal verloren,
{{TAG:0005:0008:}}!{{TAG:0007:0000:28000000}}{{TAG:0003:0001:}}","{{TAG:0003:0002:}}Sakın kayıp eşyayı da kaybettim deme, {{TAG:0005:0008:}}!{{TAG:0007:0000:28000000}}{{TAG:0003:0001:}}"
2,003,"{{TAG:0003:0009:}}How can I tell if it's mine if you
won't show it to me?","{{TAG:0003:0009:}}¿Cómo puedo saber si es mío
si no me lo enseñas?","{{TAG:0003:0009:}}Comment je peux savoir si c'est à
moi ou pas si tu ne me montres
rien ?","{{TAG:0003:0009:}}Come faccio a dirti se quello
che hai trovato mi appartiene,
se non me lo mostri?","{{TAG:0003:0009:}}Woher soll ich denn wissen, ob's
mir gehört, wenn du's mir nicht
zeigen willst?","{{TAG:0003:0009:}}Göstermeyeceksen benim mi değil
mi nasıl anlayacağım?"
3,004,"{{TAG:0003:0009:}}Sorry,{{TAG:0007:0000:14000000}} this isn't mine,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.{{TAG:0000:0004:}}{{TAG:0003:0026:}}But with Detective {{TAG:0005:0008:}} hot
on the case,{{TAG:0007:0000:14000000}} I'm sure the owner will
be found before too long.","{{TAG:0003:0009:}}Huy, lo siento{{TAG:0007:0000:14000000}} pero esto
no es mío,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.{{TAG:0000:0004:}}{{TAG:0003:0026:}}Aunque si {{TAG:000E:0006:040065006C0004006C006100}} detective {{TAG:0005:0008:}}
se ocupa del caso,{{TAG:0007:0000:14000000}} ¡seguro que el
propietario no tardará en aparecer!","{{TAG:0003:0009:}}Désolé,{{TAG:0007:0000:14000000}} mais ce n'est pas à moi,{{TAG:0007:0000:08000000}}
{{TAG:0005:0007:}}.{{TAG:0000:0004:}}{{TAG:0003:0026:}}Mais je suis sûr que Super
{{TAG:0005:0008:}} n'aura aucun mal à
retrouver à qui ça appartient.","{{TAG:0003:0009:}}Mi dispiace,{{TAG:0007:0000:14000000}} ma questa cosa
non è mia,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.{{TAG:0000:0004:}}{{TAG:0003:0026:}}Anche se so che {{TAG:000E:0006:040075006E00060075006E006100}} detective
in gamba come te{{TAG:0007:0000:14000000}} scoprirà a chi
appartiene in men che non si dica.","{{TAG:0003:0009:}}Tut mir leid, aber das gehört mir
nicht,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.{{TAG:0000:0004:}}{{TAG:0003:0026:}}Aber Inspektor {{TAG:0005:0008:}} muss
bestimmt nicht lange suchen, bis
{{TAG:000E:0006:0400650072000600730069006500}} den richtigen Besitzer hat!","{{TAG:0003:0009:}}Üzgünüm,{{TAG:0007:0000:14000000}} bu benim değil,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.{{TAG:0000:0004:}}{{TAG:0003:0026:}}Ama
Dedektif {{TAG:0005:0008:}} işin peşindeyken{{TAG:0007:0000:14000000}}
sahibini çok geçmeden bulursun bence."
4,005,"{{TAG:0003:000F:}}{{TAG:0007:000B:}}Whoa!{{TAG:0007:0000:28000000}} {{TAG:0003:0001:}}Well{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0003:0028:}}it's not mine.{{TAG:0007:0001:}}{{TAG:0003:0001:}} You
should ask around,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:000F:}}{{TAG:0007:000B:}}¡Qué flipe!{{TAG:0007:0000:28000000}} {{TAG:0003:0001:}}Pero{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0003:0028:}} me temo
que eso no es mío.{{TAG:0007:0001:}}{{TAG:0003:0001:}} Tendrás que
preguntar por ahí,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Waouh !{{TAG:0007:0001:}} {{TAG:0003:0001:}}Mais pas de chance{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}. ce
truc n'est pas à moi,{{TAG:0007:0000:14000000}} {{TAG:0005:0007:}}.","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Caspitina!{{TAG:0007:0000:28000000}} Questo oggetto è mitico!
{{TAG:0003:0028:}}Purtroppo non è mio.{{TAG:0007:0001:}}{{TAG:0003:0001:}} Prova
a chiedere in giro,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Oh danke!{{TAG:0007:0000:28000000}} Wie nett!{{TAG:0007:0000:1E000000}}
{{TAG:0003:0028:}}Aber leider gehört mir das gar nicht.{{TAG:0007:0000:14000000}}
{{TAG:0003:0009:}}Schade,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Vay!{{TAG:0007:0000:28000000}} {{TAG:0003:0001:}}Şey{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0003:0028:}}benim değil.{{TAG:0007:0001:}}{{TAG:0003:0001:}} Başkalarına
da sor bence,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}."
5,006,"{{TAG:0003:000B:}}Hm{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0028:}}Nope, I've never seen this
before.{{TAG:0000:0004:}}{{TAG:0003:0000:}}Good luck finding the owner,{{TAG:0007:0000:08000000}}
{{TAG:0005:0007:}}.","{{TAG:0003:000B:}}Hum{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0028:}}Pues no, nunca había visto
esto antes.{{TAG:0000:0004:}}{{TAG:0003:0000:}}A ver si tienes suerte y encuentras
al propietario,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:000B:}}Hmmm{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0028:}}Non, je n'ai jamais vu ce
truc avant.{{TAG:0000:0004:}}{{TAG:0003:0000:}}Bonne chance pour trouver à qui ça
appartient,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:000B:}}Mmmh{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0028:}}No, questa cosa
non l'ho mai vista prima d'ora.{{TAG:0000:0004:}}{{TAG:0003:0000:}}Continua a cercare il proprietario,{{TAG:0007:0000:08000000}}
{{TAG:0005:0007:}}. In bocca al lupo!","{{TAG:0003:000B:}}Hm...{{TAG:0007:0000:14000000}} {{TAG:0003:0028:}}Nö, das da hab ich noch nie
gesehen.{{TAG:0000:0004:}}{{TAG:0003:0000:}}Hoffentlich findest du den richtigen
Besitzer,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:000B:}}Hmm{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0028:}}Yok, bunu daha önce hiç
görmedim.{{TAG:0000:0004:}}{{TAG:0003:0000:}}Sahibini bulmada bol
şans,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}."
6,007,"{{TAG:0003:000F:}}{{TAG:0007:000B:}}Yess!{{TAG:0007:0000:14000000}} It's the comic book I lost!{{TAG:0007:0000:14000000}}
I'm so glad you found it!{{TAG:0000:0004:}}{{TAG:0003:0003:}}""{{TAG:000E:0004:}}{{TAG:0005:000F:0000}} Man"" issue #{{TAG:0004:0006:0001}}
is a total collector's item!{{TAG:0007:0000:28000000}} It's good
to have it back!","{{TAG:0003:000F:}}{{TAG:0007:000B:}}¡Síii!{{TAG:0007:0000:14000000}} ¡Es el tebeo que perdí!{{TAG:0007:0000:14000000}} ¡Ay,
qué bien que lo has encontrado!{{TAG:0000:0004:}}{{TAG:0003:0003:}}El N.º 1 de ""{{TAG:000E:0003:}}{{TAG:0005:000F:0000}}-man"",
¡un objeto de coleccionista!{{TAG:0007:0000:28000000}}
¡Me alegro de haberlo recuperado!","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Yess !{{TAG:0007:0000:14000000}} C'est la BD que j'avais
perdue !{{TAG:0007:0000:14000000}} Je suis super content que
tu l'aies retrouvée !
{{TAG:0003:0003:}}C'est le numéro 46387 de la série
{{TAG:000E:0003:}}{{TAG:0005:000F:0000}} Man ! Il est
collector ce numéro !{{TAG:0007:0000:28000000}}","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Evvai!{{TAG:0007:0000:14000000}} È il fumetto che avevo perso!{{TAG:0007:0000:14000000}}
Mitico! Sei riuscit{{TAG:000E:0006:02006F0002006100}} a trovarlo!{{TAG:0000:0004:}}{{TAG:0003:0003:}}È il numero 1 di ""Zuppaman contro
l'Uomo Stagno""!{{TAG:0007:0000:28000000}} È un albo da
collezionisti! Meno male!","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Oooh!{{TAG:0007:0000:14000000}} Das ist ja mein Comic, den
ich die ganze Zeit gesucht hab!{{TAG:0007:0000:28000000}}
Wo hast du den denn gefunden?
{{TAG:0003:000B:}}„{{TAG:000E:0003:}}{{TAG:0005:000F:0000}}-Mann auf der
Suche nach {{TAG:000E:0008:02CD1C00640065006D0020007600650072006C006F00720065006E0065006E001C0064006500720020007600650072006C006F00720065006E0065006E001C00640065006D0020007600650072006C006F00720065006E0065006E00}}
{{TAG:0005:0010:0200}}“, Band {{TAG:0004:0006:0001}}...
{{TAG:0003:0003:}}Mann, das ist inzwischen ein echtes
Sammlerstück!{{TAG:0007:0000:14000000}} Danke, dass du es
mir zurückgebracht hast!","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Yaşasın!{{TAG:0007:0000:14000000}} Kaybettiğim çizgi roman bu!{{TAG:0007:0000:14000000}}
Bulduğuna çok sevindim!{{TAG:0000:0004:}}{{TAG:0003:0003:}}""{{TAG:000E:0004:}}{{TAG:0005:000F:0000}}
Adam""ın {{TAG:0004:0006:0001}}. sayısı tam koleksiyonluk!{{TAG:0007:0000:28000000}}
Geri gelmesi süper oldu!"
7,008,"{{TAG:0003:0000:}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:000F:}}{{TAG:0007:000B:}}Hey!{{TAG:0007:0000:28000000}} This is my book!{{TAG:0007:0001:}} {{TAG:0003:0001:}}See, I wrote
my name on the back!{{TAG:0000:0004:}}{{TAG:0003:0013:}}{{TAG:0007:0000:14000000}}Oh, wow,{{TAG:0007:0000:14000000}} I never realized how bad
my handwriting was.{{TAG:0007:0000:14000000}} No wonder you
couldn't read this chicken scratch.","{{TAG:0003:0000:}}Eeh{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:000F:}}{{TAG:0007:000B:}} ¡Oye!{{TAG:0007:0000:28000000}} ¡Es mi libro!{{TAG:0007:0001:}} {{TAG:0003:0001:}}Mira,
¡tiene escrito mi nombre a boli
en la primera página!
{{TAG:0003:0013:}}{{TAG:0007:0000:14000000}}Huy,{{TAG:0007:0000:14000000}} no era consciente de que tenía
tan mala letra.{{TAG:0007:0000:14000000}} No me extraña que
no hayas reconocido mi nombre.","{{TAG:0003:0000:}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:000F:}}{{TAG:0007:000B:}} Hé, mais !{{TAG:0007:0000:28000000}} Il est à moi ce livre !{{TAG:0007:0001:}}
{{TAG:0003:0001:}}Regarde, il y a même mon nom sur
la couverture.{{TAG:0000:0004:}}{{TAG:0003:0013:}}{{TAG:0007:0000:14000000}}Mince...{{TAG:0007:0000:14000000}} J'ai vraiment une écriture
de cochon, moi.{{TAG:0000:0004:}}Pas étonnant que tu n'arrivais pas à
lire le nom, c'est écrit en pattes de
mouches.","{{TAG:0003:0000:}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:000F:}}{{TAG:0007:000B:}} Ehi!{{TAG:0007:0000:28000000}} Ma è il mio libro!{{TAG:0007:0001:}} {{TAG:0003:0001:}}Vedi? C'è
scritto dietro anche il mio nome!{{TAG:0000:0004:}}{{TAG:0003:0013:}}{{TAG:0007:0000:14000000}}Oh, caspitina,{{TAG:0007:0000:14000000}} non mi ero mai
accorto di avere una scrittura
a zampe di gallina.
Ecco perché non sei riuscit{{TAG:000E:0006:02006F0002006100}}
a decifrare niente!","{{TAG:0003:0000:}}{{TAG:0007:0000:14000000}}{{TAG:0003:000F:}}{{TAG:0007:000B:}}D-d-das ist ja mein Buch!{{TAG:0007:0000:1E000000}}
{{TAG:0003:0001:}}Guck mal, da steht mein Name drin!{{TAG:0000:0004:}}{{TAG:0003:0013:}}{{TAG:0007:0000:14000000}}Auweia, hab ich vielleicht eine
Sauklaue!{{TAG:0007:0000:14000000}} Kein Wunder, dass du
das nicht lesen konntest.","{{TAG:0003:0000:}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:000F:}}{{TAG:0007:000B:}}Hey!{{TAG:0007:0000:28000000}} Bu benim kitabım!{{TAG:0007:0001:}} {{TAG:0003:0001:}}Bak, arkasına
adımı yazmışım!{{TAG:0000:0004:}}{{TAG:0003:0013:}}{{TAG:0007:0000:14000000}}Vay be,{{TAG:0007:0000:14000000}} el yazımın
bu kadar kötü olduğunu bilmiyordum.{{TAG:0007:0000:14000000}}
Bu tavuk karalamasını
okuyamamana şaşmamalı."
8,009,"{{TAG:0003:000F:}}{{TAG:0007:000B:}}Hey!{{TAG:0007:0000:14000000}} This is my book!{{TAG:0007:0000:14000000}} I was looking
everywhere for this thing!{{TAG:0007:0000:14000000}} I figured
it was gone forever.
{{TAG:0003:0005:}}It's so awesome you found it!","{{TAG:0003:000F:}}{{TAG:0007:000B:}}¡Eh!{{TAG:0007:0000:14000000}} ¡Este es mi libro!{{TAG:0007:0000:14000000}} ¡Lo estuve
buscando por todas partes!{{TAG:0007:0000:14000000}}
Ya lo había dado por perdido.
{{TAG:0003:0005:}}¡Qué bien que lo has encontrado!","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Mais !{{TAG:0007:0000:14000000}} C'est mon livre !{{TAG:0007:0000:14000000}} Je l'ai
cherché partout !{{TAG:0007:0000:14000000}} Je ne pensais
vraiment pas le revoir un jour.
{{TAG:0003:0005:}}Tu es vraiment trop {{TAG:000E:0006:080066006F00720074000A0066006F00720074006500}} !","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Ehi!{{TAG:0007:0000:14000000}} Ma questo è il mio libro!{{TAG:0007:0000:14000000}} L'ho
cercato dappertutto!{{TAG:0007:0000:14000000}} Ormai
pensavo di averlo perso per sempre.
{{TAG:0003:0005:}}Mitico, l'hai ritrovato!!!","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Oh, mein Buch!{{TAG:0007:0000:14000000}} Ich dachte schon,
ich würde es nie mehr finden!{{TAG:0000:0004:}}{{TAG:0003:0005:}}Jetzt werde ich endlich erfahren,
ob {{TAG:000E:0008:02CD060064006500720006006400690065000600640061007300}} {{TAG:0005:000F:0200}} verzaubert
war oder nicht.{{TAG:0007:0000:14000000}} Danke, {{TAG:0005:0008:}}!","{{TAG:0003:000F:}}{{TAG:0007:000B:}}Hey!{{TAG:0007:0000:14000000}} Bu benim kitabım!{{TAG:0007:0000:14000000}} Her yerde bunu
arıyordum!{{TAG:0007:0000:14000000}} Tamamen kayboldu sanmıştım.
{{TAG:0003:0005:}}Bulmana acayip sevindim!"
9,010,"{{TAG:0003:0010:}}{{TAG:0007:000B:}}Whoa!{{TAG:0007:0000:14000000}} I was looking forever for this!{{TAG:0007:0001:}}
This is the bag I use to store
desserts!
{{TAG:0003:0004:}}The {{TAG:0005:0010:0000}} I was saving
is still inside!{{TAG:0007:0000:28000000}} Oh, yeah! {{TAG:0007:0000:0E000000}}Guess I'll
just have to eat it all.{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:0010:}}{{TAG:0007:000B:}}¡Vaya!{{TAG:0007:0000:14000000}} ¡He estado buscando esto
como un loco!{{TAG:0007:0001:}} ¡Es la bolsita en la
que suelo guardar los postres!
{{TAG:0003:0004:}}¡{{TAG:000E:0003:}}{{TAG:000E:0001:}}{{TAG:0005:0010:0000}} que había
guardado sigue dentro!{{TAG:0007:0000:28000000}} ¡Pues me
l{{TAG:000E:0008:00CD02006F000200610002003000}} pienso zampar,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}!","{{TAG:0003:0010:}}{{TAG:0007:000B:}}Cool !{{TAG:0007:0000:14000000}} Ça fait une éternité que je
cherchais ce truc !{{TAG:0007:0001:}}
C'est mon sac à bonbons !
{{TAG:0003:0004:}}Miam ! J'espère que
{{TAG:000E:0001:}}{{TAG:0005:0010:0000}} que j'avais
mis{{TAG:000E:0008:00CD00000200650002003000}} dedans y est toujours.
Justement, j'ai comme un petit
creux, là,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}.","{{TAG:0003:0010:}}{{TAG:0007:000B:}}Uau!{{TAG:0007:0000:14000000}} La stavo cercando da secoli!{{TAG:0007:0001:}}
È la borsa in cui di solito conservo
i miei amatissimi dolci!
{{TAG:0003:0004:}}E c'è ancora un'intera porzione di
{{TAG:0005:0010:0000}} dentro!{{TAG:0007:0000:28000000}} Quasi
quasi me la pappo,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}!","{{TAG:0003:0010:}}{{TAG:0007:000B:}}Meine Tasche!{{TAG:0007:0000:1E000000}} Die hab ich die
ganze Zeit gesucht,{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}!{{TAG:0000:0004:}}{{TAG:0003:0004:}}Oh, und {{TAG:000E:0008:00CD08006D00650069006E000A006D00650069006E00650008006D00650069006E00}} {{TAG:0005:0010:0000}}
ist noch drin!{{TAG:0007:0000:28000000}} Dann muss ich heute
ja gar nichts mehr kochen!","{{TAG:0003:0010:}}{{TAG:0007:000B:}}Vay be!{{TAG:0007:0000:14000000}} Bunu ne zamandır arıyordum!{{TAG:0007:0001:}}
Tatlılarımı sakladığım çanta bu!
{{TAG:0003:0004:}}Ayırdığım {{TAG:0005:0010:0000}} hâlâ içinde!{{TAG:0007:0000:28000000}} Oh be!
{{TAG:0007:0000:0E000000}}Artık hepsini yemek
zorundayım.{{TAG:0007:0000:08000000}} {{TAG:0005:0007:}}."
