entry,label,EN,ES,FR,IT,DE,TRANSLATION
0,001,"{{TAG:0003:0015:}}Since I started keeping my
{{TAG:0011:0003:0000}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}I feel
healthier somehow!
{{TAG:0003:0025:}}I think it's because I'm living closer
to nature{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0005:}}Go, nature!{{TAG:0007:0000:28000000}} Go, nature!
Go, {{TAG:0007:0000:08000000}}{{TAG:0005:0001:}}! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Desde que tengo {{TAG:000E:0002:}}
{{TAG:0011:0003:0000}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} ¡me
siento como mucho más sana!
{{TAG:0003:0025:}}Creo que es porque estoy más cerca
de la naturaleza{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0005:}}¡Es como si
hubiese despertado mi lado salvaje!","{{TAG:0003:0015:}}Depuis qu'j'ai {{TAG:000E:0002:}}
{{TAG:0011:0003:0000}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} j'me sens
plus en forme, bizarrement !
{{TAG:0003:0025:}}C'est sans doute parce que chuis
plus proche d'la nature qu'avant,{{TAG:0007:0000:14000000}}
{{TAG:0005:0007:}} !","{{TAG:0003:0015:}}Da quando ho in casa
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}
mi sento più in salute!
{{TAG:0003:0025:}}Forse perché vivo più vicina
alla natura{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0005:}}Viva la natura!{{TAG:0007:0000:28000000}} Evviva!
E viva {{TAG:0005:0001:}}, {{TAG:0007:0000:14000000}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Seitdem ich mir Jürgen,{{TAG:0007:0000:08000000}} mei{{TAG:000E:0008:00CD06006E0065006E0004006E00650002006E00}}
{{TAG:0011:0003:0000}}, zugelegt
hab,{{TAG:0007:0000:08000000}} fühl ich mich voll ausgeglichen{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}
{{TAG:0003:0025:}}Tja,{{TAG:0007:0000:08000000}} so was passiert halt, wenn man
sich 'n Stück Natur ins Haus holt{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0023:}}
Da muss ich direkt abtanzen!{{TAG:0003:002A:}}{{TAG:0007:0000:28000000}}","{{TAG:0003:0015:}}{{TAG:0011:0003:0000}}ımı beslemeye başladığımdan
beri{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} kendimi nedense
daha sağlıklı hissediyorum!
{{TAG:0003:0025:}}Galiba doğaya daha yakın
yaşamamdandır{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0005:}}Yaşasın doğa!{{TAG:0007:0000:28000000}}
Yaşasın doğa!
Yaşasın {{TAG:0007:0000:08000000}}{{TAG:0005:0001:}}! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!"
1,002,"{{TAG:0003:0015:}}I don't know art{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} But I like this
{{TAG:0011:0003:0000}}!{{TAG:0000:0004:}}{{TAG:0003:000F:}}What? {{TAG:0007:0000:14000000}}You think it's real?{{TAG:0007:0001:}}{{TAG:0003:0002:}} No way!{{TAG:0007:0000:0A000000}}
I'm sure it's just a good fake! {{TAG:0007:0000:28000000}}{{TAG:0003:0025:}}","{{TAG:0003:0015:}}No tengo ni idea de arte{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} ¡Pero
{{TAG:000E:0012:100008006500730074006500080065007300740061000000}} {{TAG:0011:0003:0000}} es
la repanocha!{{TAG:0000:0004:}}{{TAG:0003:000F:}}¿Qué dices? {{TAG:0007:0000:14000000}}¿Crees que es de
verdad?{{TAG:0007:0001:}}{{TAG:0003:0002:}} ¡Imposible!{{TAG:0007:0000:0A000000}} Yo creo
que es una simple imitación.{{TAG:0007:0000:28000000}}{{TAG:0003:0025:}}","{{TAG:0003:0015:}}L'art, j'y connais que dalle{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} Mais
j'ai eu l'coup d'foudre pour {{TAG:000E:0008:00CD0400630065000A00630065007400740065000000}}
{{TAG:000E:0008:00CD08006A006F006C0069000A006A006F006C00690065000000}} {{TAG:0011:0003:0000}} !
{{TAG:0003:000F:}}Quoi ?{{TAG:0007:0000:14000000}} Si c'est {{TAG:000E:0008:00CD0E0075006E0020007600720061006900120075006E0065002000760072006100690065000000}} ?{{TAG:0007:0001:}} {{TAG:0003:0002:}}Alors là,
ça m'épaterait !{{TAG:0007:0000:0A000000}} Mais à mon avis,
c'est qu'une imitation réussie.{{TAG:0007:0000:14000000}}{{TAG:0003:0025:}}","{{TAG:0003:0015:}}Non mi intendo di arte ma{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}
devo dire che non mi dispiace
{{TAG:000E:0008:00CD0C0069006C0020006D0069006F000C006C00610020006D006900610002003000}} {{TAG:0011:0003:0000}}!{{TAG:0000:0004:}}{{TAG:0003:000F:}}Come? {{TAG:0007:0000:14000000}}Pensi sia autentic{{TAG:000E:0008:00CD02006F000200610002003000}}?{{TAG:0007:0001:}}{{TAG:0003:0002:}} Ma no!{{TAG:0007:0000:0A000000}}
Senza dubbio è un falso fatto...
ad arte!{{TAG:0007:0000:28000000}}{{TAG:0003:0025:}}","{{TAG:0003:0015:}}Eigentlich hab ich ja keine Ahnung
von Kunst.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} Aber {{TAG:000E:0001:}}
{{TAG:0011:0003:0000}} ist so cool!{{TAG:0000:0004:}}{{TAG:0003:000F:}}Echt? {{TAG:0007:0000:14000000}}Du glaubst, das ist ein
Original?{{TAG:0007:0001:}}{{TAG:0003:0002:}} Bestimmt nicht!{{TAG:0007:0000:0A000000}} Das ist 
sicher nur 'ne gute Fälschung! {{TAG:0007:0000:28000000}}{{TAG:0003:0025:}}","{{TAG:0003:0015:}}Sanattan pek anlamam{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} Ama şu {{TAG:0011:0003:0000}}
hoşuma gidiyor!{{TAG:0000:0004:}}{{TAG:0003:000F:}}Ne? {{TAG:0007:0000:14000000}}Gerçek olduğunu
mu düşünüyorsun?{{TAG:0007:0001:}}{{TAG:0003:0002:}} Hadi canım!{{TAG:0007:0000:0A000000}}
Bence sadece iyi yapılmış bir taklit! {{TAG:0007:0000:28000000}}{{TAG:0003:0025:}}"
2,003,"{{TAG:0003:0025:}}Just by putting out a plant like
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}},{{TAG:0007:0000:0A000000}} you
can make a room easier on the eyes!{{TAG:0007:0000:0A000000}}
{{TAG:0003:0023:}}And you gotta take care of your
peepers{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}if you wanna have a good
glare!{{TAG:0007:0000:14000000}} {{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0025:}}Ha sido poner {{TAG:000E:0002:}}
{{TAG:0011:0003:0000}} aquí,{{TAG:0007:0000:0A000000}}
¡y esta habitación ya es otra cosa!{{TAG:0007:0000:0A000000}}
{{TAG:0003:0023:}}Yo siempre se lo digo a todo el
mundo.{{TAG:0007:0000:14000000}} ¡Pon una planta en tu
vida,{{TAG:0007:0000:14000000}} {{TAG:0005:0007:}}!","{{TAG:0003:0025:}}Pour rendre une pièce agréable à
l'œil, rien d'tel qu'une plante comme
{{TAG:000E:0008:00CD10006D006F006E0020006A006F006C00690010006D00610020006A006F006C00690065000000}} {{TAG:0011:0003:0000}} !
{{TAG:0003:0023:}}Les yeux, c'est du sérieux{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} Sans
eux, pas d'regard qui tue !{{TAG:0007:0000:14000000}}
{{TAG:000E:0003:}}{{TAG:0005:0007:}} !","{{TAG:0003:0025:}}Basta mettere una pianta come
{{TAG:000E:0008:00CD0C0069006C0020006D0069006F000C006C00610020006D006900610002003000}} {{TAG:0011:0003:0000}},{{TAG:0007:0000:0A000000}}
e la casa ha un aspetto più fresco!
{{TAG:0003:0023:}}Ogni tanto, ma solo ogni tanto,
bisogna{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} pensare all'estetica,
{{TAG:0007:0000:14000000}}{{TAG:0005:0007:}}!","{{TAG:0003:0025:}}So 'ne Pflanze wie {{TAG:000E:0001:}}
{{TAG:0011:0003:0000}},{{TAG:0007:0000:0A000000}} ist total
abgefahren, findest du nicht auch?{{TAG:0007:0000:0A000000}}
{{TAG:0003:0017:}}Wie?{{TAG:0007:0000:08000000}} Du hättest nicht gedacht,
dass ich 'nen grünen Daumen habe?{{TAG:0000:0004:}}{{TAG:0003:0023:}}Tja,{{TAG:0007:0000:08000000}} ich bin halt immer für
'ne Überraschung gut!
{{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0025:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0000}} gibi bir bitkiyi{{TAG:0007:0000:0A000000}} ortaya koyman
bile odayı göze daha hoş gösteriyor!{{TAG:0007:0000:0A000000}}
{{TAG:0003:0023:}}Hem iyi bir bakış atacaksan gözlerine
iyi bakman gerek{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0007:0000:14000000}} {{TAG:000E:0003:}}{{TAG:0005:0007:}}!"
3,004,"{{TAG:0003:001B:}}The other day{{TAG:0007:0000:14000000}} my stereo just
stopped working.{{TAG:0007:0000:08000000}} It was so lame!{{TAG:0000:0004:}}{{TAG:0003:000A:}}I'm no good with that stuff{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}so
{{TAG:0005:0003:}} fixed it for me!{{TAG:0000:0004:}}{{TAG:0003:0015:}}{{TAG:000E:0003:}}{{TAG:0005:0003:}} may not look bright,
{{TAG:0007:0000:08000000}}but {{TAG:000E:0007:080068006500270073000A0073006800650027007300}} way better at machines
and stuff than I am! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:001B:}}Pues el otro día,{{TAG:0007:0000:14000000}} me dejó de
funcionar el equipo de música.{{TAG:0007:0000:08000000}}
¡No veas qué rollo!{{TAG:0000:0004:}}{{TAG:0003:000A:}}Encima yo no soy muy buena con los
chismes esos{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} ¡Pero {{TAG:0005:0003:}} me
lo arregló en un pispás!{{TAG:0000:0004:}}{{TAG:0003:0015:}}A lo mejor te crees que {{TAG:0005:0003:}}
no es muy inteligente, {{TAG:0007:0000:08000000}}¡pero los
aparatos y demás se le dan de vicio!","{{TAG:0003:001B:}}L'autre jour, mon matos audio m'a
lâchée !{{TAG:0007:0000:08000000}} J'étais verte !{{TAG:0000:0004:}}{{TAG:0003:000A:}}Moi, j'entrave rien à ces trucs{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} du
coup, {{TAG:0005:0003:}} s'est {{TAG:000E:0007:0C0063006800610072006700E9000E0063006800610072006700E9006500}} des
réparations !
{{TAG:0003:0015:}}{{TAG:000E:0007:040049006C00080045006C006C006500}} en a pas l'air comme ça, mais
{{TAG:000E:0007:040069006C00080065006C006C006500}} s'y connaît, en machines !{{TAG:0007:0000:14000000}}
{{TAG:000E:0003:}}{{TAG:0005:0007:}} !","{{TAG:0003:001B:}}L'altro giorno{{TAG:0007:0000:14000000}} il mio stereo ha
deciso di smettere di funzionare!{{TAG:0007:0000:08000000}}
Che tristezza!{{TAG:0000:0004:}}{{TAG:0003:000A:}}Io non ne capisco niente di questi
aggeggi{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} perciò {{TAG:0005:0003:}}
me l'ha sistemato!
{{TAG:0003:0015:}}Magari non sembra,
ma {{TAG:0005:0003:}} {{TAG:0007:0000:08000000}}ci sa fare più di me
con la tecnologia, {{TAG:0007:0000:14000000}}{{TAG:0005:0007:}}!","{{TAG:0003:001B:}}Letztens hat sich meine Stereo-
anlage von mir verabschiedet!{{TAG:0007:0000:14000000}}
Total uncool, so was!
{{TAG:0003:000A:}}Ich hab natürlich auch keine Ahnung,
wie man die repariert{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} Aber zum
Glück haben wir {{TAG:0005:0003:}}!
{{TAG:0003:0015:}}Ja, {{TAG:0005:0003:}} ist jetzt nicht {{TAG:000E:0007:06006400650072000600640069006500}}
Hellste, {{TAG:0007:0000:08000000}}aber {{TAG:000E:0007:0400650072000600730069006500}} hat ein Händchen
für Elektronik! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:001B:}}Geçen gün{{TAG:0007:0000:14000000}} müzik setim birden bozuldu.{{TAG:0007:0000:08000000}}
Çok sinir bozucuydu!{{TAG:0000:0004:}}{{TAG:0003:000A:}}Ben bu işlerden hiç
anlamam{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} neyse ki {{TAG:0005:0003:}} tamir
etti!{{TAG:0000:0004:}}{{TAG:0003:0015:}}{{TAG:000E:0003:}}{{TAG:0005:0003:}} pek zeki görünmeyebilir,{{TAG:0007:0000:08000000}}
ama makinelerden benden çok daha iyi
anlıyor! {{TAG:000E:0007:080068006500270073000A0073006800650027007300}}{{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!"
4,005,{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}}
5,006,{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}}
6,007,"{{TAG:0003:0025:}}Just looking at good kitchen gear
like a fancy {{TAG:0011:0003:0000}}{{TAG:0007:0000:14000000}}
makes me wanna use it.
{{TAG:0003:000F:}}What?{{TAG:0007:0000:14000000}} {{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0000:}}I can cook!{{TAG:0007:0000:14000000}} I'm pretty good!
{{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0025:}}Nada como tener {{TAG:000E:0012:1000040075006E00060075006E0061000000}}
{{TAG:0011:0003:0000}}{{TAG:0007:0000:14000000}} para que
te entren ganas de cocinar.
{{TAG:0003:000F:}}¿Qué?{{TAG:0007:0000:14000000}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0000:}} ¡Oye, que sé cocinar!{{TAG:0007:0000:14000000}}
¡Y muy bien, además!","{{TAG:0003:0025:}}Suffit que j'pose les yeux sur {{TAG:000E:0008:00CD040063006500080063002700740065000000}}
chouette {{TAG:0011:0003:0000}}
pour qu'ça m'démange de l'utiliser !
{{TAG:0003:000F:}}De quoi ?!{{TAG:0007:0000:1E000000}} {{TAG:0003:0000:}}Mais évidemment, que
j'sais cuisiner !{{TAG:0007:0000:14000000}} {{TAG:0003:002C:}}{{TAG:0007:0000:0A000000}}J'assure, même !{{TAG:0007:0000:14000000}}
{{TAG:000E:0003:}}{{TAG:0005:0007:}} !{{TAG:0007:0000:0A000000}}{{TAG:0003:0000:}}","{{TAG:0003:0025:}}Una cucina bene attrezzata come
{{TAG:000E:0008:00CD0C0069006C0020006D0069006F000C006C00610020006D006900610002003000}} {{TAG:0011:0003:0000}}{{TAG:0007:0000:14000000}}
ti fa venire voglia di usarla!
{{TAG:0003:000F:}}Che?{{TAG:0007:0000:14000000}} {{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0000:}} Ma certo che so cucinare!{{TAG:0007:0000:14000000}}
E non me la cavo per niente male,
{{TAG:0007:0000:14000000}}{{TAG:0005:0007:}}!","{{TAG:0003:0025:}}So {{TAG:000E:0008:00CD040027006E00060027006E006500040027006E00}} {{TAG:0011:0003:0000}} in
der Küche ist schon praktisch!{{TAG:0000:0004:}}{{TAG:0003:0011:}}Hey!{{TAG:0007:0000:14000000}} {{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0000:}}Ich muss ja auch irgendwann
kochen –{{TAG:0007:0000:14000000}} auch wenn ich das nicht
so cool finde! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0025:}}Şöyle havalı bir {{TAG:0011:0003:0000}}{{TAG:0007:0000:14000000}} gibi güzel
mutfak eşyalarını görünce insanın
kullanası geliyor.
{{TAG:0003:000F:}}Ne?{{TAG:0007:0000:14000000}} {{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0000:}}Ben yemek yapabiliyorum!{{TAG:0007:0000:14000000}} Hem de gayet iyi!
{{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!"
7,008,"{{TAG:0003:0015:}}I'm finicky about my bed{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0025:}}I change
the sheets every day!{{TAG:0007:0000:28000000}}{{TAG:0003:0005:}} It just feels
better that way! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Para lo de dormir soy muy
quisquillosa{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0025:}}¡Tengo que cambiar
las sábanas todos los días!{{TAG:0007:0000:28000000}}
{{TAG:0003:0005:}}¡Si no, no soy capaz de descansar
como está mandado, {{TAG:0007:0000:14000000}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Chuis une vraie maniaque avec mon
lit{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0025:}}Je change les draps tous les
jours !{{TAG:0007:0000:14000000}} {{TAG:0003:0005:}}{{TAG:0007:0000:0F000000}}Y'a pas plus agréable !{{TAG:0007:0000:0F000000}}","{{TAG:0003:0015:}}Sono una perfettina quando
si tratta del mio letto{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:0025:}}Cambio
le lenzuola tutti i giorni!
{{TAG:0003:0005:}}Che ti devo dire... Mi sento meglio
così, {{TAG:0007:0000:14000000}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Du hast doch bestimmt schon
gemerkt, dass ich 'nen furchtbaren
Putztick habe, {{TAG:0007:0000:08000000}}oder?
{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}} {{TAG:0003:001A:}}Ich wechsel auch jeden Tag meine
Bettwäsche –{{TAG:0007:0000:14000000}} sonst kann ich nachts
nicht einschlafen!{{TAG:0003:0024:}} {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Yatak konusunda biraz titizim{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}
{{TAG:0003:0025:}}Çarşafları her gün değiştiriyorum!{{TAG:0007:0000:28000000}}{{TAG:0003:0005:}}
Böylesi daha rahat geliyor! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!"
8,009,{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}},{{TAG:0009:0004:46004700480049004A004B00}}
9,010,"{{TAG:0003:0015:}}The best seat in the house is{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0025:}}the
{{TAG:0011:0003:0000}}.{{TAG:0000:0004:}}{{TAG:0003:0015:}}And, {{TAG:0007:0000:08000000}}as it's a special occasion, I'll
let you sit in it! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Mira, el mejor sitio para sentarse{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0025:}}
¡es {{TAG:000E:0001:}}{{TAG:0011:0003:0000}}!{{TAG:0000:0004:}}{{TAG:0003:0015:}}Bueno, {{TAG:0007:0000:08000000}}como hoy es un día especial,
te dejaré hacer los honores.
Pero no te acostumbres, ¿eh?","{{TAG:0003:0015:}}{{TAG:000E:0003:}}{{TAG:000E:0001:}}{{TAG:0011:0003:0000}}, là...{{TAG:0007:0000:14000000}}
{{TAG:0003:0025:}}C'est l'siège le plus confortable de
toute la baraque !
{{TAG:0003:0015:}}Allez,{{TAG:0007:0000:08000000}} vu qu'j'ai pas l'honneur de
t'recevoir tous les jours, j't'autorise
à t'y asseoir !{{TAG:0007:0000:14000000}} {{TAG:000E:0003:}}{{TAG:0005:0007:}} !","{{TAG:0003:0015:}}Il posto più comodo della casa è{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0025:}}
{{TAG:000E:0008:00CD0C0069006C0020006D0069006F000C006C00610020006D006900610002003000}} {{TAG:0011:0003:0000}}.{{TAG:0000:0004:}}{{TAG:0003:0015:}}Beh, sì, {{TAG:0007:0000:08000000}}è un'occasione speciale
questa, perciò ti cedo il mio
trono, {{TAG:0007:0000:14000000}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Die beste Sitzgelegenheit
im ganzen Haus ist mei{{TAG:000E:0008:00CD02006E0004006E00650002006E00}}{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0025:}}
{{TAG:0011:0003:0000}}.
{{TAG:0003:0015:}}Du bist d{{TAG:000E:0006:040065007200040069006500}} Einzige, {{TAG:000E:0006:0600640065006E000600640069006500}} ich drauf
sitzen lasse! {{TAG:0007:0000:14000000}}{{TAG:0003:0009:}}Aber erzähl das ja
nicht weiter! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!","{{TAG:0003:0015:}}Bu evdeki en iyi koltuk{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:08000000}}.{{TAG:0007:0000:14000000}}{{TAG:0003:0025:}}
şu {{TAG:0011:0003:0000}}.{{TAG:0000:0004:}}{{TAG:0003:0015:}}Hem {{TAG:0007:0000:08000000}}bugün özel bir gün sayılır,
sana oturma izni veriyorum! {{TAG:0007:0000:14000000}}{{TAG:000E:0003:}}{{TAG:0005:0007:}}!"
