entry,label,EN,ES,FR,IT,DE,TRANSLATION
0,001,"{{TAG:0003:000F:}}What? {{TAG:0007:0000:1E000000}}{{TAG:0003:0009:}}Don't get me excited for
nothing, {{TAG:0005:0007:}}.","{{TAG:0003:000F:}}¿Eh? {{TAG:0007:0000:1E000000}}Eso no ha molado. {{TAG:0003:0009:}}No hagas
que me emocione para nada,
{{TAG:0005:0007:}}.","{{TAG:0003:000F:}}Hein ? {{TAG:0007:0000:1E000000}}{{TAG:0003:0006:}}Bon, {{TAG:0007:0000:08000000}}c'est pour ça que tu me
déranges, {{TAG:0005:0008:}} ?","{{TAG:0003:000F:}}Cosa? {{TAG:0007:0000:1E000000}}{{TAG:0003:0009:}}Non farmi entusiasmare
inutilmente, {{TAG:0005:0007:}}.","{{TAG:0003:000F:}}Was? {{TAG:0007:0000:14000000}}{{TAG:0003:0009:}}Und ich dachte, du hättest
mir was mitgebracht, {{TAG:0005:0007:}}.","{{TAG:0003:000F:}}Ne? {{TAG:0007:0000:1E000000}}{{TAG:0003:0009:}}Beni boşuna heyecanlandırma,
{{TAG:0005:0007:}}."
1,002,"{{TAG:0003:0024:}}Heh. Funny. {{TAG:0007:0000:0A000000}}Just messing with me,
huh, {{TAG:0005:0008:}}?","{{TAG:0003:0024:}}Muy gracios{{TAG:000E:0006:02006F0002006100}}. {{TAG:0007:0000:0A000000}}¿Te gusta tomarme
el pelo, {{TAG:0005:0008:}}?","{{TAG:0003:0006:}}Ha ha, je suis mort de rire. {{TAG:0007:0000:0A000000}}Ça
t'amuse de me faire tourner en
bourrique, {{TAG:0005:0008:}}?","{{TAG:0003:0024:}}Eheh, sì, molto divertente...{{TAG:0007:0000:0A000000}}
Ti piace proprio prendermi in giro,
vero, {{TAG:0005:0008:}}?","{{TAG:0003:0024:}}Du willst mich doch nur
ärgern, oder?{{TAG:0007:0000:14000000}}
Das ist nicht lustig, {{TAG:0005:0008:}}.","{{TAG:0003:0024:}}Heh. Komik. {{TAG:0007:0000:0A000000}}Benimle oynuyorsun,
değil mi {{TAG:0005:0008:}}?"
2,003,"{{TAG:0003:000F:}}You caught a bug for me?{{TAG:0007:0000:0A000000}}
{{TAG:0003:0025:}}That's great, {{TAG:0005:0007:}}!","{{TAG:0003:000F:}}¡Anda, qué detalle!{{TAG:0007:0000:0A000000}}
{{TAG:0003:0025:}}¡Eres {{TAG:000E:0006:040065006C0004006C006100}} mejor, {{TAG:0005:0007:}}!","{{TAG:0003:000F:}}T'as attrapé un insecte pour moi ?{{TAG:0007:0000:1E000000}}
{{TAG:0003:0025:}}Cool, {{TAG:0005:0007:}} !","{{TAG:0003:000F:}}Hai preso un insetto per me?{{TAG:0007:0000:0A000000}}
{{TAG:0003:0025:}}Fantastico, {{TAG:0005:0007:}}!","{{TAG:0003:000F:}}Du hast ein Insekt für mich?{{TAG:0007:0000:14000000}}
{{TAG:0003:0025:}}Super, {{TAG:0005:0007:}}!","{{TAG:0003:000F:}}Benim için böcek mi yakaladın?{{TAG:0007:0000:0A000000}}
{{TAG:0003:0025:}}Harikasın, {{TAG:0005:0007:}}!"
3,004,"{{TAG:0003:0005:}}Hey, you caught me a bug!{{TAG:0007:0000:20000000}}
{{TAG:0003:0025:}}Thanks, {{TAG:0005:0008:}}!","{{TAG:0003:0005:}}¡Vaya, menudo bicho!{{TAG:0007:0000:20000000}}
{{TAG:0003:0025:}}¡Gracias, {{TAG:0005:0008:}}!","{{TAG:0003:0005:}}Hé, t'as l'insecte que je t'avais
demandé ?{{TAG:0007:0000:20000000}}{{TAG:0003:0025:}} Respect, {{TAG:0005:0008:}} !","{{TAG:0003:0005:}}Ehi, ma hai catturato un insetto
per me!{{TAG:0007:0000:20000000}} {{TAG:0003:0025:}}Gracias, {{TAG:0005:0008:}}!","{{TAG:0003:0005:}}Hey, du hast mir das Insekt
gefangen!{{TAG:0007:0000:14000000}}
{{TAG:0003:0025:}}Danke, {{TAG:0005:0008:}}!","{{TAG:0003:0005:}}Hey, bana böcek yakalamışsın!{{TAG:0007:0000:20000000}}
{{TAG:0003:0025:}}Sağ ol, {{TAG:0005:0008:}}!"
4,005,"{{TAG:0003:0010:}}I can't believe it! You caught the
{{TAG:0011:0003:0000}} I wanted!","{{TAG:0003:0010:}}¡No me lo puedo creer! ¡Justo {{TAG:000E:0001:}}
{{TAG:0011:0003:0000}} que quería!","{{TAG:0003:0010:}}Génial, {{TAG:0005:0008:}}, t'as attrapé
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}} !
Pile-poil ce que je cherchais !","{{TAG:0003:0010:}}Non ci credo! Volevo tanto
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!","{{TAG:0003:0010:}}Unglaublich!{{TAG:0007:0000:14000000}} Du hast {{TAG:000E:0008:00CD0600640065006E0006006400690065000600640061007300}}
{{TAG:0011:0003:0000}} für mich
gefangen!","{{TAG:0003:0010:}}İnanamıyorum! İstediğim
{{TAG:0011:0003:0000}}u yakalamışsın!"
5,006,"{{TAG:0003:0010:}}What? The {{TAG:0011:0003:0000}}
I asked for? {{TAG:0007:0000:0A000000}}Amazing!","{{TAG:0003:0010:}}¿Eeeh? ¿{{TAG:000E:0003:}}{{TAG:000E:0001:}}{{TAG:0011:0003:0000}}
que te pedí? {{TAG:0007:0000:0A000000}}¡Eres la caña!","{{TAG:0003:0010:}}Oh ?{{TAG:0007:0000:0F000000}} {{TAG:000E:0003:}}{{TAG:000E:0001:}}{{TAG:0011:0003:0000}}
que je cherchais partout ? {{TAG:0007:0000:0F000000}}Ouah,
trop délire !","{{TAG:0003:0010:}}Oh? {{TAG:000E:0003:}}{{TAG:000E:0001:}}{{TAG:0011:0003:0000}}
che ti avevo chiesto? {{TAG:0007:0000:0A000000}}Uaaauuu!","{{TAG:0003:0010:}}Was?{{TAG:0007:0000:14000000}} Das ist ja {{TAG:000E:0001:}}
{{TAG:0011:0003:0000}}, {{TAG:000E:0008:00CD0600640065006E0006006400690065000600640061007300}}
ich haben wollte! {{TAG:0007:0000:14000000}}Großartig!","{{TAG:0003:0010:}}Ne? İstediğim {{TAG:0011:0003:0000}} mı?
{{TAG:0007:0000:0A000000}}Şahane!"
6,007,"{{TAG:0003:0010:}}Ah! {{TAG:000E:0003:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}?
{{TAG:0007:0000:0A000000}}Unbelievable!","{{TAG:0003:0010:}}¡{{TAG:000E:0003:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!
¡Increíble!","{{TAG:0003:0010:}}Oh ?{{TAG:0007:0000:08000000}} {{TAG:000E:0003:}}{{TAG:000E:0001:}}{{TAG:0011:0003:0000}} ?
Pincez-moi, je rêve !","{{TAG:0003:0010:}}Oh!? {{TAG:000E:0003:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}?
{{TAG:0007:0000:0A000000}}Che storia!","{{TAG:0003:0010:}}Was?{{TAG:0007:0000:14000000}} Du hast mir {{TAG:000E:0008:00CD0A00650069006E0065006E000800650069006E0065000600650069006E00}}
{{TAG:0011:0003:0000}} gefangen?{{TAG:0007:0000:14000000}}
Unglaublich!","{{TAG:0003:0010:}}Ah! {{TAG:000E:0003:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}?
{{TAG:0007:0000:0A000000}}İnanılmaz!"
7,008,"{{TAG:0003:000F:}}Hey, {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!{{TAG:0007:0000:08000000}}
Thanks a lot! This is perfect!","{{TAG:0003:000F:}}Guau, {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}.
¡Muchas gracias!","{{TAG:0003:000F:}}Oh, {{TAG:000E:0002:}}{{TAG:0011:0003:0000}} ?!
Pas mal ! Merci !","{{TAG:0003:000F:}}Oh, è {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!
Fantastico! Muchas gracias!","{{TAG:0003:000F:}}Hey, {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!{{TAG:0007:0000:14000000}}
Danke dir!","{{TAG:0003:000F:}}Hey, {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!{{TAG:0007:0000:08000000}}
Çok sağ ol! Tam istediğim gibi!"
8,009,"{{TAG:0003:0010:}}Wow, {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!{{TAG:0007:0000:1E000000}}
{{TAG:0003:0005:}}I can't believe you found that,
{{TAG:0005:0007:}}!","{{TAG:0003:0010:}}¡{{TAG:000E:0003:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!
Me dejas anonadado.{{TAG:0007:0000:1E000000}} ¡{{TAG:0003:0005:}}Eres tod{{TAG:000E:0006:02006F0002006100}}
u{{TAG:000E:0006:02006E0004006E006100}} atrapabichos, {{TAG:0005:0007:}}!","{{TAG:0003:0010:}}Waouh !
{{TAG:000E:0003:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0000}} !{{TAG:0007:0000:1E000000}}
{{TAG:0003:0005:}}Où t'as trouvé ça, {{TAG:0005:0008:}} ?!","{{TAG:0003:0010:}}Uau, {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!{{TAG:0007:0000:1E000000}}
{{TAG:0003:0005:}}Non ci posso credere,
{{TAG:0005:0007:}}!","{{TAG:0003:0010:}}{{TAG:000E:0003:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!{{TAG:0007:0000:14000000}}
{{TAG:0003:0005:}}Kaum zu glauben, dass du {{TAG:000E:0008:00CD0A00650069006E0065006E000800650069006E0065000800650069006E007300}}
davon gefangen hast, {{TAG:0005:0007:}}!","{{TAG:0003:0010:}}Vay, {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}!{{TAG:0007:0000:1E000000}}
{{TAG:0003:0005:}}Bunu bulduğuna inanamıyorum, {{TAG:0005:0007:}}!"
9,010,"{{TAG:0003:0010:}}Hey, {{TAG:0005:0008:}}, is that really
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}?{{TAG:0007:0000:14000000}}
{{TAG:0003:0001:}}Great work, {{TAG:0005:0007:}}!","{{TAG:0003:0010:}}¡{{TAG:000E:0003:}}{{TAG:0005:0008:}}, has atrapado {{TAG:000E:0002:}}
{{TAG:0011:0003:0000}}!{{TAG:0007:0000:14000000}}
{{TAG:0003:0001:}}¡Buen trabajo, {{TAG:0005:0007:}}!","{{TAG:0003:0010:}}Hé, {{TAG:0005:0008:}}, c'est vraiment {{TAG:000E:0002:}}
{{TAG:0011:0003:0000}} que tu me
ramènes là ?{{TAG:0007:0000:14000000}}{{TAG:0003:0001:}} Classe, {{TAG:0005:0007:}} !","{{TAG:0003:0010:}}Ehi, {{TAG:0005:0008:}}, ma è davvero
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}?{{TAG:0007:0000:14000000}}
{{TAG:0003:0001:}}Ottimo lavoro, {{TAG:0005:0007:}}!","{{TAG:0003:0010:}}Hey, {{TAG:0005:0008:}}, ist das wirklich
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}?{{TAG:0007:0000:14000000}}
{{TAG:0003:0001:}}Gute Arbeit, {{TAG:0005:0007:}}!","{{TAG:0003:0010:}}Hey, {{TAG:0005:0008:}}, bu gerçekten
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}} mı?{{TAG:0007:0000:14000000}} {{TAG:0003:0001:}}Eline sağlık, {{TAG:0005:0007:}}!"
