entry,label,EN,ES,FR,IT,DE,TRANSLATION
0,001,Hello.,¡Bienvenid{{TAG:000E:0006:02006F0002006100}}!,Bonjour...,Benvenut{{TAG:000E:0006:02006F0002006100}}.,Willkommen!,Merhaba.
1,002,"Oh,{{TAG:0007:0000:0A000000}} welcome!","¡Oh,{{TAG:0007:0000:0A000000}} bienvenid{{TAG:000E:0006:02006F0002006100}}!","Oh,{{TAG:0007:0000:0A000000}} bienvenue !","Oh,{{TAG:0007:0000:0A000000}} benvenut{{TAG:000E:0006:02006F0002006100}}!","Oh,{{TAG:0007:0000:0A000000}} hallo!","Aa,{{TAG:0007:0000:0A000000}} hoş geldin!"
2,003,"{{TAG:0003:0001:}}Hi,{{TAG:0007:0000:0A000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:14000000}}. Welcome!","{{TAG:0003:0001:}}Hola,{{TAG:0007:0000:0A000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:14000000}}.
¡Me alegro de verte!","{{TAG:0003:0001:}}Salut,{{TAG:0007:0000:0A000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:14000000}}.
Sois {{TAG:000E:0006:16006C00650020006200690065006E00760065006E00750018006C00610020006200690065006E00760065006E0075006500}} !","{{TAG:0003:0001:}}Salve,{{TAG:0007:0000:0A000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:14000000}}. Benvenut{{TAG:000E:0006:02006F0002006100}}!","{{TAG:0003:0001:}}Hallo,{{TAG:0007:0000:0A000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:14000000}}. Willkommen!","{{TAG:0003:0001:}}Merhaba,{{TAG:0007:0000:0A000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:14000000}}. Hoş geldin!"
3,004,"Hi,{{TAG:0007:0000:08000000}} {{TAG:0005:0000:}}!{{TAG:0007:0001:}}
{{TAG:0003:0001:}}Thanks for coming again!","Anda,{{TAG:0007:0000:08000000}} {{TAG:0005:0000:}}.{{TAG:0007:0001:}}
{{TAG:0003:0001:}}¿Qué te trae de nuevo por aquí?","Tiens,{{TAG:0007:0000:08000000}} {{TAG:0005:0000:}} !{{TAG:0007:0001:}} {{TAG:0003:0001:}}C'est gentil de
repasser me voir !","Salve,{{TAG:0007:0000:08000000}} {{TAG:0005:0000:}}!{{TAG:0007:0001:}}
{{TAG:0003:0001:}}Grazie per essere tornat{{TAG:000E:0006:02006F0002006100}}
a trovarmi!","Hallo,{{TAG:0007:0000:08000000}} {{TAG:0005:0000:}}.{{TAG:0007:0000:14000000}}
{{TAG:0003:0001:}}Schön, dass du wieder da bist!","Merhaba,{{TAG:0007:0000:08000000}} {{TAG:0005:0000:}}!{{TAG:0007:0001:}} {{TAG:0003:0001:}}Yine
geldiğin için teşekkürler!"
4,005,Thanks.,¡Gracias por venir!,Au revoir...,Grazie.,Vielen Dank!,Teşekkürler.
5,006,{{TAG:0003:0001:}}Please come again!,{{TAG:0003:0001:}}¡Vuelve cuando quieras!,{{TAG:0003:0001:}}N'hésite pas à revenir !,{{TAG:0003:0001:}}Torni a trovarmi!,{{TAG:0003:0001:}}Komm bald wieder!,{{TAG:0003:0001:}}Yine bekleriz!
6,007,"{{TAG:0003:0001:}}Thanks, and see you soon!",{{TAG:0003:0001:}}¡Hasta la próxima!,"{{TAG:0003:0001:}}Merci d'être {{TAG:000E:0006:0A007000610073007300E9000C007000610073007300E9006500}} ! Tu reviens
quand tu veux !",{{TAG:0003:0001:}}Grazie e arrivederla!,"{{TAG:0003:0001:}}Danke, und bis bald!","{{TAG:0003:0001:}}Teşekkürler, yakında görüşürüz!"
7,008,"{{TAG:0003:000F:}}Hi,{{TAG:0007:0000:0F000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:0F000000}}.
{{TAG:0003:0000:}}I didn't know you were here!{{TAG:0007:0001:}}
{{TAG:0003:0001:}}Please take a look around.","{{TAG:0003:000F:}}¡Anda,{{TAG:0007:0000:0F000000}} {{TAG:0005:0000:}}!{{TAG:0007:0000:0F000000}} {{TAG:0003:0000:}}¡No sabía que
estabas aquí!{{TAG:0007:0001:}} {{TAG:0003:0001:}}Tómate tu tiempo
y mira cuanto quieras.","{{TAG:0003:000F:}}Hello,{{TAG:0007:0000:0F000000}} {{TAG:0005:0000:}} !{{TAG:0007:0000:0F000000}}
{{TAG:0003:0000:}}Je n'avais pas vu que tu étais ici.{{TAG:0007:0001:}}
{{TAG:0003:0001:}}Prends tout ton temps !","{{TAG:0003:000F:}}Salve,{{TAG:0007:0000:0F000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:0F000000}}.
{{TAG:0003:0000:}}Non mi ero accorta che fosse qui!{{TAG:0007:0001:}}
{{TAG:0003:0001:}}Ma prego, si guardi pure attorno.","{{TAG:0003:000F:}}Hallo,{{TAG:0007:0000:0F000000}} {{TAG:0005:0000:}}.{{TAG:0007:0000:14000000}}
{{TAG:0003:0000:}}Ich hab dich gar nicht bemerkt!{{TAG:0007:0000:1E000000}}
{{TAG:0003:0001:}}Fühl dich wie zu Hause!","{{TAG:0003:000F:}}Merhaba,{{TAG:0007:0000:0F000000}} {{TAG:0005:0000:}}{{TAG:0007:0000:0F000000}}. {{TAG:0003:0000:}}Burada olduğunu
bilmiyordum!{{TAG:0007:0001:}} {{TAG:0003:0001:}}Rahatça etrafa bak."
8,009,,,,,,
9,010,,,,,,
10,011,"{{TAG:0003:0001:}}We offer all our products at very
affordable prices.","{{TAG:0003:0001:}}Ofrecemos todos nuestros
productos al precio más
competitivo del mercado.","{{TAG:0003:0001:}}Tous nos articles sont à des prix
très abordables...","{{TAG:0003:0001:}}Tutti i nostri meravigliosi prodotti
sono offerti a un prezzo davvero
ragionevole.","{{TAG:0003:0001:}}Wir bieten alles so
günstig an, wie es geht.","{{TAG:0003:0001:}}Tüm ürünlerimizi oldukça uygun
fiyatlarla sunuyoruz."
11,012,"Let me know if you'd like to try
something on.","Dame una voz si quieres probarte
algo, ¿vale?","Si tu veux essayer quelque chose,
n'hésite pas à me demander...","Mi chiami se desidera vedere
come le sta qualche articolo.","Sag Bescheid, wenn du etwas
anprobieren möchtest.",Bir şey denemek istersen bana söyle.
12,013,"We deal in hats and accessories
in this department of the store.","En este departamento encontrarás
artículos de sombrerería y
complementos a buen precio.","Dans cette partie du magasin, nous
vendons des couvre-chefs et des
accessoires.","Questo delizioso reparto è
interamente dedicato a cappelli
e accessori.","In diesem Bereich gibt es
Hüte und Accessoires.","Dükkânın bu bölümünde şapka ve
aksesuar satıyoruz."
13,014,"{{TAG:0003:0001:}}You can try on anything you'd like,{{TAG:0007:0000:08000000}}
so please don't hesitate to ask me.","{{TAG:0003:0001:}}Si ves algo que te gusta y quieres
probártelo,{{TAG:0007:0000:08000000}} no tengas ningún reparo
en preguntarme.","{{TAG:0003:0001:}}Si quelque chose te plaît et que tu
veux l'essayer, n'hésite pas à venir
me voir.","{{TAG:0003:0001:}}Può provare tutto quello che
desidera,{{TAG:0007:0000:08000000}} le basta chiamarmi.","{{TAG:0003:0001:}}Wenn du etwas anprobieren willst,{{TAG:0007:0000:08000000}}
zögere nicht, mich zu fragen!","{{TAG:0003:0001:}}İstediğin her şeyi
deneyebilirsin,{{TAG:0007:0000:08000000}} çekinmeden bana söyle."
14,015,"{{TAG:0003:0001:}}Be sure to check out the clothes
section located right next door!","{{TAG:0003:0001:}}Si tienes tiempo, pásate por el
otro departamento y sorpréndete
con nuestra colección de ropa.
¡Son artículos muy selectos!","{{TAG:0003:0001:}}N'oublie pas d'aller voir la partie
vêtements du magasin, située juste
à côté !","{{TAG:0003:0001:}}Non si dimentichi di dare
un'occhiata al reparto dedicato
all'abbigliamento, qui accanto.","{{TAG:0003:0001:}}Sieh dir auch unser
Kleidungsangebot an!","{{TAG:0003:0001:}}Hemen yan taraftaki kıyafet
bölümüne de mutlaka göz at!"
15,016,{{TAG:0003:0017:}}{{TAG:0007:0000:0F000000}}Did you find anything you like?,{{TAG:0003:0017:}}{{TAG:0007:0000:0F000000}}¿Ves algo que te llame la atención?,"{{TAG:0003:0017:}}{{TAG:0007:0000:0F000000}}Tu as trouvé quelque chose qui te
plaît ?",{{TAG:0003:0017:}}{{TAG:0007:0000:0F000000}}Ha trovato qualcosa che le piace?,{{TAG:0003:0017:}}Hast du etwas Schönes gefunden?,{{TAG:0003:0017:}}{{TAG:0007:0000:0F000000}}Hoşuna giden bir şey buldun mu?
16,017,"{{TAG:0003:0001:}}Please take your time looking
around our wonderful store!","{{TAG:0003:0001:}}¡Tómate todo el tiempo que quieras,
que mirar es gratis!","{{TAG:0003:0001:}}Prends tout ton temps pour
regarder si quelque chose
t'intéresse !","{{TAG:0003:0001:}}Si guardi pure attorno con comodo
nel nostro delizioso negozio!",{{TAG:0003:0001:}}Sieh dich in aller Ruhe um.,{{TAG:0003:0001:}}Güzel dükkânımızı acele etmeden gez!
17,018,"{{TAG:0003:0001:}}{{TAG:000E:0003:}}{{TAG:0005:0000:}}, everything fits you
so well. That makes it very easy
to find you new accessories!","{{TAG:0003:0001:}}Cómo te envidio, {{TAG:0005:0000:}}. Da
igual lo que te pongas, que todo
te queda de maravilla.{{TAG:0007:0000:0F000000}}
¡Así resulta facilísimo encontrar
nuevos complementos que vayan
contigo!","{{TAG:0003:0001:}}Tout te va tellement bien,
{{TAG:0005:0000:}}. Tu pourrais acheter
n'importe quoi les yeux fermés !","{{TAG:0003:0001:}}{{TAG:000E:0003:}}{{TAG:0005:0000:}}, qualunque cosa indossi
sembra essere creato per lei. Così è
semplice trovare degli accessori!","{{TAG:0003:0001:}}{{TAG:000E:0003:}}{{TAG:0005:0000:}}, dir scheint wirklich
alles zu stehen.{{TAG:0007:0000:14000000}} Das macht mir
die Arbeit leicht!","{{TAG:0003:0001:}}{{TAG:000E:0003:}}{{TAG:0005:0000:}}, her şey sana o kadar yakışıyor
ki sana yeni aksesuar bulmak çok kolay!"
18,019,"{{TAG:0003:0001:}}If you find anything interesting,
please just let me know!","{{TAG:0003:0001:}}Si encuentras algo que despierte
tu interés, házmelo saber.","{{TAG:0003:0001:}}Si quelque chose retient ton
attention, dis-le-moi !","{{TAG:0003:0001:}}Se trova qualcosa che le piace,
non esiti a chiamarmi!","{{TAG:0003:0001:}}Wenn dir irgendwas gefällt,
sag mir einfach Bescheid.","{{TAG:0003:0001:}}İlgini çeken bir şey olursa bana
söylemen yeter!"
19,020,,,,,,
20,021,"{{TAG:0003:0001:}}The {{TAG:0011:0003:0000}}?
That's a good choice, but it seems
like you're just getting settled.
{{TAG:0003:0025:}}Come back later if you'd like to
buy anything from our store!","{{TAG:0003:0001:}}Eso de ahí es
{{TAG:000E:0002:}}{{TAG:0011:0003:0000}}.","{{TAG:0003:0001:}}C'est {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}.{{TAG:0000:0004:}}Très bon choix, mais tu ne peux rien
acheter pour l'instant. Il va falloir
repasser plus tard...","{{TAG:0003:0001:}}Lei ha buon occhio per le cose belle!
È {{TAG:000E:0002:}}{{TAG:0011:0003:0000}}.","{{TAG:0003:0001:}}Das ist {{TAG:000E:0002:}}
{{TAG:0011:0003:0000}}.","{{TAG:0003:0001:}}{{TAG:0011:0003:0000}} mü? Güzel seçim, ama daha yeni
yerleşiyor gibisin. {{TAG:0003:0025:}}
Dükkânımızdan alışveriş yapmak
istersen daha sonra uğra!"
