entry,label,EN,ES,FR,IT,DE,TRANSLATION
0,001,"{{TAG:0003:0017:}}Hey, {{TAG:0005:0008:}}, didn't I hear you
saying you really wanted
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}?
{{TAG:0007:000D:}}{{TAG:0003:0001:}}Well.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}guess what I have!{{TAG:0007:0000:14000000}}
If you're interested, how does,
{{TAG:0007:0000:05000000}}oh, {{TAG:0007:0000:05000000}}{{TAG:0000:0003:0200}}{{TAG:0004:0009:0000}} Bells {{TAG:0000:0003:FFFF}}sound?{{TAG:0008:0005:0400150005002800}}
Deal!
No, thanks.","{{TAG:0003:0017:}}Oye, {{TAG:0005:0008:}}, ¿no te mueres
por tener u{{TAG:000E:0008:01CD02006E0004006E0061000000}} fantástic{{TAG:000E:0008:01CD02006F00020061000000}}
{{TAG:0011:0003:0100}}?
{{TAG:0003:0001:}}Pues tengo un{{TAG:000E:0008:01CD02006F00020061000000}} de sobra que
no me importaría venderte.{{TAG:0000:0004:}}{{TAG:0007:000D:}}Por ser tú, te l{{TAG:000E:0008:01CD02006F00020061000000}} vendo por {{TAG:0000:0003:0200}}{{TAG:0004:0009:0000}}
bayas{{TAG:0000:0003:FFFF}}. ¿Chupi, no?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
¡Compro!
No me interesa","{{TAG:0003:001C:}}Qui c'est {{TAG:000E:0006:20006C00650020007000650074006900740020007600650069006E0061007200640024006C006100200070006500740069007400650020007600650069006E006100720064006500}} qui va
avoir l'honneur de me racheter
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}} ?{{TAG:0003:0000:}}
Il se trouve que j'en ai {{TAG:000E:0008:01CD040075006E00060075006E00650002003000}} en rab...{{TAG:0007:0000:14000000}}
Je te l'aurais bien {{TAG:000E:0008:01CD0A0064006F006E006E00E9000C0064006F006E006E00E900650002003000}},{{TAG:0003:0026:}} mais je
suis un peu juste ce mois-ci !
{{TAG:0007:000D:}}Si on disait...{{TAG:0007:0000:14000000}} euh...{{TAG:0007:0000:14000000}} {{TAG:0000:0003:0200}}{{TAG:0004:0009:0000}}
clochettes {{TAG:0000:0003:FFFF}}?!{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Marché conclu !
C'est du vol !","{{TAG:0003:0017:}}Ciaaao, {{TAG:0005:0008:}}, non eri tu
che volevi assolutamente
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}?
{{TAG:0007:000D:}}{{TAG:0003:0001:}}Ne ho un{{TAG:000E:0008:01CD02006F000200610002003000}} in più, se l{{TAG:000E:0008:01CD02006F000200610002003000}} vuoi!
Se mi dai, {{TAG:0007:0000:05000000}}ehm, {{TAG:0007:0000:05000000}}diciamo...
{{TAG:0000:0003:0200}}{{TAG:0004:0009:0000}} stelline{{TAG:0000:0003:FFFF}}, è tu{{TAG:000E:0008:01CD02006F000200610002003000}}. Che ne pensi?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Affare fatto!
No, grazie.","{{TAG:0003:0017:}}Hey, {{TAG:0007:0000:0A000000}}hattest du nicht mal
gesagt, dass du unbedingt {{TAG:000E:0008:01CD0A00650069006E0065006E000800650069006E0065000600650069006E00}}
{{TAG:0011:0003:0100}} wolltest?
{{TAG:0007:000D:}}{{TAG:0003:0001:}}Ich hab da noch {{TAG:000E:0008:01CD0A00650069006E0065006E000800650069006E0065000800650069006E007300}}. {{TAG:0007:0000:14000000}}Wenn du
magst, kann ich {{TAG:000E:0008:01CD0600690068006E000600730069006500040065007300}} dir für, {{TAG:0007:0000:0A000000}}na ja,
{{TAG:0007:0000:0A000000}}sagen wir {{TAG:0000:0003:0200}}{{TAG:0004:0009:0000}} Sternis {{TAG:0000:0003:FFFF}}verkaufen.
Was sagst du dazu?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Abgemacht!
Kein Interesse.","{{TAG:0003:0017:}}Hey, {{TAG:0005:0008:}}, senin
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}} çok istediğini duymadım mı?
{{TAG:0007:000D:}}{{TAG:0003:0001:}}Şey{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}bil bakalım bende ne var!{{TAG:0007:0000:14000000}}
İlgileniyorsan, şöyle diyelim,
{{TAG:0007:0000:05000000}}hmm, {{TAG:0007:0000:05000000}}{{TAG:0000:0003:0200}}{{TAG:0004:0009:0000}} Bell{{TAG:0000:0003:FFFF}} nasıl?{{TAG:0008:0005:0400150005002800}}
Anlaştık!
Yok, sağ ol."
1,002,"{{TAG:0003:0023:}}Hey, {{TAG:0005:0008:}}, interested in one
of my screamin' deals? I'm selling
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}!
{{TAG:0007:000D:}}It's yours for the, {{TAG:0007:0000:05000000}}heh, {{TAG:0007:0000:05000000}}low, low
price of only {{TAG:0000:0003:0200}}{{TAG:0004:0009:0300}} Bells{{TAG:0000:0003:FFFF}}!
Want it?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Yes, please!
No way.","{{TAG:0003:0023:}}Hola, {{TAG:0005:0008:}}, ¿no estarás
interesad{{TAG:000E:0006:02006F0002006100}} en una de mis ofertas
requeteguays de la muerte?
¡Ahora mismo estoy vendiendo
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}!
{{TAG:0007:0000:05000000}}Que conste que es de calidad.
{{TAG:0007:000D:}}¡Si l{{TAG:000E:0008:01CD02006F00020061000000}} quieres, es tuy{{TAG:000E:0008:01CD02006F00020061000000}} por {{TAG:0000:0003:0200}}{{TAG:0004:0009:0300}}
bayas{{TAG:0000:0003:FFFF}}! {{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
¡Compro!
No, paso","{{TAG:0003:0021:}}J'ai décidé de me lancer dans le
commerce ! Du coup, je vends tout
ce que j'ai pour m'entraîner, LOL !
{{TAG:0007:000D:}}{{TAG:000E:0003:}}{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}, ça te
dit, {{TAG:0005:0008:}} ?! Je te le fais à...{{TAG:0007:0000:14000000}}
euh...{{TAG:0007:0000:14000000}} on va dire{{TAG:0007:0000:14000000}}{{TAG:0003:002C:}} {{TAG:0000:0003:0200}}{{TAG:0004:0009:0300}} clochettes {{TAG:0000:0003:FFFF}}!{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Je prends !
C'est du vol !","{{TAG:0003:0023:}}Ciaaao, {{TAG:0005:0008:}}, sei pront{{TAG:000E:0006:02006F0002006100}}
per una delle mie offertone? Vendo
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}!
{{TAG:0007:000D:}}È tu{{TAG:000E:0008:01CD02006F000200610002003000}} {{TAG:0007:0000:05000000}}per lo {{TAG:0007:0000:05000000}}stracciatissimo
prezzo di {{TAG:0000:0003:0200}}{{TAG:0004:0009:0300}} stelline{{TAG:0000:0003:FFFF}}!
L{{TAG:000E:0008:01CD02006F000200610002003000}} vuoi?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Sììì!
Nemmeno per sogno.","{{TAG:0003:0023:}}Hey, {{TAG:0005:0008:}}, bist du an einem
meiner Superangebote interessiert?{{TAG:0000:0004:}}Ich hab da {{TAG:000E:0008:01CD0A00650069006E0065006E000800650069006E0065000600650069006E00}}
{{TAG:0011:0003:0100}}!{{TAG:0000:0004:}}{{TAG:0007:000D:}}Könnte dir gehören, für nur... {{TAG:0007:0000:0A000000}}äh... {{TAG:0007:0000:0A000000}}
total günstige {{TAG:0000:0003:0200}}{{TAG:0004:0009:0300}} Sternis{{TAG:0000:0003:FFFF}}!
Bist du interessiert?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Ja, her damit!
Eher nicht...","{{TAG:0003:0023:}}Hey, {{TAG:0005:0008:}}, kaçırılmayacak bir
fırsat ister misin? {{TAG:000E:0002:}}{{TAG:0011:0003:0100}} satıyorum!
{{TAG:0007:000D:}}Senin için, {{TAG:0007:0000:05000000}}hehe, {{TAG:0007:0000:05000000}}yalnızca
{{TAG:0000:0003:0200}}{{TAG:0004:0009:0300}} Bell{{TAG:0000:0003:FFFF}}! İster misin?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Evet, lütfen!
Asla."
2,003,"{{TAG:0003:0025:}}I'm selling some of my things to my
fans. Are you interested in buying
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}?
{{TAG:0007:000D:}}It's not new, so I'm selling it at a
good price. How's.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}{{TAG:0003:0021:}}{{TAG:0000:0003:0200}}{{TAG:0004:0009:0100}} Bells
{{TAG:0000:0003:FFFF}}sound? Nice deal, right?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Yes, I'll take it!
No, thanks.","{{TAG:0003:0025:}}Estoy vendiendo algunas de mis
cosas a mis fans. ¿Te interesa
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}?
Como tú eres mi mayor admirado{{TAG:000E:0006:02007200040072006100}},
te lo dejaré a superbuén precio.
{{TAG:0007:000D:}}¿Qué tal.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}{{TAG:0003:0021:}} {{TAG:0000:0003:0200}}{{TAG:0004:0009:0100}} bayas{{TAG:0000:0003:FFFF}}?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
¡Genial!
No, gracias","J'ai lu un article sur les œuvres de
charité !{{TAG:0007:0000:05000000}} {{TAG:0003:0021:}}Ni une ni deux, j'ai décidé
de faire don de tous mes biens !{{TAG:0003:0000:}}
Alors si tu veux {{TAG:000E:0002:}}
{{TAG:0011:0003:0100}}, je te donne
{{TAG:000E:0008:01CD0E006C00650020006D00690065006E0012006C00610020006D00690065006E006E00650002003000}}{{TAG:0007:0000:1E000000}} {{TAG:0003:0021:}}pour {{TAG:0000:0003:0200}}{{TAG:0004:0009:0100}} clochettes {{TAG:0000:0003:FFFF}}!
{{TAG:0007:000D:}}{{TAG:0003:0026:}}La journaliste avait raison...{{TAG:0007:0000:1E000000}} La
générosité, ça fait un bien fou !{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Ça m'intéresse !
Euh... non ?","{{TAG:0003:0025:}}Sto vendendo un po' di cose a tutti
i miei fan. {{TAG:000E:0003:}}{{TAG:0005:0008:}}, ti interessa
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}}?
{{TAG:0007:000D:}}È nuov{{TAG:000E:0008:01CD02006F000200610002003000}}, ma ti faccio un prezzo
di favore. Che ne dici di.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}{{TAG:0003:0021:}}
{{TAG:0000:0003:0200}}{{TAG:0004:0009:0100}} stelline{{TAG:0000:0003:FFFF}}? È un affarone, vero?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Sì, che affare!
No, grazie.","{{TAG:0003:0025:}}Ich verkauf ein paar meiner
Sachen an meine Fans.{{TAG:0000:0004:}}Hast du nicht Lust, {{TAG:000E:0008:01CD0A00650069006E0065006E000800650069006E0065000600650069006E00}}
{{TAG:0011:0003:0100}} zu kaufen?{{TAG:0000:0004:}}{{TAG:0007:000D:}}{{TAG:0003:0015:}}Mit meinem höchstpersönlichen
Fingerabdruck drauf? {{TAG:0007:0000:14000000}}Ich mach dir
auch 'nen Freundschaftspreis!{{TAG:0000:0004:}}Was hältst du von... {{TAG:0007:0000:14000000}}{{TAG:0003:0021:}}{{TAG:0000:0003:0200}}{{TAG:0004:0009:0100}} Sternis{{TAG:0000:0003:FFFF}}?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Ist gebongt!
Nee, lass mal...","{{TAG:0003:0025:}}Bazı eşyalarımı hayranlarıma satıyorum.
{{TAG:000E:0002:}}{{TAG:0011:0003:0100}} almak ister misin?
{{TAG:0007:000D:}}Yeni değil, o yüzden fiyatı da uygun.
Şöyle{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}{{TAG:0003:0021:}}{{TAG:0000:0003:0200}}{{TAG:0004:0009:0100}} Bell
{{TAG:0000:0003:FFFF}}nasıl? Güzel fırsat, değil mi?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0400150005002800}}
Evet, alıyorum!
Yok, sağ ol."
3,004,"{{TAG:0003:0003:}}Yay, {{TAG:0005:0007:}}!{{TAG:0009:0000:08000900}}","{{TAG:0003:0003:}}¡Chupi, {{TAG:0005:0007:}}!{{TAG:0009:0000:08000900}}","{{TAG:0003:0003:}}Yesssss, {{TAG:0005:0007:}} !{{TAG:0009:0000:08000900}}","{{TAG:0003:0003:}}Evvaiii, {{TAG:0005:0007:}}!{{TAG:0009:0000:08000900}}","{{TAG:0003:0003:}}Yeaaah, {{TAG:0007:0000:0A000000}}{{TAG:0005:0007:}}!{{TAG:0009:0000:08000900}}","{{TAG:0003:0003:}}Yaşasın, {{TAG:0005:0007:}}!{{TAG:0009:0000:08000900}}"
4,005,{{TAG:0003:0009:}}I see.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}} {{TAG:000A:0000:0406000700CD}},{{TAG:0003:0009:}}Pues vaya{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:000A:0000:0406000700CD}},"{{TAG:0003:0009:}}Je comprends pas,{{TAG:0007:0000:05000000}} {{TAG:0003:0017:}}je croyais qu'on
s'arracherait mes affaires ?!{{TAG:000A:0000:0406000700CD}}",{{TAG:0003:0009:}}Capisco.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}} {{TAG:000A:0000:0406000700CD}},{{TAG:0003:0009:}}Ich seh schon.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}{{TAG:000A:0000:0406000700CD}},{{TAG:0003:0009:}}Anladım.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}} {{TAG:000A:0000:0406000700CD}}
5,006,"{{TAG:0003:0024:}}Heh, well, I don't really want to
hang on to something you're
not willing to buy.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}
{{TAG:0003:0016:}}So how about taking it for free?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0C0015000A002800}}
In that case, yes!
No, thanks.","{{TAG:0003:0024:}}Jo, pues contaba con deshacerme
de esto.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0000:0004:}}{{TAG:0003:0016:}}¿Sabes qué? ¡Es gratis!
¿Qué te parece?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0C0015000A002800}}
¡Por mí vale!
Que no","{{TAG:0003:0029:}}Mais qu'est-ce qui te prend de
parler clochettes avec {{TAG:000E:0006:0C0075006E00200061006D006900100075006E006500200061006D0069006500}},
{{TAG:0005:0001:}} ?!
Oublie TOUT{{TAG:0007:0000:0A000000}} ce{{TAG:0007:0000:0A000000}} que{{TAG:0007:0000:0A000000}} j'ai{{TAG:0007:0000:0A000000}} dit,
{{TAG:0005:0008:}}. {{TAG:0003:0026:}}C'est cadeau !{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0C0015000A002800}}
Ah, dans ce cas...
Non merci. Vraiment...","{{TAG:0003:0024:}}Beh, pazienza, non voglio certo
farti comprare una cosa per forza.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}
{{TAG:0003:0016:}}Ho un'idea! E se fosse gratis?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0C0015000A002800}}
In quel caso, sì!
No, grazie.","{{TAG:0003:0024:}}Hm, puh, ich möchte dir ja echt
kein Ohr abkauen, wenn du nichts
kaufen möchtest...
{{TAG:0003:0016:}}Willst du das Teil vielleicht gratis?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0C0015000A002800}}
Wenn das so ist, gern!
Nein, auch dann nicht.","{{TAG:0003:0024:}}Heh, madem almak istemiyorsun,
ben de elimde tutmaya hevesli değilim{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}
{{TAG:0003:0016:}}Bedavaya alsan nasıl olur?{{TAG:000D:0008:02CD}}{{TAG:0008:0005:0C0015000A002800}}
O zaman olur!
Yok, sağ ol."
6,007,{{TAG:0009:0001:0A000B000D00}},{{TAG:0009:0001:0A000B000D00}},{{TAG:0009:0001:0A000B000D00}},{{TAG:0009:0001:0A000B000D00}},{{TAG:0009:0001:0A000B000D00}},{{TAG:0009:0001:0A000B000D00}}
7,008,"{{TAG:0003:0001:}}I knew you'd bite at that price,
{{TAG:0005:0008:}}. Here you go!","{{TAG:0003:0001:}}¡Nadie puede resistirse a una ganga!
Aquí tienes.","{{TAG:0003:0001:}}C'est un plaisir de faire affaire avec
toi, {{TAG:0005:0008:}} !!!","{{TAG:0003:0001:}}Sapevo che non avresti detto
di no a un prezzo come questo,
{{TAG:0005:0008:}}. Ecco, tieni!","{{TAG:0003:0001:}}Ich wusste, bei dem Preis kannst du
nicht widerstehen, {{TAG:0005:0008:}}!
{{TAG:0007:0000:14000000}}Da, bitte schön!","{{TAG:0003:0001:}}Bu fiyata dayanamayacağını biliyordum,
{{TAG:0005:0008:}}. Al bakalım!"
8,009,"{{TAG:0003:0001:}}I knew you'd want it. Here
you go, {{TAG:0005:0007:}}.","{{TAG:0003:0001:}}Sabía que no te podrías resistir,
{{TAG:0005:0007:}}.","{{TAG:0003:0001:}}Tu vois ? Je connais bien tes goûts,
{{TAG:0005:0007:}} !!!","{{TAG:0003:0001:}}Lo sapevo che avresti accettato.
Ecco qui, {{TAG:0005:0007:}}.","{{TAG:0003:0001:}}Ich wusste, du würdest {{TAG:000E:0008:01CD0C00640069006500730065006E000A00640069006500730065000C00640069006500730065007300}}
{{TAG:0011:0003:0100}} haben
wollen!
Tadaaa! {{TAG:0007:0000:14000000}}Bitte sehr, {{TAG:0007:0000:0A000000}}{{TAG:0005:0007:}}!","{{TAG:0003:0001:}}İsteyeceğini biliyordum. Al bakalım,
{{TAG:0005:0007:}}."
9,010,"{{TAG:0003:001B:}}Ah well, I tried.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}} Sorry to bug you
with my sales pitch, {{TAG:0005:0007:}}.","{{TAG:0003:001B:}}Bueno.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}} Iré a buscar a otro que
sepa apreciar el buen gusto,
{{TAG:0005:0007:}}.","{{TAG:0003:000D:}}Pourquoi est-ce que personne veut
de mes affaires{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}. {{TAG:0005:0007:}} ?","{{TAG:0003:001B:}}Beh, pace, ci ho provato.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}
Scusa il disturbo, {{TAG:0005:0007:}}.","{{TAG:0003:001B:}}Na ja, okay, ich hab's versucht...
{{TAG:0007:0000:14000000}}Meine Verkaufsmasche zieht bei dir
wohl nicht, {{TAG:0007:0000:0A000000}}{{TAG:0005:0007:}}.","{{TAG:0003:001B:}}Eh, denedim işte{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}}.{{TAG:0007:0000:05000000}} Satış konuşmamla
başını şişirdiysem kusura bakma, {{TAG:0005:0007:}}."
